S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,13,44,13,0,10,0,14,8,57,10,0,7,1,9,1,8,13,18,19,15,91,16,2,101,8,20,51,8,6,0,1.51921010017395,0.64303994178772,0.824773132801056,1.62938892841339,0.411458909511566,0.613140642642975,1.34389436244965,0.648204147815704,0.377500683069229,1.29831564426422,0.566312789916992,0.572311639785767,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,11,41,12,0,12,1,12,12,59,8,1,4,0,10,1,10,16,21,22,15,88,13,0,105,8,20,47,16,0,7,1.51921010017395,0.64303994178772,0.824773132801056,1.62938892841339,0.411458909511566,0.613140642642975,1.34389436244965,0.648204147815704,0.377500683069229,1.29831564426422,0.566312789916992,0.572311639785767,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,12,41,11,0,14,1,13,8,56,4,0,5,0,13,1,9,14,16,19,16,95,17,2,99,7,20,50,17,0,0,1.51915204524994,0.643033087253571,0.824763059616089,1.62941539287567,0.411437094211578,0.613186120986939,1.3435640335083,0.648554444313049,0.377247929573059,1.29838883876801,0.56624835729599,0.572195470333099,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,9,43,7,0,8,0,13,6,59,8,0,4,0,10,0,11,15,20,20,13,88,14,5,101,7,19,49,3,0,2,1.51909446716309,0.643029928207397,0.824769675731659,1.62943339347839,0.411425083875656,0.613233268260956,1.34408128261566,0.648218333721161,0.377316415309906,1.2984231710434,0.566239356994629,0.572110056877136,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,10,42,12,0,13,0,12,5,59,7,1,5,0,13,1,8,15,21,16,14,91,10,2,102,9,16,50,0,1,0,1.51909446716309,0.643029928207397,0.824769675731659,1.62943339347839,0.411425083875656,0.613233268260956,1.34408128261566,0.648218333721161,0.377316415309906,1.2984231710434,0.566239356994629,0.572110056877136,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,13,44,11,1,13,0,11,8,55,9,1,0,1,13,0,8,14,21,19,16,92,12,11,97,9,16,50,16,0,1,1.51901471614838,0.643032312393189,0.824778258800507,1.62945818901062,0.411401867866516,0.613280057907105,1.34406852722168,0.648378610610962,0.377091616392136,1.29845058917999,0.566232800483704,0.572026371955872,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,42,12,11,15,0,11,5,58,6,2,5,0,10,13,8,15,20,22,16,84,11,2,98,13,19,48,19,8,1,1.51901471614838,0.643032312393189,0.824778258800507,1.62945818901062,0.411401867866516,0.613280057907105,1.34406852722168,0.648378610610962,0.377091616392136,1.29845058917999,0.566232800483704,0.572026371955872,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,13,41,13,0,11,0,9,10,59,4,1,5,1,13,0,9,15,21,20,16,90,14,2,96,9,22,53,16,0,0,1.51896190643311,0.643024206161499,0.824782609939575,1.62947690486908,0.411392658948898,0.613326132297516,1.34394216537476,0.648544073104858,0.376845598220825,1.29845440387726,0.566262304782867,0.571925699710846,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,13,41,13,1,12,0,9,6,59,8,0,6,0,11,0,10,11,21,15,12,88,17,3,100,10,18,52,18,1,0,1.51896190643311,0.643024206161499,0.824782609939575,1.62947690486908,0.411392658948898,0.613326132297516,1.34394216537476,0.648544073104858,0.376845598220825,1.29845440387726,0.566262304782867,0.571925699710846,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,13,41,11,1,13,0,10,6,55,6,5,7,0,10,1,9,11,20,19,17,91,12,2,104,8,20,51,18,1,0,1.51890349388123,0.64300000667572,0.824777901172638,1.6295462846756,0.411415547132492,0.61331582069397,1.34407484531403,0.648536086082459,0.376780897378921,1.29849207401276,0.566251277923584,0.571832716464996,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,14,41,13,7,13,0,11,7,64,8,1,0,1,18,0,11,18,21,21,13,88,12,3,100,11,18,52,0,2,0,1.51884734630585,0.642991542816162,0.824775159358978,1.62957692146301,0.411410182714462,0.613358438014984,1.34427893161774,0.64848393201828,0.376701027154922,1.29853892326355,0.566238939762116,0.571721732616425,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,13,43,13,0,11,2,11,7,64,7,0,3,0,10,1,9,11,21,18,15,89,12,2,100,13,21,53,16,0,3,1.51884734630585,0.642991542816162,0.824775159358978,1.62957692146301,0.411410182714462,0.613358438014984,1.34427893161774,0.64848393201828,0.376701027154922,1.29853892326355,0.566238939762116,0.571721732616425,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,17,45,12,1,15,0,10,5,63,8,5,7,0,14,0,9,14,19,19,16,90,12,1,102,12,21,52,21,1,0,1.51879036426544,0.642984867095947,0.824770212173462,1.6296124458313,0.411428987979889,0.613384366035461,1.34481632709503,0.648186922073364,0.376782447099686,1.2985737323761,0.566219091415405,0.571631669998169,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,16,45,11,1,13,0,13,6,66,10,0,1,0,11,1,13,17,21,17,12,90,14,3,101,12,22,52,18,2,0,1.51872074604034,0.642982721328735,0.824768006801605,1.629638671875,0.411431521177292,0.613416373729706,1.34507715702057,0.648018598556519,0.376844763755798,1.29861736297607,0.56624162197113,0.571561217308044,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,13,42,11,0,13,0,10,8,60,9,0,5,1,12,4,10,13,16,19,15,89,13,0,97,7,21,54,20,0,0,1.51872074604034,0.642982721328735,0.824768006801605,1.629638671875,0.411431521177292,0.613416373729706,1.34507715702057,0.648018598556519,0.376844763755798,1.29861736297607,0.56624162197113,0.571561217308044,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,14,45,11,0,14,2,11,3,63,10,0,4,0,15,0,9,14,18,19,16,88,18,1,97,7,18,51,17,0,0,1.51866090297699,0.642976939678192,0.82476019859314,1.62967944145203,0.411436766386032,0.613445043563843,1.34529149532318,0.647896528244019,0.376839905977249,1.29866909980774,0.566170454025269,0.571459889411926,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,11,48,13,16,15,0,12,8,63,6,0,2,0,16,1,9,12,26,18,14,87,19,2,101,7,20,53,19,9,0,1.51866090297699,0.642976939678192,0.82476019859314,1.62967944145203,0.411436766386032,0.613445043563843,1.34529149532318,0.647896528244019,0.376839905977249,1.29866909980774,0.566170454025269,0.571459889411926,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,10,46,13,3,7,1,10,7,59,5,5,13,0,11,0,9,14,26,19,14,88,19,2,102,8,24,54,15,0,0,1.51860630512238,0.642971873283386,0.824757277965546,1.62971162796021,0.411433905363083,0.613477647304535,1.34547579288483,0.647811710834503,0.376822263002396,1.29883420467377,0.566138446331024,0.571292757987976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,14,45,12,1,15,0,12,9,59,6,3,2,1,10,1,9,14,20,19,14,87,15,3,100,4,22,54,9,1,1,1.51860630512238,0.642971873283386,0.824757277965546,1.62971162796021,0.411433905363083,0.613477647304535,1.34547579288483,0.647811710834503,0.376822263002396,1.29883420467377,0.566138446331024,0.571292757987976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,13,48,11,0,14,0,10,10,58,11,0,3,0,11,0,8,14,23,17,11,89,14,1,104,7,24,52,14,0,2,1.51855719089508,0.642962753772736,0.824744939804077,1.62974405288696,0.411426782608032,0.613512814044952,1.34561002254486,0.647815883159637,0.376766920089722,1.29882490634918,0.566095411777496,0.571252942085266,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,12,45,11,0,14,0,11,4,61,11,0,0,0,10,0,13,11,18,19,16,89,13,0,102,10,16,55,8,0,12,1.51855719089508,0.642962753772736,0.824744939804077,1.62974405288696,0.411426782608032,0.613512814044952,1.34561002254486,0.647815883159637,0.376766920089722,1.29882490634918,0.566095411777496,0.571252942085266,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,14,42,11,2,13,1,10,9,64,8,3,7,0,11,0,7,9,22,18,14,90,16,3,102,8,19,52,15,0,1,1.5185067653656,0.64294570684433,0.82473635673523,1.62977826595306,0.411418944597244,0.613541662693024,1.34556138515472,0.648005723953247,0.37663346529007,1.29883396625519,0.566141188144684,0.57117623090744,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,13,42,12,0,10,0,11,9,58,9,1,5,1,11,11,8,13,21,19,15,91,16,7,107,7,21,54,16,0,0,1.5185067653656,0.64294570684433,0.82473635673523,1.62977826595306,0.411418944597244,0.613541662693024,1.34556138515472,0.648005723953247,0.37663346529007,1.29883396625519,0.566141188144684,0.57117623090744,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,13,44,18,4,11,2,15,8,59,5,0,0,1,9,0,12,17,19,22,14,89,16,5,104,9,20,54,18,0,1,1.51844453811646,0.642931818962097,0.824739634990692,1.6298143863678,0.411415129899979,0.613570809364319,1.34553515911102,0.648161947727203,0.376509308815002,1.2989684343338,0.566114366054535,0.571020126342773,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,12,45,12,3,13,1,11,9,59,7,9,0,4,9,0,7,14,20,21,17,91,13,8,102,7,21,54,17,5,5,1.51844453811646,0.642931818962097,0.824739634990692,1.6298143863678,0.411415129899979,0.613570809364319,1.34553515911102,0.648161947727203,0.376509308815002,1.2989684343338,0.566114366054535,0.571020126342773,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,14,46,12,0,12,1,10,5,59,4,10,2,0,13,0,9,12,20,22,12,91,16,2,102,4,21,52,19,0,0,1.51838290691376,0.642919957637787,0.824738621711731,1.62985193729401,0.411406666040421,0.613605737686157,1.34550499916077,0.648312926292419,0.376309812068939,1.2990517616272,0.566081523895264,0.570924460887909,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,14,45,12,0,14,1,12,13,61,9,1,4,3,8,0,10,11,18,23,15,90,18,2,100,8,22,52,18,1,0,1.51838290691376,0.642919957637787,0.824738621711731,1.62985193729401,0.411406666040421,0.613605737686157,1.34550499916077,0.648312926292419,0.376309812068939,1.2990517616272,0.566081523895264,0.570924460887909,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,12,44,12,0,13,2,13,5,60,7,1,3,0,13,1,9,11,18,23,14,93,15,0,105,9,24,55,17,0,3,1.51830315589905,0.642912030220032,0.824716627597809,1.62988817691803,0.411402553319931,0.613637804985046,1.34553647041321,0.648354887962341,0.376217931509018,1.29909384250641,0.566068887710571,0.570844411849976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,11,43,13,0,14,5,11,11,58,9,0,4,0,12,0,10,9,19,23,14,93,15,0,100,9,17,53,17,0,1,1.51830315589905,0.642912030220032,0.824716627597809,1.62988817691803,0.411402553319931,0.613637804985046,1.34553647041321,0.648354887962341,0.376217931509018,1.29909384250641,0.566068887710571,0.570844411849976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,11,44,9,0,13,0,12,7,57,7,2,4,0,9,0,11,13,16,21,14,90,19,3,98,7,23,54,17,0,8,1.51830315589905,0.642912030220032,0.824716627597809,1.62988817691803,0.411402553319931,0.613637804985046,1.34553647041321,0.648354887962341,0.376217931509018,1.29909384250641,0.566068887710571,0.570844411849976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,14,44,13,1,14,0,11,8,54,8,4,1,0,9,0,14,12,22,23,13,93,21,2,102,9,22,53,20,0,0,1.51830315589905,0.642912030220032,0.824716627597809,1.62988817691803,0.411402553319931,0.613637804985046,1.34553647041321,0.648354887962341,0.376217931509018,1.29909384250641,0.566068887710571,0.570844411849976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,11,44,9,0,13,0,11,8,60,10,1,4,0,11,1,12,14,15,27,16,87,18,2,100,7,22,54,17,0,1,1.51830315589905,0.642912030220032,0.824716627597809,1.62988817691803,0.411402553319931,0.613637804985046,1.34553647041321,0.648354887962341,0.376217931509018,1.29909384250641,0.566068887710571,0.570844411849976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,13,40,9,0,13,7,10,9,55,8,1,6,0,9,1,8,13,18,25,13,94,18,0,102,8,18,52,2,0,0,1.51830315589905,0.642912030220032,0.824716627597809,1.62988817691803,0.411402553319931,0.613637804985046,1.34553647041321,0.648354887962341,0.376217931509018,1.29909384250641,0.566068887710571,0.570844411849976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,13,42,11,3,9,1,11,4,58,9,1,6,0,12,0,9,13,20,23,15,92,20,1,104,9,22,53,16,1,0,1.51830315589905,0.642912030220032,0.824716627597809,1.62988817691803,0.411402553319931,0.613637804985046,1.34553647041321,0.648354887962341,0.376217931509018,1.29909384250641,0.566068887710571,0.570844411849976,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,13,43,11,2,14,1,13,6,59,13,0,4,1,10,1,9,13,18,28,15,92,19,1,100,7,22,54,18,0,0,1.51808893680573,0.642860352993012,0.824720978736877,1.63003277778626,0.411381214857101,0.613864243030548,1.34599184989929,0.648385226726532,0.375913918018341,1.29939162731171,0.565910458564758,0.570470154285431,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,11,42,10,0,14,0,10,11,56,4,1,5,0,13,0,12,15,19,26,11,85,20,3,101,9,19,52,17,0,3,1.51808893680573,0.642860352993012,0.824720978736877,1.63003277778626,0.411381214857101,0.613864243030548,1.34599184989929,0.648385226726532,0.375913918018341,1.29939162731171,0.565910458564758,0.570470154285431,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,13,43,8,2,14,0,14,7,56,5,1,5,1,9,0,8,15,18,28,16,92,21,3,97,14,20,57,16,0,0,1.51802754402161,0.642868995666504,0.824741065502167,1.63010799884796,0.411417961120606,0.613867044448853,1.34610509872437,0.648370385169983,0.375857025384903,1.29941558837891,0.565944850444794,0.570409417152405,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,13,42,10,0,14,1,10,10,57,8,1,3,0,14,0,10,12,18,27,11,92,23,4,100,8,24,55,0,4,0,1.51798236370087,0.642865180969238,0.824765682220459,1.63016819953918,0.411333441734314,0.613994598388672,1.34643471240997,0.648417115211487,0.375921666622162,1.29946303367615,0.565941870212555,0.57032972574234,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,14,41,11,0,13,1,9,6,57,9,0,5,0,11,1,8,15,20,26,13,89,24,1,100,8,23,55,16,6,0,1.51798236370087,0.642865180969238,0.824765682220459,1.63016819953918,0.411333441734314,0.613994598388672,1.34643471240997,0.648417115211487,0.375921666622162,1.29946303367615,0.565941870212555,0.57032972574234,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,13,42,13,1,16,1,10,8,55,7,2,4,4,10,0,11,15,17,24,16,89,18,3,98,7,22,52,19,1,0,1.51793885231018,0.64285933971405,0.824776530265808,1.63020706176758,0.411435306072235,0.613946974277496,1.34660136699677,0.648469924926758,0.375783562660217,1.29951190948486,0.565941095352173,0.57025408744812,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,11,42,11,0,13,7,7,10,57,10,3,4,1,11,0,10,15,17,22,14,91,17,7,96,8,24,53,18,2,1,1.51793885231018,0.64285933971405,0.824776530265808,1.63020706176758,0.411435306072235,0.613946974277496,1.34660136699677,0.648469924926758,0.375783562660217,1.29951190948486,0.565941095352173,0.57025408744812,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,9,44,9,3,11,1,11,8,57,8,1,3,1,8,2,8,13,16,21,15,92,22,7,94,7,21,53,22,0,0,1.51789236068726,0.642843067646027,0.824789643287659,1.63022446632385,0.411320298910141,0.614083230495453,1.34691751003265,0.648394465446472,0.375868916511536,1.29955434799194,0.565941452980042,0.570169866085053,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,10,40,10,0,11,0,13,4,57,5,0,3,1,13,0,9,13,19,23,16,90,19,0,103,8,22,54,17,0,1,1.51789236068726,0.642843067646027,0.824789643287659,1.63022446632385,0.411320298910141,0.614083230495453,1.34691751003265,0.648394465446472,0.375868916511536,1.29955434799194,0.565941452980042,0.570169866085053,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,12,40,11,0,13,0,14,2,58,6,0,5,1,11,0,10,9,19,23,15,92,23,7,100,10,23,55,4,1,2,1.51784992218018,0.642827272415161,0.824804365634918,1.63027477264404,0.411354273557663,0.614075064659119,1.34701776504517,0.648431181907654,0.375767737627029,1.29961609840393,0.565914869308472,0.570081651210785,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4,13,42,15,0,13,1,12,8,59,1,2,6,0,11,0,9,14,17,23,16,91,19,2,94,7,20,49,18,0,0,1.51784992218018,0.642827272415161,0.824804365634918,1.63027477264404,0.411354273557663,0.614075064659119,1.34701776504517,0.648431181907654,0.375767737627029,1.29961609840393,0.565914869308472,0.570081651210785,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,11,41,10,0,13,0,13,3,54,6,1,4,2,11,0,10,14,18,21,15,93,19,2,98,8,21,53,16,2,1,1.51780092716217,0.64280903339386,0.824811339378357,1.63029658794403,0.411401450634003,0.614062190055847,1.34713852405548,0.648481607437134,0.375757187604904,1.29960310459137,0.565958261489868,0.570025146007538,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,9,43,11,0,13,0,7,9,59,7,0,5,0,10,8,12,14,14,18,16,93,20,5,98,8,20,52,18,7,1,1.51774728298187,0.642795503139496,0.82481849193573,1.63033604621887,0.411311149597168,0.614183664321899,1.34729194641113,0.648484289646149,0.375701546669006,1.29972124099731,0.565880835056305,0.569924473762512,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,45,15,0,13,0,13,7,61,4,1,7,0,8,1,5,13,20,21,15,93,21,2,97,6,23,55,14,3,0,1.51774728298187,0.642795503139496,0.82481849193573,1.63033604621887,0.411311149597168,0.614183664321899,1.34729194641113,0.648484289646149,0.375701546669006,1.29972124099731,0.565880835056305,0.569924473762512,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,14,41,13,0,12,1,11,6,61,5,0,3,9,11,1,6,13,18,18,16,93,24,0,96,6,21,52,18,0,0,1.5177036523819,0.642774820327759,0.82482647895813,1.63038098812103,0.411337465047836,0.61418342590332,1.34745585918427,0.648487567901611,0.375673472881317,1.29977583885193,0.565853953361511,0.569855213165283,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,10,42,11,0,13,1,11,2,58,8,1,6,0,12,1,9,14,16,22,17,94,22,1,97,11,18,53,18,1,1,1.5177036523819,0.642774820327759,0.82482647895813,1.63038098812103,0.411337465047836,0.61418342590332,1.34745585918427,0.648487567901611,0.375673472881317,1.29977583885193,0.565853953361511,0.569855213165283,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,17,40,7,0,15,0,14,6,59,8,1,0,1,12,0,11,14,19,25,16,94,17,2,96,12,19,53,19,0,7,1.51763880252838,0.642766773700714,0.824848651885986,1.63041532039642,0.411343157291412,0.614216387271881,1.34750270843506,0.648411095142365,0.375623673200607,1.2998194694519,0.565836489200592,0.569779098033905,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,11,42,8,1,15,0,10,7,58,5,1,4,0,9,0,12,11,17,20,17,93,15,7,96,7,20,55,17,1,0,1.51763880252838,0.642766773700714,0.824848651885986,1.63041532039642,0.411343157291412,0.614216387271881,1.34750270843506,0.648411095142365,0.375623673200607,1.2998194694519,0.565836489200592,0.569779098033905,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,13,42,10,6,14,0,10,6,60,8,0,3,1,13,0,10,19,21,23,14,93,18,3,91,8,17,59,18,0,1,1.51759445667267,0.642756819725037,0.824871003627777,1.63044679164886,0.411346912384033,0.614259660243988,1.34771752357483,0.648457169532776,0.375593215227127,1.29986321926117,0.565835952758789,0.569700360298157,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
