S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
9,1,17,80,110,1,3,0,13,18,12,17,0,43,0,20,3,3,10,81,23,5,133,39,0,162,2,21,23,6,0,0,1.46798813343048,0.610378623008728,0.884798467159271,1.56789445877075,0.405896186828613,0.625923216342926,1.24860024452209,0.62215119600296,0.370616734027863,1.25503778457642,0.558412909507751,0.596814692020416,16_Aug_2023_11_24
5,2,10,91,107,0,2,0,12,16,11,21,0,49,1,12,11,4,11,78,22,4,131,33,3,156,0,20,17,12,4,0,1.46735835075378,0.61014050245285,0.884667813777924,1.56819379329681,0.406090140342712,0.626047551631928,1.2580314874649,0.621950566768646,0.366892278194427,1.25877141952515,0.55861622095108,0.593329787254334,16_Aug_2023_11_24
6,0,12,99,103,0,1,0,13,22,10,16,1,54,0,12,3,5,11,80,21,5,131,34,2,139,1,22,23,10,2,13,1.46681189537048,0.6101154088974,0.884456813335419,1.56854093074799,0.406166076660156,0.626317501068115,1.26720297336578,0.622267007827759,0.363630264997482,1.26239252090454,0.558848083019257,0.590138792991638,16_Aug_2023_11_24
4,0,13,94,107,0,3,1,15,18,9,16,5,55,3,16,5,8,14,76,28,5,125,36,0,145,0,21,24,13,1,0,1.46624839305878,0.609999239444733,0.884209096431732,1.56890261173248,0.406222373247147,0.626477837562561,1.27580010890961,0.62203985452652,0.360900610685348,1.26595318317413,0.558705151081085,0.587023913860321,16_Aug_2023_11_24
5,2,16,97,105,0,2,2,15,24,14,18,4,48,0,17,0,3,13,76,27,7,124,32,6,144,1,18,22,12,0,0,1.46569538116455,0.609771311283112,0.88403844833374,1.56936454772949,0.406399190425873,0.626562714576721,1.28454339504242,0.622277200222015,0.358111560344696,1.26987588405609,0.55827921628952,0.584113359451294,16_Aug_2023_11_24
1,1,13,98,99,1,3,0,14,17,12,18,1,49,1,11,3,9,18,81,22,5,129,32,3,151,3,21,24,8,0,0,1.46515214443207,0.609845042228699,0.883928537368774,1.56966817378998,0.406502217054367,0.626679480075836,1.2930760383606,0.621999979019165,0.355801105499268,1.27350521087646,0.558199465274811,0.581232249736786,16_Aug_2023_11_24
6,4,15,100,98,0,2,4,9,22,10,19,0,54,0,17,0,0,15,81,24,2,128,33,0,148,10,21,20,8,5,2,1.46473681926727,0.609872102737427,0.883513808250427,1.57008993625641,0.40639528632164,0.62714034318924,1.30142712593079,0.622229397296906,0.353338062763214,1.27719557285309,0.5580775141716,0.578565299510956,16_Aug_2023_11_24
3,4,19,109,103,2,7,12,14,19,9,22,0,56,1,18,3,3,14,82,21,9,127,32,3,152,3,20,14,11,1,2,1.46410918235779,0.609681010246277,0.883350968360901,1.57073020935059,0.4068603515625,0.626638889312744,1.30964374542236,0.622418105602264,0.351165503263473,1.28057980537415,0.557886362075806,0.576236844062805,16_Aug_2023_11_24
12,1,13,114,104,0,2,2,17,24,7,20,2,52,0,17,3,0,15,73,28,8,126,34,1,154,3,23,19,13,0,0,1.46361863613129,0.609624445438385,0.88294929265976,1.57125401496887,0.407022535800934,0.626673638820648,1.31793069839478,0.622953832149506,0.348749727010727,1.28439605236053,0.557585895061493,0.573273122310638,16_Aug_2023_11_24
0,4,15,108,93,1,4,0,15,18,11,24,0,34,0,16,4,1,14,70,33,8,119,32,1,153,4,25,17,16,0,9,1.46310746669769,0.609687745571137,0.882737338542938,1.57174777984619,0.406900852918625,0.627179563045502,1.32623827457428,0.622797191143036,0.347291231155395,1.28759431838989,0.557664155960083,0.570892572402954,16_Aug_2023_11_24
3,13,22,111,84,0,1,2,13,13,10,22,0,38,0,21,2,2,12,70,32,8,111,32,5,150,2,28,17,12,8,1,1.46274209022522,0.609403312206268,0.882349371910095,1.57254564762115,0.407219350337982,0.627095639705658,1.33393490314484,0.623304903507233,0.345337599515915,1.29122507572174,0.557737410068512,0.568398952484131,16_Aug_2023_11_24
8,4,23,112,91,4,1,0,13,12,9,20,0,42,0,17,3,3,15,71,34,8,119,33,1,147,3,28,16,12,4,3,1.46223926544189,0.609495997428894,0.882141172885895,1.57349944114685,0.407486140727997,0.6268310546875,1.34239435195923,0.623199284076691,0.34411808848381,1.29459595680237,0.558180928230285,0.566201627254486,16_Aug_2023_11_24
1,4,19,115,86,1,2,1,15,15,9,26,0,54,0,18,3,4,15,72,35,7,110,35,0,150,9,34,14,18,0,1,1.46184241771698,0.609592139720917,0.881884753704071,1.5743499994278,0.407767117023468,0.626767218112946,1.35045158863068,0.623395442962647,0.34264463186264,1.29803788661957,0.558348059654236,0.564074993133545,16_Aug_2023_11_24
7,3,16,145,78,0,2,0,17,20,13,29,0,57,1,15,2,5,22,67,28,9,109,30,0,150,3,31,15,14,0,1,1.46141159534454,0.609352707862854,0.881379246711731,1.57549726963043,0.408172279596329,0.626573443412781,1.35794258117676,0.623489618301392,0.341367125511169,1.3012501001358,0.558064699172974,0.561927139759064,16_Aug_2023_11_24
5,2,18,138,92,1,5,1,18,16,11,24,0,65,0,15,0,13,16,67,29,10,109,32,0,147,3,36,17,19,0,0,1.46091330051422,0.609511971473694,0.881163477897644,1.57654142379761,0.408556789159775,0.626631319522858,1.36557412147522,0.62310802936554,0.340492486953735,1.30447089672089,0.557550847530365,0.559529662132263,16_Aug_2023_11_24
2,6,17,138,76,0,4,0,10,22,5,32,0,66,0,14,4,10,16,64,34,9,99,34,1,148,4,37,18,18,12,0,1.46043026447296,0.609144628047943,0.88057804107666,1.5776584148407,0.408845484256744,0.626804709434509,1.37278163433075,0.622967600822449,0.339229047298431,1.30766725540161,0.557455778121948,0.557289361953735,16_Aug_2023_11_24
5,0,19,132,82,0,1,1,13,19,7,28,0,55,1,16,0,7,15,61,28,8,99,34,3,145,3,33,20,21,0,0,1.46008694171906,0.609018504619598,0.880237936973572,1.57853186130524,0.409049302339554,0.62684828042984,1.37850391864777,0.622794389724731,0.33826607465744,1.31001913547516,0.557602107524872,0.555704891681671,16_Aug_2023_11_24
2,0,17,136,79,0,3,0,14,16,7,31,0,59,6,18,4,6,17,60,27,12,94,30,0,148,4,38,20,18,1,1,1.45956695079803,0.609110713005066,0.879875421524048,1.57961797714233,0.409236490726471,0.626898586750031,1.38641166687012,0.622579693794251,0.337219268083572,1.31322360038757,0.557945013046265,0.553660452365875,16_Aug_2023_11_24
4,0,23,128,73,1,5,2,13,19,3,35,1,59,1,17,1,9,14,62,25,9,87,35,0,146,7,32,22,20,1,0,1.45918726921082,0.608751893043518,0.879270911216736,1.58074057102203,0.409340083599091,0.626960933208466,1.39458775520325,0.622130990028381,0.336406290531158,1.3169811964035,0.557957947254181,0.551140666007996,16_Aug_2023_11_24
5,0,17,131,90,1,5,0,13,13,7,35,0,61,0,17,2,9,11,62,31,9,84,30,2,145,1,33,17,21,6,0,1.458744764328,0.608996510505676,0.879075586795807,1.581587433815,0.409463226795197,0.627244770526886,1.40254664421082,0.621882140636444,0.33557802438736,1.32039844989777,0.557869255542755,0.549136698246002,16_Aug_2023_11_24
7,2,18,121,85,1,7,1,15,20,8,34,1,69,1,20,0,5,14,56,31,11,72,34,3,142,2,32,19,18,0,1,1.4584596157074,0.608857095241547,0.878688097000122,1.58234286308289,0.409422993659973,0.627673268318176,1.41036629676819,0.621485829353333,0.335162431001663,1.32404887676239,0.55802857875824,0.547256052494049,16_Aug_2023_11_24
4,2,19,121,82,0,2,0,11,14,7,35,1,56,0,17,12,5,18,60,34,6,75,34,0,146,0,33,12,18,1,0,1.45814371109009,0.609035789966583,0.878505229949951,1.58311772346497,0.409692198038101,0.627513647079468,1.4178239107132,0.621102809906006,0.334826469421387,1.32778322696686,0.558173894882202,0.545561611652374,16_Aug_2023_11_24
3,0,16,124,81,5,8,0,12,17,9,38,1,61,14,21,0,11,17,58,38,8,65,37,1,147,2,36,14,20,0,2,1.45785224437714,0.608726024627685,0.878269076347351,1.58359861373901,0.409830242395401,0.627698481082916,1.425248503685,0.620731234550476,0.334854513406754,1.33148598670959,0.558597266674042,0.543997406959534,16_Aug_2023_11_24
4,6,23,128,83,0,5,0,14,16,9,32,1,57,0,20,1,5,16,55,31,5,63,37,0,150,3,42,18,19,7,0,1.45753848552704,0.608958899974823,0.878157496452331,1.58398842811584,0.409931063652039,0.627839207649231,1.43243145942688,0.620347678661346,0.334783345460892,1.33503544330597,0.558966994285584,0.542566418647766,16_Aug_2023_11_24
9,1,31,126,87,1,7,0,13,18,8,43,0,60,0,19,0,4,16,59,31,10,64,37,1,146,3,42,19,15,0,9,1.45729577541351,0.609025359153748,0.87799596786499,1.58439958095551,0.410057902336121,0.628058075904846,1.439661860466,0.620299935340881,0.335070669651031,1.33839166164398,0.559246361255646,0.541430234909058,16_Aug_2023_11_24
5,1,29,129,79,9,3,0,15,19,9,45,1,65,5,18,11,4,15,58,31,12,62,36,0,148,6,44,15,20,0,0,1.45710980892181,0.608954846858978,0.877810895442963,1.58473181724548,0.410000622272491,0.628312051296234,1.44649863243103,0.620433151721954,0.335625022649765,1.34172129631042,0.559118688106537,0.54036682844162,16_Aug_2023_11_24
5,1,25,137,80,0,5,1,14,19,8,49,0,63,0,19,0,8,10,62,30,12,61,36,1,145,2,45,18,20,1,1,1.45689308643341,0.6092848777771,0.87761664390564,1.58507108688355,0.410048007965088,0.628304004669189,1.45267915725708,0.620449900627136,0.336372911930084,1.34427094459534,0.559117317199707,0.539435505867004,16_Aug_2023_11_24
5,1,23,138,88,1,8,0,15,17,9,47,0,70,0,20,0,13,15,61,31,13,62,32,7,145,5,43,18,19,1,0,1.4565976858139,0.608906805515289,0.877388119697571,1.58533978462219,0.410051614046097,0.628155171871185,1.45861971378326,0.620417237281799,0.337200403213501,1.34686732292175,0.559162437915802,0.538585543632507,16_Aug_2023_11_24
2,1,23,133,77,0,6,1,19,16,11,45,0,69,0,22,2,0,13,64,36,11,66,36,1,146,4,49,18,18,0,0,1.45629096031189,0.609212696552277,0.877450525760651,1.58555269241333,0.410048902034759,0.628390550613403,1.46439218521118,0.620642900466919,0.338199853897095,1.34943425655365,0.55963671207428,0.53797572851181,16_Aug_2023_11_24
4,0,23,132,77,2,5,14,18,18,9,44,6,67,0,19,1,2,14,59,33,11,65,39,5,150,2,49,18,17,1,1,1.45603978633881,0.609225869178772,0.877326130867004,1.58575809001923,0.410085797309876,0.628496706485748,1.47028541564941,0.62118661403656,0.339193344116211,1.35190737247467,0.56012886762619,0.537307977676392,16_Aug_2023_11_24
2,1,26,128,82,1,6,0,18,17,11,49,1,70,0,19,1,4,14,56,35,14,71,37,3,143,4,48,15,16,0,1,1.45581042766571,0.609231770038605,0.877154648303986,1.58595335483551,0.410090059041977,0.628612220287323,1.47585999965668,0.621668100357056,0.340684652328491,1.35419464111328,0.56052702665329,0.536675274372101,16_Aug_2023_11_24
0,9,28,134,78,1,6,0,19,18,11,41,1,76,0,27,0,3,16,58,34,11,70,39,3,145,11,45,20,18,0,0,1.45557701587677,0.609245955944061,0.877222418785095,1.58612132072449,0.410145342350006,0.628755748271942,1.48074424266815,0.622317314147949,0.341849505901337,1.3563437461853,0.56077653169632,0.536171317100525,16_Aug_2023_11_24
1,0,30,138,88,0,6,0,19,17,18,42,1,69,0,20,1,5,18,57,32,11,73,37,5,139,3,45,17,22,3,1,1.45546936988831,0.609339952468872,0.877267777919769,1.58619201183319,0.410172641277313,0.628841161727905,1.48422026634216,0.622706055641174,0.343117147684097,1.35760700702667,0.560979604721069,0.535826444625855,16_Aug_2023_11_24
5,1,23,132,76,0,6,0,17,17,15,47,0,60,0,21,5,3,15,60,35,11,74,38,1,143,2,41,17,20,3,1,1.45534884929657,0.609172105789185,0.877149343490601,1.58627367019653,0.410213559865952,0.628940522670746,1.4881603717804,0.623396277427673,0.344431489706039,1.35915815830231,0.56161493062973,0.535323858261108,16_Aug_2023_11_24
3,0,24,143,77,1,10,0,18,19,11,46,7,65,2,17,1,2,20,56,30,13,76,38,3,143,5,44,17,19,0,0,1.45524322986603,0.609157502651215,0.877093374729157,1.58633279800415,0.41021004319191,0.629051208496094,1.49212062358856,0.623880863189697,0.346059679985046,1.3608410358429,0.561916530132294,0.53508597612381,16_Aug_2023_11_24
4,0,25,134,76,1,12,0,19,15,17,45,1,62,1,17,1,4,17,61,35,13,75,39,3,140,6,44,13,20,1,0,1.45515882968903,0.609145522117615,0.877042233943939,1.58643305301666,0.410163432359695,0.62917160987854,1.49558401107788,0.62440425157547,0.347435653209686,1.36195027828217,0.562338352203369,0.53487503528595,16_Aug_2023_11_24
3,3,24,140,83,1,10,1,17,20,17,52,0,63,5,16,0,2,11,59,35,13,73,35,3,140,2,44,15,18,0,0,1.45517456531525,0.609384715557098,0.87693977355957,1.5865375995636,0.410048007965088,0.629436075687408,1.49824690818787,0.624765634536743,0.348893463611603,1.36294496059418,0.562543630599976,0.534544110298157,16_Aug_2023_11_24
9,0,25,138,82,0,11,1,20,17,15,53,1,69,1,12,1,4,19,61,35,11,75,34,2,147,5,40,16,17,1,0,1.45512843132019,0.60947322845459,0.876819372177124,1.58677709102631,0.410045653581619,0.62950599193573,1.50068175792694,0.625279128551483,0.35004335641861,1.36340987682343,0.562886953353882,0.534254729747772,16_Aug_2023_11_24
5,0,25,139,80,0,11,15,19,19,17,48,0,68,1,13,0,6,13,64,38,10,75,37,0,136,5,40,20,17,5,1,1.45511901378632,0.609487235546112,0.876735389232636,1.58700549602509,0.409993648529053,0.62971705198288,1.50339984893799,0.625640630722046,0.351224005222321,1.36454927921295,0.562370121479034,0.534070134162903,16_Aug_2023_11_24
6,2,25,140,92,0,10,1,19,22,17,45,1,65,0,14,1,2,17,61,38,12,76,34,3,135,5,38,16,17,0,0,1.45513844490051,0.609401941299439,0.87659364938736,1.58719158172607,0.409952282905579,0.629804193973541,1.50487196445465,0.625803589820862,0.351920396089554,1.36454033851624,0.56258499622345,0.533677220344543,16_Aug_2023_11_24
5,1,25,132,79,0,7,7,13,21,18,45,0,73,2,17,1,3,15,61,36,7,72,35,1,136,5,39,16,18,0,0,1.45511591434479,0.609167397022247,0.876517415046692,1.58736717700958,0.409855931997299,0.630084335803986,1.50594210624695,0.625812530517578,0.35299688577652,1.36513078212738,0.562443792819977,0.533869087696075,16_Aug_2023_11_24
3,5,26,134,89,0,7,0,19,23,15,48,1,74,6,13,1,3,14,61,41,14,70,37,1,138,7,37,13,16,1,0,1.45528793334961,0.6094810962677,0.876450777053833,1.58754920959473,0.409762859344482,0.630262017250061,1.50677645206451,0.625878274440765,0.353364497423172,1.36521661281586,0.562472224235535,0.533914089202881,16_Aug_2023_11_24
5,0,29,132,87,1,7,0,19,16,15,46,3,65,1,13,0,4,15,64,35,14,68,38,3,133,4,36,16,17,11,0,1.45543253421783,0.609498500823975,0.876324713230133,1.58768975734711,0.409733951091766,0.630409717559814,1.50715565681458,0.625852286815643,0.353749096393585,1.36513888835907,0.562567472457886,0.533931255340576,16_Aug_2023_11_24
5,1,27,134,92,0,7,0,19,20,17,45,0,64,3,16,1,3,17,61,35,11,64,36,1,134,7,34,17,18,1,1,1.45559012889862,0.609586358070374,0.876400232315064,1.58775961399078,0.409732162952423,0.63055145740509,1.50715446472168,0.625805556774139,0.35382342338562,1.36510610580444,0.56261146068573,0.53407484292984,16_Aug_2023_11_24
4,1,21,133,98,0,8,0,23,20,19,43,1,62,0,18,0,5,15,60,38,10,65,40,2,132,6,34,21,18,0,0,1.45575428009033,0.609651803970337,0.876470804214477,1.58782136440277,0.409747272729874,0.630600690841675,1.50663244724274,0.625576972961426,0.353564411401749,1.36488676071167,0.562780320644379,0.53412252664566,16_Aug_2023_11_24
6,1,21,133,87,0,7,0,17,19,22,39,0,56,2,11,1,5,15,61,34,10,69,37,6,132,6,35,16,19,1,1,1.45591652393341,0.609693169593811,0.87653648853302,1.58791518211365,0.409786731004715,0.63062047958374,1.50572419166565,0.625466406345367,0.352840602397919,1.36467945575714,0.562888741493225,0.534211933612824,16_Aug_2023_11_24
5,6,18,137,87,0,8,4,18,16,15,36,2,59,7,15,3,10,15,56,35,11,67,37,11,129,0,34,15,16,0,1,1.45611894130707,0.60968816280365,0.876653671264648,1.58796668052673,0.409787565469742,0.630812048912048,1.50423610210419,0.625176906585693,0.352260410785675,1.36427676677704,0.562861323356628,0.534459888935089,16_Aug_2023_11_24
5,0,14,137,91,0,7,1,19,18,22,39,0,61,1,14,1,5,13,62,36,8,67,32,1,132,11,28,17,16,0,1,1.45628476142883,0.609835088253021,0.876799643039703,1.58796834945679,0.409793883562088,0.630742967128754,1.50251543521881,0.624826669692993,0.351585030555725,1.36349046230316,0.56304407119751,0.534600138664246,16_Aug_2023_11_24
4,1,16,137,95,0,7,0,16,20,23,38,1,62,1,15,2,0,15,64,35,6,65,37,1,131,1,29,11,15,1,0,1.45651459693909,0.609869480133057,0.876955449581146,1.58792078495026,0.409762531518936,0.630889654159546,1.50000607967377,0.624410808086395,0.351023077964783,1.36235618591309,0.56290465593338,0.534978985786438,16_Aug_2023_11_24
5,0,13,136,98,0,7,0,19,17,22,33,0,70,1,11,2,3,15,62,36,5,64,35,0,132,3,30,14,17,2,4,1.45676827430725,0.609921514987946,0.87707930803299,1.58788549900055,0.409662514925003,0.631298840045929,1.49705767631531,0.62374758720398,0.349742770195007,1.36141180992126,0.562663435935974,0.535407662391663,16_Aug_2023_11_24
2,1,13,138,103,0,7,0,19,17,22,38,0,67,0,15,1,1,19,60,36,8,62,34,1,128,5,24,13,15,8,0,1.45702314376831,0.609920024871826,0.877284169197083,1.58789646625519,0.409744381904602,0.630976378917694,1.49395775794983,0.623236298561096,0.34892064332962,1.36021327972412,0.562127232551575,0.535924792289734,16_Aug_2023_11_24
4,1,12,140,93,0,3,0,18,18,18,35,1,74,0,16,1,5,20,63,37,6,62,37,3,125,8,28,14,19,2,0,1.45729517936707,0.609972298145294,0.877296030521393,1.58786356449127,0.409696251153946,0.631061553955078,1.49055778980255,0.62265956401825,0.347604215145111,1.35881769657135,0.561816811561585,0.536442160606384,16_Aug_2023_11_24
5,1,15,136,88,1,0,0,19,21,19,27,1,70,3,13,2,1,17,60,34,5,61,37,1,121,5,28,15,17,0,0,1.45761597156525,0.610013842582703,0.87746000289917,1.5877411365509,0.409662812948227,0.631111979484558,1.48694932460785,0.622200787067413,0.346820861101151,1.35700416564941,0.561751186847687,0.536981344223022,16_Aug_2023_11_24
7,1,14,130,94,1,6,8,18,18,23,27,1,65,1,11,0,3,13,59,34,8,62,34,7,127,6,28,14,17,7,1,1.45835030078888,0.610056757926941,0.877842783927918,1.5874627828598,0.409589141607285,0.631208658218384,1.47883069515228,0.621310114860535,0.344868689775467,1.35339641571045,0.56155401468277,0.538384556770325,16_Aug_2023_11_24
4,0,15,133,95,0,2,0,21,21,21,26,5,66,1,11,1,1,15,60,37,10,57,40,0,124,3,28,13,16,1,4,1.4584573507309,0.610066473484039,0.87789911031723,1.58742868900299,0.409576505422592,0.631215810775757,1.47764682769775,0.621106266975403,0.344764143228531,1.35270547866821,0.561583757400513,0.538595497608185,16_Aug_2023_11_24
5,0,15,133,93,10,6,5,19,18,21,23,1,65,2,16,0,1,13,55,34,8,55,30,1,121,3,29,11,13,0,0,1.45876920223236,0.610107243061066,0.878087639808655,1.5872654914856,0.409504920244217,0.631221175193787,1.47401010990143,0.620806813240051,0.343829452991486,1.35120868682861,0.561528563499451,0.539138555526733,16_Aug_2023_11_24
0,1,12,129,93,1,6,9,17,21,19,21,2,59,1,9,2,0,14,57,33,10,50,31,0,106,4,22,9,16,0,0,1.45924496650696,0.610104501247406,0.878364980220795,1.58688080310822,0.409371227025986,0.631466686725616,1.46898007392883,0.620055854320526,0.343399971723557,1.34894180297852,0.561497211456299,0.5401531457901,16_Aug_2023_11_24
3,0,11,128,88,0,6,0,23,20,22,28,0,58,1,14,1,2,14,54,35,7,50,33,1,106,4,27,12,17,1,1,1.45954358577728,0.610125660896301,0.878564774990082,1.58668458461761,0.409342050552368,0.631433367729187,1.46499609947205,0.620101451873779,0.342660665512085,1.34706425666809,0.561475396156311,0.541009068489075,16_Aug_2023_11_24
5,0,11,117,85,1,4,1,20,14,21,21,6,63,3,13,1,3,13,52,34,7,52,35,0,100,5,28,10,14,0,10,1.46008312702179,0.610074162483215,0.878885209560394,1.5862900018692,0.409097403287888,0.631867587566376,1.45969498157501,0.619458913803101,0.342397928237915,1.34417355060577,0.561386942863464,0.542130291461945,16_Aug_2023_11_24
3,1,12,113,86,1,5,7,20,18,20,22,1,60,0,14,1,4,12,53,37,10,45,32,1,102,5,30,9,15,14,0,1.46051740646362,0.610125005245209,0.879211127758026,1.58603596687317,0.409171164035797,0.63178551197052,1.45399785041809,0.618929624557495,0.342079639434814,1.34121417999268,0.561131358146668,0.54329264163971,16_Aug_2023_11_24
3,2,12,117,87,0,4,1,21,17,17,19,0,56,1,12,11,3,13,52,35,8,42,28,0,96,4,24,8,16,0,3,1.4610823392868,0.610077440738678,0.879556059837341,1.58582961559296,0.409115552902222,0.631745934486389,1.4477254152298,0.618481278419495,0.342112958431244,1.33792006969452,0.560811340808868,0.544701039791107,16_Aug_2023_11_24
4,0,18,111,75,0,3,0,21,21,17,21,2,42,1,12,1,1,12,54,35,4,44,30,0,86,1,29,10,16,1,0,1.46157324314117,0.610066831111908,0.879938781261444,1.58562350273132,0.409078717231751,0.631654858589172,1.44150578975678,0.618113100528717,0.342042326927185,1.33474969863892,0.560500919818878,0.5462526679039,16_Aug_2023_11_24
5,0,15,112,62,0,0,1,24,17,15,19,1,40,2,9,1,6,12,55,38,9,40,23,1,74,5,23,12,16,0,0,1.46205949783325,0.609755456447601,0.880511939525604,1.58543252944946,0.408998638391495,0.631611168384552,1.43497610092163,0.617736279964447,0.342279762029648,1.33132612705231,0.56033182144165,0.547960937023163,16_Aug_2023_11_24
5,2,12,102,71,1,2,0,23,17,19,17,1,32,1,13,1,2,13,57,34,5,50,27,1,66,7,31,11,13,1,0,1.46262907981873,0.609817802906036,0.880867958068848,1.5851126909256,0.408892959356308,0.631675481796265,1.42838847637177,0.617335915565491,0.342612773180008,1.32770586013794,0.560147404670715,0.549803972244263,16_Aug_2023_11_24
5,0,12,108,70,1,2,0,22,14,18,15,0,29,0,14,1,3,13,56,38,9,47,24,5,71,7,29,10,14,1,2,1.46313714981079,0.609313070774078,0.881420433521271,1.58485746383667,0.408832043409348,0.631716728210449,1.42150747776032,0.616846323013306,0.343095749616623,1.32386124134064,0.559821486473084,0.551713168621063,16_Aug_2023_11_24
5,0,11,95,82,1,3,0,24,13,23,14,2,35,1,7,0,0,10,57,41,8,49,21,1,63,5,27,15,14,1,8,1.46358716487885,0.609212100505829,0.881866812705994,1.58474028110504,0.408787280321121,0.631726443767548,1.41428232192993,0.616307079792023,0.343668133020401,1.31996035575867,0.559185326099396,0.553625524044037,16_Aug_2023_11_24
6,1,12,93,85,0,3,0,26,13,18,14,0,30,1,7,0,4,8,52,46,7,45,26,0,64,2,28,12,13,0,0,1.46412825584412,0.608912587165833,0.882279217243195,1.58462166786194,0.408742785453796,0.631774604320526,1.40696310997009,0.616258502006531,0.344285309314728,1.31552147865295,0.558997571468353,0.555913329124451,16_Aug_2023_11_24
3,0,10,81,75,0,2,0,23,14,22,13,0,21,1,7,0,0,7,52,48,7,47,24,0,62,9,24,10,16,0,0,1.46472525596619,0.609019279479981,0.882891356945038,1.584392786026,0.408636420965195,0.63200581073761,1.39944183826447,0.615872263908386,0.345014154911041,1.31175863742828,0.558692991733551,0.558203876018524,16_Aug_2023_11_24
3,9,17,84,75,1,2,0,20,11,14,14,1,24,1,1,10,2,8,51,45,7,40,21,0,64,6,23,9,18,0,0,1.46520507335663,0.608422815799713,0.883411049842835,1.58424770832062,0.408585101366043,0.631959497928619,1.39180636405945,0.615265250205994,0.345955461263657,1.30775439739227,0.558613061904907,0.5607630610466,16_Aug_2023_11_24
5,0,13,90,85,10,2,0,20,8,15,14,0,26,1,2,1,2,12,47,37,9,42,20,0,61,7,27,12,19,0,0,1.46555745601654,0.608481168746948,0.884044766426086,1.58410584926605,0.408696621656418,0.632042586803436,1.38585436344147,0.614818811416626,0.346656501293182,1.30481243133545,0.558422386646271,0.562670767307282,16_Aug_2023_11_24
6,0,11,84,84,1,1,0,18,13,11,14,3,34,1,1,2,0,12,44,42,9,39,21,0,57,6,29,7,17,0,0,1.46610629558563,0.607929646968842,0.884516000747681,1.58382391929626,0.408567309379578,0.632468461990356,1.37782907485962,0.614160478115082,0.347698897123337,1.30101466178894,0.558131992816925,0.565195858478546,16_Aug_2023_11_24
5,1,11,85,79,2,2,0,16,13,14,14,12,28,1,1,1,3,9,41,43,7,38,17,3,57,5,26,17,19,0,0,1.4665549993515,0.607994973659515,0.885356187820435,1.58363974094391,0.408501923084259,0.632563054561615,1.36973547935486,0.613538563251495,0.348853021860123,1.29697668552399,0.558000028133392,0.567888081073761,16_Aug_2023_11_24
5,2,10,70,71,0,1,0,19,13,12,9,0,23,0,1,1,10,10,45,43,7,37,16,1,60,5,24,9,17,13,0,1.46726083755493,0.607860624790192,0.88579535484314,1.58335423469543,0.408594399690628,0.632575869560242,1.36131846904755,0.612849116325378,0.350138008594513,1.29297542572021,0.557547807693481,0.570730686187744,16_Aug_2023_11_24
6,1,8,73,75,0,1,1,12,9,13,9,0,24,0,1,0,1,7,45,44,9,36,16,1,55,7,29,11,15,1,0,1.46765756607056,0.607733547687531,0.886557459831238,1.58305943012238,0.408516705036163,0.632777452468872,1.35282027721405,0.612072587013245,0.351751178503036,1.28872966766357,0.557007551193237,0.573580145835876,16_Aug_2023_11_24
7,3,9,59,74,0,1,0,14,8,15,13,1,27,1,0,0,7,7,43,41,9,36,12,0,53,6,29,11,14,1,0,1.46819734573364,0.60752934217453,0.887041687965393,1.58272933959961,0.408280819654465,0.633316576480866,1.34374535083771,0.611389458179474,0.353070050477982,1.28452670574188,0.556372344493866,0.576549470424652,16_Aug_2023_11_24
6,6,5,59,74,0,5,1,16,8,14,11,1,25,1,0,2,12,8,43,41,7,31,14,0,52,4,27,11,12,1,0,1.4684636592865,0.607503116130829,0.88747251033783,1.58275902271271,0.408294856548309,0.633143961429596,1.33691012859344,0.610919833183289,0.354311287403107,1.28140068054199,0.555914759635925,0.57880711555481,16_Aug_2023_11_24
3,1,11,60,74,0,1,0,17,9,15,12,6,24,0,1,1,10,7,44,35,7,38,11,0,50,0,27,11,1,0,0,1.46894252300262,0.60731428861618,0.887956321239471,1.58292067050934,0.408601671457291,0.632367372512817,1.3280611038208,0.609985530376434,0.356357902288437,1.2774406671524,0.555361211299896,0.58185350894928,16_Aug_2023_11_24
3,0,14,56,75,3,3,0,15,9,14,8,1,26,9,0,11,1,10,42,34,5,39,13,0,51,6,24,14,14,0,3,1.46947550773621,0.607260882854462,0.888441562652588,1.58259570598602,0.40845912694931,0.632684946060181,1.31921434402466,0.609111428260803,0.358504980802536,1.27325785160065,0.554971516132355,0.585227310657501,16_Aug_2023_11_24
5,2,10,58,79,0,2,0,19,9,15,11,4,22,2,0,0,1,9,40,34,10,40,16,1,48,6,23,7,14,1,0,1.46991181373596,0.607167601585388,0.888828814029694,1.58245635032654,0.408382683992386,0.632793784141541,1.31017470359802,0.608273446559906,0.360906302928925,1.26902329921722,0.554592490196228,0.588591694831848,16_Aug_2023_11_24
5,0,9,49,77,0,1,0,17,13,16,11,0,23,0,1,1,3,5,44,33,4,34,13,1,45,9,19,12,14,8,5,1.47036957740784,0.607031464576721,0.889260768890381,1.5823609828949,0.408313155174255,0.632921636104584,1.30123174190521,0.607249259948731,0.363428682088852,1.26484346389771,0.55427485704422,0.592115342617035,16_Aug_2023_11_24
