S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
15,0,12,23,50,5,0,0,5,15,7,2,2,3,2,0,2,5,1,29,26,5,57,16,1,73,8,16,14,11,0,0,1.48059010505676,0.606301784515381,0.894555509090424,1.55306804180145,0.405527591705322,0.617248773574829,0.975351572036743,0.545273005962372,0.810888290405273,1.18609821796417,0.502195417881012,0.889777481555939,16_Aug_2023_11_24
19,0,14,27,48,0,0,0,6,16,6,2,2,4,3,0,2,6,0,34,27,2,60,12,2,71,10,13,14,9,0,0,1.48079228401184,0.606267988681793,0.894638359546661,1.55295538902283,0.405568033456802,0.617300689220428,0.975560188293457,0.544613540172577,0.810908198356628,1.18624448776245,0.501906454563141,0.889941215515137,16_Aug_2023_11_24
14,1,14,24,51,1,0,0,9,13,5,3,4,3,0,6,1,11,0,32,25,4,59,13,11,73,10,11,13,10,2,3,1.48095428943634,0.60621440410614,0.894683063030243,1.55296206474304,0.405635476112366,0.617210626602173,0.975821375846863,0.543918371200562,0.811133325099945,1.1865416765213,0.501361966133118,0.890027761459351,16_Aug_2023_11_24
13,0,13,25,51,0,0,0,3,20,6,2,1,3,1,0,0,3,0,31,25,6,59,13,0,72,11,14,15,9,0,0,1.48101007938385,0.606184124946594,0.894704937934876,1.55305206775665,0.405656963586807,0.617109000682831,0.976001858711243,0.543333828449249,0.811663091182709,1.18686056137085,0.500772655010223,0.890057325363159,16_Aug_2023_11_24
14,1,10,28,50,0,6,0,7,19,1,4,0,6,0,0,3,1,0,34,25,5,59,12,0,73,9,19,16,9,0,0,1.48103380203247,0.606137692928314,0.894697964191437,1.5531131029129,0.405650019645691,0.617049276828766,0.976057946681976,0.542915880680084,0.812017917633056,1.18709146976471,0.500263392925262,0.889858186244965,16_Aug_2023_11_24
13,0,13,23,52,0,0,0,7,15,3,3,0,4,0,1,1,6,0,31,23,5,58,14,2,75,10,11,14,11,0,2,1.4810426235199,0.606060981750488,0.894705593585968,1.55325865745544,0.405645370483398,0.617067873477936,0.976155161857605,0.542339026927948,0.811885476112366,1.18721079826355,0.49985259771347,0.889660656452179,16_Aug_2023_11_24
13,14,11,29,49,0,0,0,4,16,6,3,2,4,0,0,1,0,0,32,24,7,61,14,1,74,11,15,13,8,0,0,1.48098766803741,0.605975925922394,0.894755661487579,1.55339026451111,0.4056436419487,0.617005228996277,0.976160228252411,0.541826128959656,0.81096601486206,1.18719017505646,0.499566525220871,0.889202415943146,16_Aug_2023_11_24
11,1,13,25,49,0,3,0,2,21,6,6,8,0,0,0,2,1,0,31,22,6,59,14,1,73,10,16,16,8,0,1,1.48094022274017,0.605878055095673,0.89478075504303,1.55351614952087,0.40561380982399,0.616995096206665,0.976161301136017,0.54124242067337,0.809602856636047,1.18698263168335,0.499264746904373,0.888618886470795,16_Aug_2023_11_24
15,0,14,26,49,12,9,0,5,13,6,2,0,0,0,1,3,2,0,36,23,5,59,13,1,73,6,16,14,8,0,0,1.48084378242493,0.605765283107758,0.894819796085358,1.55370402336121,0.405573666095734,0.616950392723084,0.976156771183014,0.540703237056732,0.808274388313293,1.18676853179932,0.498946070671082,0.887952864170074,16_Aug_2023_11_24
13,1,11,22,49,0,1,0,4,17,7,6,2,0,0,1,3,6,1,30,23,3,57,19,5,67,9,14,15,7,0,1,1.48073375225067,0.605740964412689,0.894826650619507,1.5538604259491,0.405640155076981,0.616923332214356,0.976054668426514,0.540282905101776,0.807335257530212,1.18667876720428,0.498656898736954,0.887277066707611,16_Aug_2023_11_24
7,6,14,25,53,0,0,1,5,19,4,13,0,3,1,1,3,7,1,32,23,7,60,16,0,76,10,10,13,8,8,1,1.48058128356934,0.605600714683533,0.89482992887497,1.55406081676483,0.405542075634003,0.617125570774078,0.975972950458527,0.539768397808075,0.806008338928223,1.18644106388092,0.498485833406448,0.88650780916214,16_Aug_2023_11_24
14,0,13,25,52,0,0,0,4,14,5,0,0,2,0,0,0,3,0,36,21,5,59,15,2,73,11,15,13,11,0,0,1.48037922382355,0.605492889881134,0.89483916759491,1.55432713031769,0.405553877353668,0.617127001285553,0.975879073143005,0.539298892021179,0.80448192358017,1.18612957000732,0.498294144868851,0.885479986667633,16_Aug_2023_11_24
14,0,12,24,51,14,0,1,4,17,4,2,0,3,1,1,2,7,1,31,22,6,62,15,4,72,8,14,20,10,0,0,1.48017823696136,0.605393528938293,0.894899547100067,1.55451846122742,0.40554603934288,0.617190062999725,0.97575455904007,0.538879454135895,0.802452921867371,1.18568456172943,0.498095810413361,0.884378910064697,16_Aug_2023_11_24
14,0,13,25,52,1,0,0,7,16,6,4,1,3,3,13,13,5,1,33,22,3,59,16,0,67,7,10,14,8,0,1,1.47999632358551,0.605260729789734,0.894944131374359,1.55466055870056,0.405552446842194,0.617239534854889,0.975676655769348,0.538493990898132,0.800041794776917,1.18520450592041,0.497779607772827,0.883130609989166,16_Aug_2023_11_24
13,0,13,23,50,0,0,0,5,15,7,4,1,4,1,3,2,9,0,31,26,11,54,17,1,74,12,13,17,13,1,11,1.47986853122711,0.605149805545807,0.894983053207397,1.55475699901581,0.405546993017197,0.617324888706207,0.975605845451355,0.538254857063293,0.798184514045715,1.18479740619659,0.49751091003418,0.882172346115112,16_Aug_2023_11_24
13,1,13,20,47,0,1,1,7,15,7,3,0,9,1,0,1,5,0,34,19,8,58,12,0,75,5,14,13,10,0,0,1.47955203056335,0.60505223274231,0.895008862018585,1.55485773086548,0.405479967594147,0.617469429969788,0.97563499212265,0.537960529327393,0.795645236968994,1.18434059619904,0.497200131416321,0.880803942680359,16_Aug_2023_11_24
13,1,13,25,54,0,0,0,7,17,14,0,0,4,6,1,2,9,0,34,19,7,60,12,1,77,9,16,13,12,0,0,1.47922742366791,0.60488086938858,0.895078957080841,1.55503129959106,0.405524700880051,0.617492735385895,0.975679934024811,0.537792861461639,0.793061017990112,1.18388855457306,0.497040867805481,0.87947690486908,16_Aug_2023_11_24
13,1,12,25,56,1,0,3,5,12,4,3,0,1,1,0,2,11,1,33,23,5,58,15,1,75,9,14,15,9,1,2,1.47899258136749,0.604766666889191,0.895082294940949,1.55519783496857,0.405492305755615,0.617587745189667,0.975727081298828,0.537641704082489,0.790231287479401,1.18339228630066,0.496903508901596,0.878083467483521,16_Aug_2023_11_24
14,0,10,26,47,0,1,0,6,15,7,2,1,5,1,0,0,3,1,26,27,5,56,16,1,73,5,16,16,8,1,3,1.47872626781464,0.604647636413574,0.895112037658691,1.55531656742096,0.405475735664368,0.617650628089905,0.975861966609955,0.537510216236115,0.786856949329376,1.18278920650482,0.496833235025406,0.876543045043945,16_Aug_2023_11_24
13,0,14,26,51,0,0,0,4,15,4,4,1,4,0,4,5,7,0,33,22,12,59,13,0,72,11,16,17,9,0,0,1.47849583625793,0.604602754116058,0.895129024982452,1.55548739433289,0.405565470457077,0.617404997348785,0.975871741771698,0.537535309791565,0.784224271774292,1.18222320079803,0.496793687343597,0.875454246997833,16_Aug_2023_11_24
12,0,13,25,50,1,0,0,7,16,3,4,5,3,2,2,0,5,1,33,21,8,55,13,2,74,3,19,16,8,0,2,1.47820627689362,0.604410588741303,0.89522111415863,1.55557239055634,0.405556678771973,0.617450654506683,0.975977182388306,0.537411332130432,0.780444860458374,1.18144619464874,0.49647444486618,0.873622417449951,16_Aug_2023_11_24
13,2,11,24,46,0,1,0,7,16,7,0,1,4,1,0,3,7,3,35,21,4,55,16,8,73,2,16,15,7,0,1,1.47788047790527,0.604312360286713,0.895290613174439,1.55566072463989,0.40558323264122,0.617460310459137,0.97601592540741,0.537451267242432,0.776858031749725,1.18072831630707,0.496201097965241,0.871709227561951,16_Aug_2023_11_24
13,0,12,21,49,1,0,0,6,17,5,1,1,2,8,0,1,7,2,33,21,6,55,14,2,72,3,13,14,10,0,0,1.47750949859619,0.604258716106415,0.895308434963226,1.55580258369446,0.405573606491089,0.617576479911804,0.976094961166382,0.537494480609894,0.773295521736145,1.18008589744568,0.49612945318222,0.869714975357056,16_Aug_2023_11_24
14,1,11,24,47,1,1,0,6,16,7,0,0,3,0,6,0,4,2,31,19,6,55,16,4,71,4,13,14,8,6,0,1.47720050811768,0.604113519191742,0.895348429679871,1.55589294433594,0.405533164739609,0.617754757404327,0.976130664348602,0.537580668926239,0.770485579967499,1.17953896522522,0.496185630559921,0.868090331554413,16_Aug_2023_11_24
14,0,12,25,51,1,0,0,1,17,7,4,1,2,0,0,1,11,3,37,25,8,56,13,2,75,5,14,15,6,0,5,1.47682237625122,0.603994131088257,0.895384550094605,1.55597794055939,0.405533254146576,0.617881298065185,0.97621214389801,0.537752449512482,0.766330480575562,1.17869138717651,0.496248662471771,0.865829646587372,16_Aug_2023_11_24
13,0,11,23,51,0,1,0,4,13,7,3,1,1,6,14,3,7,2,34,19,4,59,13,3,72,7,14,16,10,0,0,1.47649705410004,0.603993475437164,0.895400524139404,1.55615484714508,0.405542701482773,0.617953300476074,0.976601004600525,0.537764608860016,0.761565089225769,1.17774426937103,0.496193557977676,0.863444924354553,16_Aug_2023_11_24
12,1,11,20,55,0,1,1,3,16,5,3,0,3,0,0,1,8,3,30,20,6,55,12,6,73,8,14,16,9,1,1,1.47613441944122,0.603812336921692,0.895518183708191,1.55624771118164,0.40552693605423,0.618115544319153,0.976906299591064,0.53776741027832,0.756596088409424,1.17685461044312,0.496027559041977,0.860996544361115,16_Aug_2023_11_24
11,1,9,27,49,0,0,2,3,19,6,1,0,0,0,1,2,7,2,38,23,6,58,14,2,75,13,14,15,9,0,0,1.47582721710205,0.60376101732254,0.895613729953766,1.55632507801056,0.405494451522827,0.618384599685669,0.977037608623504,0.537904798984528,0.751768410205841,1.1759786605835,0.495981603860855,0.858362257480621,16_Aug_2023_11_24
14,0,11,24,51,1,1,0,11,16,5,1,0,4,0,2,0,8,10,40,23,3,59,15,2,78,6,16,15,6,0,1,1.47555208206177,0.603733420372009,0.895724833011627,1.55634450912476,0.405449420213699,0.61865907907486,0.977291166782379,0.537985622882843,0.747899234294891,1.1753420829773,0.496120899915695,0.85629677772522,16_Aug_2023_11_24
9,0,13,21,50,0,0,1,1,15,2,2,1,3,0,0,3,11,0,40,29,6,64,15,5,72,3,13,15,8,0,0,1.4752140045166,0.603737652301788,0.895783483982086,1.55640590190887,0.405413001775742,0.618871569633484,0.977689027786255,0.538054585456848,0.742471814155579,1.174400806427,0.496386349201202,0.853366434574127,16_Aug_2023_11_24
19,1,13,22,51,1,0,0,1,21,4,0,4,1,1,1,2,3,4,46,26,2,64,13,1,77,0,13,15,9,0,0,1.47490167617798,0.603655457496643,0.895906507968903,1.55645251274109,0.405430018901825,0.619043827056885,0.978210151195526,0.538159012794495,0.736847817897797,1.17351126670837,0.496592015028,0.850103974342346,16_Aug_2023_11_24
11,1,11,18,50,0,0,0,8,20,7,2,1,4,0,0,0,3,8,43,26,8,63,16,1,76,0,16,13,2,0,0,1.47465121746063,0.603510200977325,0.896126925945282,1.5564728975296,0.405413031578064,0.619310140609741,0.978980898857117,0.538220405578613,0.730915665626526,1.17264711856842,0.49652361869812,0.846738457679749,16_Aug_2023_11_24
13,2,9,23,51,0,2,15,3,24,4,1,0,0,0,0,4,4,6,43,23,12,55,16,0,78,4,15,15,5,0,0,1.47446858882904,0.603433012962341,0.896332383155823,1.55647230148315,0.405398964881897,0.619516730308533,0.979482054710388,0.53827577829361,0.726591110229492,1.17204880714417,0.496313571929932,0.844143211841583,16_Aug_2023_11_24
13,5,9,26,50,0,0,0,3,26,7,3,0,2,0,0,1,6,5,42,19,0,57,13,3,73,6,9,15,8,0,0,1.47434139251709,0.603428602218628,0.896607100963593,1.55648958683014,0.405370593070984,0.619845986366272,0.980326235294342,0.538141369819641,0.720376908779144,1.17137718200684,0.496029764413834,0.840475261211395,16_Aug_2023_11_24
13,0,13,22,57,0,0,0,3,23,1,10,1,3,0,0,1,9,3,46,23,8,54,14,1,79,1,12,15,6,0,0,1.47416961193085,0.603346228599548,0.89695280790329,1.55638599395752,0.405394464731216,0.620195090770721,0.981234788894653,0.537979602813721,0.713916301727295,1.17076361179352,0.495979845523834,0.836679041385651,16_Aug_2023_11_24
11,1,13,25,48,1,0,0,6,21,7,3,1,3,0,0,1,0,2,43,19,3,52,14,2,79,2,12,15,8,0,1,1.47403347492218,0.603264153003693,0.897282302379608,1.55635833740234,0.40538889169693,0.620582103729248,0.982510328292847,0.537794768810272,0.706987202167511,1.17012357711792,0.496251195669174,0.833020985126495,16_Aug_2023_11_24
15,1,11,24,55,1,7,0,7,19,3,5,1,7,0,0,1,9,3,44,21,5,55,16,1,83,2,15,14,2,0,8,1.47391855716705,0.603238940238953,0.897550642490387,1.55630922317505,0.405385673046112,0.620892465114594,0.983547449111938,0.53753650188446,0.70159250497818,1.16965115070343,0.496182233095169,0.830062448978424,16_Aug_2023_11_24
15,0,8,28,55,0,0,6,7,17,5,1,1,1,0,5,0,5,2,47,20,3,57,13,1,81,3,15,17,7,9,3,1.47382521629334,0.603183269500732,0.897955715656281,1.55628025531769,0.405379414558411,0.62127697467804,0.985448122024536,0.536973178386688,0.694519281387329,1.16925263404846,0.495841592550278,0.825783252716064,16_Aug_2023_11_24
13,0,11,26,55,0,0,6,7,14,4,6,0,3,0,0,1,9,2,42,17,5,47,12,1,79,4,12,15,8,0,0,1.47365736961365,0.603115558624268,0.898366987705231,1.5563029050827,0.405401915311813,0.621725738048553,0.98725014925003,0.536443293094635,0.686752319335938,1.1689989566803,0.495315462350845,0.821427464485168,16_Aug_2023_11_24
11,0,11,20,59,1,1,0,4,15,5,5,1,3,0,0,9,8,4,39,17,5,52,13,2,81,3,13,19,6,0,8,1.47350597381592,0.603028655052185,0.898705124855042,1.55632853507996,0.405451744794846,0.622111558914185,0.989544570446014,0.535562872886658,0.678739190101624,1.16890144348145,0.494850516319275,0.816908061504364,16_Aug_2023_11_24
9,0,14,24,58,0,0,0,11,16,7,1,2,2,1,1,3,2,2,48,21,0,53,14,2,80,0,17,17,10,1,0,1.47332561016083,0.602982759475708,0.899039685726166,1.55636656284332,0.405432760715485,0.622512817382813,0.991991877555847,0.534832179546356,0.670394241809845,1.16894030570984,0.494911760091782,0.812573969364166,16_Aug_2023_11_24
14,0,11,24,61,0,1,0,4,13,3,6,1,1,0,2,1,4,0,39,21,5,58,13,2,81,3,18,13,6,0,0,1.47317659854889,0.602931380271912,0.899320840835571,1.55645596981049,0.405393779277802,0.62297511100769,0.994142293930054,0.534309864044189,0.664205133914948,1.16898238658905,0.494679898023605,0.808835089206696,16_Aug_2023_11_24
15,0,11,25,63,0,1,0,6,12,9,6,6,3,0,2,0,5,5,35,25,2,59,15,2,82,3,14,18,2,0,0,1.47289776802063,0.602860748767853,0.899610042572022,1.55653619766235,0.405437469482422,0.623401284217835,0.997537434101105,0.533233761787415,0.655561625957489,1.16903424263,0.494034022092819,0.803802013397217,16_Aug_2023_11_24
19,0,11,23,61,0,0,0,3,15,4,2,2,9,1,0,0,2,1,35,21,0,62,16,1,85,3,13,17,5,1,1,1.47259557247162,0.60279768705368,0.899868190288544,1.55668520927429,0.405438482761383,0.623871207237244,1.00079870223999,0.532338559627533,0.647128105163574,1.1693263053894,0.493532449007034,0.798920333385468,16_Aug_2023_11_24
13,0,7,24,67,0,0,0,10,18,6,2,0,13,9,1,1,2,3,32,21,4,62,14,2,85,5,12,13,5,1,0,1.47216868400574,0.602725803852081,0.900141477584839,1.5569167137146,0.405427128076553,0.624316453933716,1.0041469335556,0.531478703022003,0.638668775558472,1.16963529586792,0.492623269557953,0.793778419494629,16_Aug_2023_11_24
13,0,12,24,65,0,2,0,5,14,1,8,0,11,1,0,0,3,0,36,21,5,64,13,0,80,4,15,18,6,1,1,1.47188317775726,0.602664947509766,0.900298416614533,1.55715894699097,0.40538290143013,0.624757468700409,1.00639426708221,0.530909359455109,0.63241571187973,1.16979587078094,0.492318242788315,0.790141642093658,16_Aug_2023_11_24
12,0,11,26,67,0,0,0,5,16,6,4,7,14,7,2,2,3,5,37,20,4,57,14,2,86,6,15,18,8,0,0,1.47148680686951,0.602583765983581,0.900496125221252,1.5574734210968,0.405416160821915,0.625143587589264,1.00992500782013,0.530173599720001,0.623723328113556,1.17025601863861,0.491571575403214,0.784488439559937,16_Aug_2023_11_24
13,0,14,25,71,0,0,0,8,19,4,1,11,13,1,2,0,12,9,43,22,4,61,13,1,85,3,13,13,11,0,1,1.47103548049927,0.602490067481995,0.900588870048523,1.55780398845673,0.405429929494858,0.625608742237091,1.01390564441681,0.529280543327332,0.614970564842224,1.17054450511932,0.491356283426285,0.779679596424103,16_Aug_2023_11_24
13,0,13,24,75,1,0,1,3,16,4,1,5,18,0,0,5,2,6,40,21,2,59,15,1,86,5,14,16,9,1,1,1.47052466869354,0.602413415908814,0.900682926177979,1.55809950828552,0.405405074357986,0.626015484333038,1.01812851428986,0.528525114059448,0.605866074562073,1.17092370986938,0.491174221038818,0.774535715579987,16_Aug_2023_11_24
17,0,11,22,78,4,0,2,11,18,4,2,1,12,1,2,1,6,13,35,19,6,62,13,2,85,2,11,18,6,1,0,1.46995162963867,0.602340757846832,0.900781035423279,1.55841815471649,0.405487775802612,0.626426041126251,1.02264964580536,0.527845919132233,0.596909701824188,1.17134213447571,0.49127584695816,0.769411325454712,16_Aug_2023_11_24
11,0,11,24,81,4,0,0,8,17,4,7,3,13,0,0,9,5,10,36,20,2,63,16,1,87,3,13,20,5,15,0,1.46953892707825,0.602291762828827,0.900820136070251,1.55868589878082,0.405465573072434,0.626823008060455,1.0263797044754,0.527472317218781,0.589750707149506,1.17161333560944,0.491531074047089,0.765706300735474,16_Aug_2023_11_24
9,1,10,22,77,4,0,0,8,16,4,4,0,19,0,0,4,0,10,39,22,3,62,13,4,82,2,17,15,9,1,1,1.46891248226166,0.602197587490082,0.901086807250977,1.55896210670471,0.405503273010254,0.627269864082336,1.03177654743195,0.526845574378967,0.58003830909729,1.17190408706665,0.492110162973404,0.760582447052002,16_Aug_2023_11_24
10,0,12,22,77,0,0,1,4,18,4,1,1,18,1,0,3,0,6,41,21,4,58,14,7,84,9,14,15,11,1,0,1.46835947036743,0.602098941802979,0.901334583759308,1.55914330482483,0.405579894781113,0.627650141716003,1.0376535654068,0.526362717151642,0.570237457752228,1.17207968235016,0.492804497480392,0.755401968955994,16_Aug_2023_11_24
15,1,11,21,81,1,0,0,7,16,5,3,0,17,0,0,2,3,7,41,22,4,59,15,1,86,2,16,16,6,0,0,1.46784389019012,0.601939618587494,0.901687502861023,1.55915760993958,0.405653893947601,0.628221273422241,1.04400300979614,0.525862693786621,0.560655415058136,1.17263305187225,0.493272632360458,0.749820232391357,16_Aug_2023_11_24
13,0,7,27,81,3,1,0,9,29,0,1,1,16,0,0,0,3,5,41,21,4,56,11,2,87,3,16,14,10,1,0,1.46735334396362,0.601749658584595,0.902142584323883,1.55902862548828,0.405817270278931,0.628606736660004,1.05076336860657,0.525140345096588,0.551338255405426,1.17344558238983,0.493473201990128,0.74423885345459,16_Aug_2023_11_24
10,0,11,24,84,2,1,1,9,27,4,3,0,17,1,8,2,2,5,41,19,0,57,17,1,91,5,21,14,10,3,0,1.46700000762939,0.60157036781311,0.902441024780273,1.55888891220093,0.405911892652512,0.628801643848419,1.0557314157486,0.524954497814178,0.544662594795227,1.17428910732269,0.493559688329697,0.740040957927704,16_Aug_2023_11_24
11,0,11,27,87,0,0,2,9,23,13,1,1,15,0,1,2,1,3,38,21,7,60,16,1,88,3,14,13,9,1,7,1.46644556522369,0.601400971412659,0.902830958366394,1.55865097045898,0.40600973367691,0.629225671291351,1.0623744726181,0.524816155433655,0.535906910896301,1.17552673816681,0.493662744760513,0.734632134437561,16_Aug_2023_11_24
13,0,14,23,93,0,0,0,5,27,6,2,11,16,1,0,3,3,7,42,19,3,58,14,2,90,4,17,15,5,1,1,1.46588838100433,0.601211845874786,0.903307378292084,1.55843353271484,0.406010746955872,0.629839360713959,1.06914746761322,0.524850308895111,0.527487874031067,1.17702066898346,0.493693679571152,0.729302942752838,16_Aug_2023_11_24
15,0,11,25,91,4,1,0,9,27,7,3,3,20,1,1,3,2,2,42,21,4,65,16,2,91,6,14,13,12,0,0,1.46539032459259,0.601117074489594,0.9037184715271,1.55821573734283,0.406018912792206,0.630297183990479,1.07619416713715,0.525081634521484,0.519200682640076,1.17855632305145,0.493757665157318,0.723943769931793,16_Aug_2023_11_24
15,4,13,26,92,1,0,2,7,24,4,8,1,15,0,1,2,2,3,43,22,5,66,11,1,89,5,17,14,8,1,1,1.46476912498474,0.600839734077454,0.90415757894516,1.55804359912872,0.406028926372528,0.630858421325684,1.08361291885376,0.525383591651917,0.510879278182983,1.18006014823914,0.494004040956497,0.718880653381348,16_Aug_2023_11_24
14,0,13,24,95,0,1,0,5,31,5,5,4,16,8,1,2,2,3,42,21,5,66,17,1,94,0,14,12,11,0,0,1.46434664726257,0.600692272186279,0.904434084892273,1.55786657333374,0.406065285205841,0.631161510944366,1.08940172195435,0.525585412979126,0.504681587219238,1.18172442913055,0.493848443031311,0.714284896850586,16_Aug_2023_11_24
15,1,17,26,99,1,0,4,4,32,3,4,1,18,0,0,0,4,2,44,20,0,69,16,1,94,3,17,15,3,8,1,1.46378719806671,0.600539267063141,0.904737055301666,1.55767297744751,0.406130999326706,0.631622970104218,1.09724581241608,0.526049911975861,0.496647924184799,1.18375945091248,0.493893980979919,0.708760797977448,16_Aug_2023_11_24
15,0,11,28,103,0,0,0,5,32,5,6,1,18,1,10,1,3,0,42,21,5,69,15,1,94,0,12,9,11,0,1,1.4632054567337,0.600429892539978,0.905019700527191,1.5575442314148,0.406191527843475,0.631999254226685,1.10499024391174,0.52652633190155,0.489200949668884,1.18597090244293,0.493787795305252,0.703486084938049,16_Aug_2023_11_24
15,0,15,23,112,1,0,0,7,33,5,4,0,16,2,1,2,5,4,43,20,4,66,14,2,98,0,16,12,9,0,0,1.4626282453537,0.600325167179108,0.90525484085083,1.55747020244598,0.406208068132401,0.632456481456757,1.11264872550964,0.52733701467514,0.482075899839401,1.18825829029083,0.4935462474823,0.698436558246612,16_Aug_2023_11_24
15,0,14,31,122,4,0,0,7,39,3,11,0,19,0,4,2,6,5,44,24,8,65,16,1,97,5,18,15,5,3,13,1.46204948425293,0.600259840488434,0.905401051044464,1.55736982822418,0.40626659989357,0.632810950279236,1.11995422840118,0.528422057628632,0.475174695253372,1.19059455394745,0.493312180042267,0.693620324134827,16_Aug_2023_11_24
13,0,13,27,122,0,0,2,7,37,3,4,2,16,1,0,2,2,5,41,25,4,67,13,2,95,4,16,12,9,0,14,1.46162950992584,0.60025554895401,0.905364036560059,1.55738866329193,0.406300127506256,0.63308984041214,1.12603843212128,0.52880847454071,0.470242708921433,1.19243836402893,0.493067115545273,0.689984679222107,16_Aug_2023_11_24
13,1,14,29,119,3,0,8,8,28,5,4,0,15,0,1,2,4,5,39,22,5,65,16,1,96,4,15,14,8,0,0,1.46111118793488,0.600245893001556,0.905396044254303,1.55745041370392,0.406242579221726,0.633587419986725,1.1347644329071,0.528744399547577,0.46388253569603,1.19496536254883,0.492685824632645,0.685304582118988,16_Aug_2023_11_24
11,0,12,29,118,2,1,4,7,27,9,3,1,15,0,0,0,11,7,38,24,4,66,22,11,96,4,16,13,8,1,0,1.46057164669037,0.600285768508911,0.905413150787354,1.55759596824646,0.406317323446274,0.633844912052155,1.14347648620605,0.528598725795746,0.457828193902969,1.19757723808289,0.492315322160721,0.680709838867188,16_Aug_2023_11_24
16,2,13,32,127,0,1,0,8,31,6,5,2,16,0,1,2,7,9,42,22,4,68,17,0,102,0,17,11,10,0,1,1.45999073982239,0.600273489952087,0.90540623664856,1.55780267715454,0.406398206949234,0.634084701538086,1.15272521972656,0.527834177017212,0.452034831047058,1.20040512084961,0.492088317871094,0.676159799098969,16_Aug_2023_11_24
15,1,12,31,127,0,0,2,6,32,11,6,0,17,0,0,1,4,11,36,26,7,69,23,2,103,2,17,14,8,0,1,1.45947539806366,0.60023707151413,0.905461847782135,1.5578932762146,0.406379759311676,0.634592413902283,1.16139829158783,0.527324438095093,0.44649475812912,1.20338594913483,0.492132991552353,0.671590387821198,16_Aug_2023_11_24
13,0,15,30,130,1,0,0,8,30,7,4,1,17,1,4,0,4,10,40,23,3,61,21,5,106,6,19,14,8,0,0,1.45895254611969,0.600242435932159,0.905324459075928,1.55815374851227,0.406479477882385,0.63476836681366,1.16985630989075,0.526446402072907,0.440835148096085,1.20641326904297,0.491959035396576,0.667091310024262,16_Aug_2023_11_24
14,0,15,31,139,0,0,2,12,27,8,5,1,14,0,3,1,4,12,39,20,8,66,20,2,103,7,14,15,11,0,0,1.45842659473419,0.600213706493378,0.905120968818665,1.55841064453125,0.406499326229095,0.635125994682312,1.17783844470978,0.525837957859039,0.435984790325165,1.20947682857513,0.491030216217041,0.662806689739227,16_Aug_2023_11_24
15,0,13,33,148,1,0,0,5,29,17,10,1,12,0,0,1,2,11,41,22,2,65,19,0,105,3,18,9,9,0,0,1.45804059505463,0.600260198116303,0.905093014240265,1.55860638618469,0.406551480293274,0.635343194007874,1.18364071846008,0.525110185146332,0.432634681463242,1.21163988113403,0.490221530199051,0.659930229187012,16_Aug_2023_11_24
15,0,11,34,148,0,0,0,11,32,13,9,1,12,0,0,1,2,10,40,23,2,66,20,2,109,2,17,14,8,1,0,1.45749998092651,0.600220263004303,0.905050694942474,1.55888962745667,0.406627178192139,0.635668396949768,1.1913937330246,0.523887097835541,0.427902042865753,1.21490156650543,0.488963067531586,0.655983030796051,16_Aug_2023_11_24
16,0,14,35,144,1,0,0,7,36,12,8,1,15,1,7,0,2,11,38,25,0,64,20,1,109,5,20,13,12,0,0,1.45696818828583,0.600151777267456,0.904949963092804,1.55912137031555,0.406592160463333,0.635977149009705,1.19981098175049,0.52235072851181,0.423640251159668,1.21817374229431,0.488205969333649,0.65207701921463,16_Aug_2023_11_24
14,0,14,38,137,0,1,0,8,37,12,10,1,20,0,2,2,3,8,45,23,6,68,18,0,118,2,19,11,8,1,0,1.45644807815552,0.600119411945343,0.904799997806549,1.55943429470062,0.406680643558502,0.636214137077331,1.20810258388519,0.521099030971527,0.418941795825958,1.22157680988312,0.487475693225861,0.648039698600769,16_Aug_2023_11_24
17,0,13,36,137,0,2,0,7,35,13,11,0,16,0,1,9,5,9,40,23,3,68,20,1,114,6,22,13,10,0,0,1.45583784580231,0.600156009197235,0.904752433300018,1.55968117713928,0.406735002994537,0.636500656604767,1.21606063842773,0.520171046257019,0.414343953132629,1.22504913806915,0.486516863107681,0.643979132175446,16_Aug_2023_11_24
18,1,11,41,143,1,3,0,10,38,13,11,1,20,1,3,0,6,4,44,24,4,75,18,1,122,2,19,11,7,1,0,1.4553450345993,0.600062727928162,0.904543876647949,1.55991590023041,0.40679270029068,0.636707723140717,1.22350811958313,0.519027531147003,0.410238325595856,1.22866988182068,0.485333383083344,0.640025436878204,16_Aug_2023_11_24
17,1,13,34,142,0,0,0,15,36,15,12,0,17,0,5,2,4,6,42,23,8,72,21,2,124,3,21,15,9,9,0,1.45486927032471,0.600025951862335,0.904475688934326,1.56010401248932,0.406917959451675,0.636797428131104,1.23088490962982,0.518025457859039,0.406478643417358,1.23240387439728,0.484525769948959,0.636257946491241,16_Aug_2023_11_24
18,9,14,45,145,0,2,0,11,41,13,13,1,16,1,1,3,6,10,39,28,5,71,23,2,121,4,18,16,9,0,0,1.45444285869598,0.600117444992065,0.904378652572632,1.56023931503296,0.406962931156158,0.636916160583496,1.238853931427,0.516796946525574,0.402700632810593,1.23651039600372,0.4839206635952,0.632502198219299,16_Aug_2023_11_24
