S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,
8,5,10,70,53,0,18,0,27,2,51,20,0,27,1,7,3,22,22,19,41,9,52,27,1,54,5,7,139,10,0,0,1.55497181415558,0.641808271408081,0.828058302402496,1.67397320270538,0.417976647615433,0.607423722743988,1.51019680500031,0.519702017307282,0.388628035783768,1.39541256427765,0.505498945713043,0.530795693397522,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,6,7,69,50,4,21,0,26,6,51,19,8,30,0,11,0,23,16,20,41,6,55,21,2,52,6,8,139,12,3,1,1.55503785610199,0.641677260398865,0.827962875366211,1.67396998405457,0.417770504951477,0.607565820217133,1.50616657733917,0.518779337406158,0.388749718666077,1.39310610294342,0.504234254360199,0.532267212867737,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,5,9,62,50,0,19,1,31,7,52,18,0,29,2,13,2,19,22,17,39,6,47,19,3,51,6,13,138,13,0,9,1.55505228042603,0.641599595546722,0.827817738056183,1.67406475543976,0.417743623256683,0.607351303100586,1.50175881385803,0.517769694328308,0.388876646757126,1.39046120643616,0.503099977970123,0.533768653869629,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,5,9,62,47,1,19,0,32,7,52,17,2,29,1,9,7,20,18,19,40,8,48,21,1,51,4,12,135,2,0,0,1.55510342121124,0.64147961139679,0.827702343463898,1.67412281036377,0.417565822601318,0.607285618782043,1.49731397628784,0.516657650470734,0.388871043920517,1.38779950141907,0.501948952674866,0.535256743431091,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,5,6,55,44,0,25,0,32,6,49,16,0,27,0,14,12,19,20,18,38,9,46,28,3,54,7,11,134,15,2,0,1.55512070655823,0.641409456729889,0.827615857124329,1.67414546012878,0.41748982667923,0.607203960418701,1.49367868900299,0.515781939029694,0.389132112264633,1.38584506511688,0.501204907894135,0.536428272724152,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,3,9,50,49,3,19,0,32,7,50,17,1,28,2,10,1,19,20,20,41,8,45,28,1,50,5,9,133,8,0,3,1.55513954162598,0.641348540782928,0.82750415802002,1.67412519454956,0.417430430650711,0.607099056243897,1.48899483680725,0.514553546905518,0.389249831438065,1.3833634853363,0.500382840633392,0.538126885890961,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,5,6,52,43,5,16,1,34,7,50,16,2,29,0,8,0,20,21,16,41,3,42,17,2,48,7,12,124,14,0,0,1.5551118850708,0.64130300283432,0.827422857284546,1.67406713962555,0.417279124259949,0.607161581516266,1.48430597782135,0.513243973255158,0.389168918132782,1.380823969841,0.499716728925705,0.539741396903992,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,7,10,53,45,0,15,3,35,7,49,16,1,31,0,5,1,23,18,22,39,10,40,22,4,48,6,13,115,10,1,1,1.55505895614624,0.641257345676422,0.827348113059998,1.67389106750488,0.417227745056152,0.607113301753998,1.47941243648529,0.512420475482941,0.388878256082535,1.37816309928894,0.499213218688965,0.541230440139771,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,9,9,45,41,10,15,0,30,4,47,15,0,29,1,14,2,14,18,19,39,10,39,17,1,44,11,13,108,13,1,0,1.5549236536026,0.641141712665558,0.827330410480499,1.67376005649567,0.417247146368027,0.60687381029129,1.47422027587891,0.511530101299286,0.38855567574501,1.37543427944183,0.498972505331039,0.54256671667099,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
5,9,11,51,43,0,12,1,25,5,49,14,0,25,0,8,0,14,23,19,38,8,34,22,1,45,5,13,108,9,0,0,1.55480527877808,0.64098459482193,0.827213525772095,1.67355012893677,0.417115479707718,0.606888234615326,1.46911191940308,0.510807394981384,0.388133108615875,1.37268459796906,0.499030828475952,0.543785929679871,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,6,5,53,41,0,17,0,25,7,49,11,2,27,1,6,12,17,17,18,39,5,34,18,3,46,6,13,108,12,0,1,1.55471110343933,0.640921473503113,0.827205181121826,1.6732839345932,0.417090862989426,0.606683969497681,1.46390163898468,0.510096430778503,0.387738108634949,1.37010645866394,0.49924972653389,0.54499489068985,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,5,8,50,36,8,15,1,27,5,48,12,1,27,0,8,1,17,19,19,38,9,29,18,1,41,5,13,109,13,0,0,1.55462920665741,0.640883684158325,0.827207148075104,1.67294430732727,0.417000949382782,0.60657012462616,1.45872759819031,0.509985387325287,0.387156546115875,1.36761033535004,0.499665349721909,0.546109557151794,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,8,8,50,35,6,16,5,25,7,48,14,1,29,1,9,1,18,18,18,36,8,31,19,0,43,7,9,103,11,1,0,1.55454552173615,0.640891373157501,0.82719898223877,1.6725332736969,0.416843414306641,0.606417834758758,1.45338940620422,0.510045230388641,0.386572867631912,1.36520600318909,0.500195741653442,0.547218203544617,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,5,5,51,27,0,19,0,27,6,48,16,0,26,2,9,2,19,18,19,36,10,26,18,1,40,7,8,101,10,0,1,1.55451738834381,0.640963435173035,0.827263236045837,1.67193818092346,0.416680216789246,0.606610655784607,1.44782972335815,0.510111093521118,0.386111736297607,1.36271131038666,0.500712811946869,0.548502266407013,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,5,7,44,28,0,15,0,29,5,45,10,0,24,1,7,3,13,17,16,34,10,32,16,2,48,7,12,103,13,1,0,1.55445218086243,0.641048312187195,0.827361702919006,1.67157483100891,0.416684091091156,0.606413781642914,1.44224619865417,0.509628295898438,0.386546969413757,1.36020863056183,0.501072347164154,0.549933016300201,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,5,10,44,25,1,18,0,31,5,48,10,1,25,0,6,0,13,17,20,40,5,33,21,2,41,2,9,87,10,1,0,1.55442821979523,0.641095280647278,0.827326118946075,1.67132580280304,0.416748970746994,0.606082081794739,1.43801808357239,0.510593891143799,0.386043280363083,1.35824334621429,0.501302182674408,0.551120340824127,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,6,10,47,26,0,19,0,26,6,49,10,2,25,1,9,0,11,19,16,37,8,32,17,2,44,6,8,90,11,0,15,1.55437731742859,0.641121029853821,0.82716429233551,1.6711254119873,0.416821479797363,0.605721712112427,1.4321893453598,0.511219382286072,0.386037588119507,1.35540926456451,0.50149005651474,0.552814543247223,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,4,6,38,27,0,19,1,30,4,50,11,2,25,0,6,3,11,22,17,38,8,32,19,1,43,3,8,86,7,1,0,1.55429136753082,0.641155123710632,0.827024579048157,1.67091286182404,0.416774570941925,0.605398237705231,1.42546308040619,0.511897742748261,0.386259287595749,1.35204660892487,0.501582145690918,0.554426193237305,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,6,11,39,29,0,25,0,29,7,47,10,0,29,0,6,5,12,22,17,37,6,29,19,0,48,6,9,86,7,0,1,1.55422115325928,0.641187131404877,0.826787114143372,1.67073333263397,0.416596472263336,0.605252146720886,1.41833972930908,0.512633502483368,0.38721951842308,1.3485814332962,0.501728415489197,0.556681871414185,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,9,9,41,35,0,21,0,31,0,48,12,10,22,5,2,0,13,21,20,38,8,35,21,1,42,5,4,89,7,1,0,1.55419492721558,0.641250550746918,0.826553761959076,1.67053711414337,0.416425287723541,0.605108857154846,1.41215062141418,0.513177275657654,0.388059169054031,1.34516084194183,0.501841008663178,0.558945119380951,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,6,11,45,23,0,21,0,30,7,47,12,0,27,0,7,2,13,19,19,42,8,32,19,1,40,6,6,91,9,0,2,1.55415761470795,0.641346096992493,0.826405942440033,1.6703622341156,0.416281312704086,0.604886889457703,1.40545845031738,0.513546407222748,0.389845669269562,1.3420501947403,0.501959979534149,0.561444759368897,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,6,11,35,30,0,18,0,29,4,50,11,1,28,0,5,2,10,20,22,46,8,35,16,0,42,6,12,86,11,0,0,1.55406475067139,0.64134693145752,0.826193392276764,1.67015492916107,0.416147381067276,0.604612827301025,1.39939296245575,0.513906180858612,0.391375094652176,1.33886325359344,0.50206333398819,0.563958287239075,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,6,10,39,31,0,19,1,30,5,50,13,1,23,0,0,2,9,19,20,39,10,35,19,0,39,6,13,83,12,0,0,1.55399179458618,0.64133608341217,0.825893938541412,1.66988933086395,0.416070014238358,0.604351162910461,1.39295125007629,0.514266729354858,0.393220126628876,1.33560538291931,0.502029478549957,0.566698312759399,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,2,9,38,30,0,20,1,31,6,47,11,0,21,0,7,6,5,18,24,40,9,34,18,3,38,6,17,83,11,0,0,1.553870677948,0.641364753246307,0.825686275959015,1.66977882385254,0.416049122810364,0.604103684425354,1.38783431053162,0.514576435089111,0.394607216119766,1.33289349079132,0.501989185810089,0.568670690059662,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,8,11,35,31,7,20,0,32,0,49,9,1,26,0,4,1,12,16,18,39,7,33,13,1,41,1,8,77,11,1,0,1.55356740951538,0.641447901725769,0.825489938259125,1.66953647136688,0.415968865156174,0.603713572025299,1.37886500358582,0.515120565891266,0.396870940923691,1.32837700843811,0.501878440380096,0.572374582290649,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,2,10,42,30,12,21,1,32,1,50,8,0,26,1,7,1,12,13,21,41,8,34,20,2,42,6,11,71,11,0,0,1.55348825454712,0.641529619693756,0.825361847877502,1.66933786869049,0.415951758623123,0.603348910808563,1.37361431121826,0.515314519405365,0.398216933012009,1.32559990882874,0.50201815366745,0.574522495269775,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,5,7,37,29,8,19,9,30,5,48,12,1,26,0,11,2,12,12,20,33,8,32,21,1,40,7,9,67,10,0,1,1.55334270000458,0.641629636287689,0.825239241123199,1.66898000240326,0.41585385799408,0.603062689304352,1.36691248416901,0.515618145465851,0.4004867374897,1.3223249912262,0.502459526062012,0.577520787715912,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,6,12,42,28,0,15,2,31,2,46,12,1,26,0,1,1,13,11,15,31,12,31,21,4,40,7,8,61,10,0,0,1.55316984653473,0.641770541667938,0.825192809104919,1.66859924793243,0.415626466274262,0.602906346321106,1.36054050922394,0.515899658203125,0.4025037586689,1.31897795200348,0.503215253353119,0.580269992351532,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,3,9,44,27,0,18,0,30,1,45,4,8,26,0,4,5,11,19,17,27,11,32,21,3,38,6,5,59,10,0,0,1.55304110050201,0.641942918300629,0.825154960155487,1.66824686527252,0.415647268295288,0.602303147315979,1.35432231426239,0.516335189342499,0.404689520597458,1.31584787368774,0.503977656364441,0.583122372627258,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,12,10,41,23,1,21,0,34,0,37,11,7,22,1,5,1,10,14,22,32,9,35,19,1,40,7,12,55,9,1,1,1.55293095111847,0.642163872718811,0.825237691402435,1.66763293743134,0.415498405694962,0.601940274238586,1.34788870811462,0.516994178295136,0.406908184289932,1.31281650066376,0.50508314371109,0.585963129997253,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,8,9,36,27,1,16,0,28,1,42,9,1,24,0,9,2,7,14,23,26,7,33,18,4,36,5,9,49,10,1,0,1.55282258987427,0.64232873916626,0.825502157211304,1.66690492630005,0.41538941860199,0.601508617401123,1.34112596511841,0.517898321151733,0.40828937292099,1.309934258461,0.506430923938751,0.588641941547394,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,5,7,36,23,0,15,1,32,1,41,7,1,26,0,1,13,8,12,19,25,7,31,21,1,37,4,11,46,10,0,0,1.55272841453552,0.642452955245972,0.825675308704376,1.66638255119324,0.415395468473434,0.601143002510071,1.33652687072754,0.518992006778717,0.40959432721138,1.30773639678955,0.507639944553375,0.590517640113831,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,7,15,37,21,0,15,1,34,1,34,3,1,23,0,2,2,13,13,19,21,10,36,21,2,36,6,8,58,8,2,1,1.55268359184265,0.642539918422699,0.825855553150177,1.66548931598663,0.415365040302277,0.600739419460297,1.33011400699615,0.519991159439087,0.412237256765366,1.30488765239716,0.509353518486023,0.593035519123077,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,5,4,39,17,1,15,1,33,1,38,14,0,25,1,2,0,9,15,20,19,8,33,17,2,37,4,10,45,15,0,0,1.5526614189148,0.642674267292023,0.826002538204193,1.66462779045105,0.415395051240921,0.600197792053223,1.32466912269592,0.521182477474213,0.414324343204498,1.3023339509964,0.511051595211029,0.595651865005493,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,8,11,38,19,0,15,0,33,6,37,9,0,23,1,7,1,5,12,17,15,3,31,22,5,34,9,10,53,12,1,0,1.55267250537872,0.642814338207245,0.826121270656586,1.66376960277557,0.415346831083298,0.599715769290924,1.31926441192627,0.522277891635895,0.416210860013962,1.29960668087006,0.512697458267212,0.598104178905487,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,9,7,35,16,1,18,0,34,3,33,8,1,24,0,4,0,10,15,16,19,3,33,22,2,38,6,10,50,9,0,1,1.55269420146942,0.643044829368591,0.826207637786865,1.66288912296295,0.415352076292038,0.599237382411957,1.31312096118927,0.524048984050751,0.417773246765137,1.29724264144897,0.514240741729736,0.600780844688416,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,5,11,37,19,0,18,0,31,2,32,7,0,17,0,4,1,11,14,16,26,6,35,21,2,35,6,10,45,11,1,0,1.55276310443878,0.643190383911133,0.826270043849945,1.66198551654816,0.415302276611328,0.59879994392395,1.30690169334412,0.525576770305633,0.420515716075897,1.29465007781982,0.515595316886902,0.603503108024597,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,7,7,37,18,0,18,0,35,1,33,8,4,17,2,3,2,10,14,13,23,7,34,19,1,34,2,10,40,11,0,0,1.55294108390808,0.643310070037842,0.82625424861908,1.66126024723053,0.415294677019119,0.598248720169067,1.30069673061371,0.527179837226868,0.423371523618698,1.29212892055511,0.516774117946625,0.606279671192169,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,10,7,42,19,5,19,0,36,2,33,3,0,14,1,3,1,9,12,17,23,10,31,18,1,33,6,9,41,9,10,0,1.55310845375061,0.64340204000473,0.826137661933899,1.66044306755066,0.415170103311539,0.597874462604523,1.29476571083069,0.528451681137085,0.426467090845108,1.28960704803467,0.517748355865479,0.609212279319763,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,5,10,39,18,0,19,1,35,1,26,8,0,9,0,6,5,11,15,17,17,12,35,23,6,33,6,12,41,11,1,0,1.55327999591827,0.643548130989075,0.825967252254486,1.66005516052246,0.415150344371796,0.597260177135468,1.29032647609711,0.529238998889923,0.428909033536911,1.28760278224945,0.518482863903046,0.61164528131485,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,8,9,35,19,1,17,0,35,0,31,11,0,10,0,2,0,12,14,21,16,6,35,20,0,33,7,13,36,10,0,0,1.55350494384766,0.643652200698853,0.82562255859375,1.65960288047791,0.415031671524048,0.596780240535736,1.28449535369873,0.530462920665741,0.432569324970245,1.28504514694214,0.519263386726379,0.614858150482178,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,6,9,32,18,0,23,1,35,1,27,10,1,18,0,3,0,13,14,14,16,12,39,23,3,32,6,12,43,9,1,0,1.5537166595459,0.643811941146851,0.825289309024811,1.65919017791748,0.414922207593918,0.596334755420685,1.27888560295105,0.531445324420929,0.435866087675095,1.28243029117584,0.519914746284485,0.618310630321503,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,6,12,35,19,0,13,0,33,0,30,9,2,20,1,4,0,9,8,18,15,8,34,19,1,33,7,13,46,12,6,0,1.55394780635834,0.643962144851685,0.824873745441437,1.65890538692474,0.414813697338104,0.595869779586792,1.27350759506226,0.53214168548584,0.439587444067001,1.27984035015106,0.520384073257446,0.621723592281342,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,7,11,38,19,0,13,0,33,0,31,4,1,18,0,2,2,12,9,17,17,5,33,19,0,29,7,18,41,10,1,8,1.55420219898224,0.644087195396423,0.824438810348511,1.6585441827774,0.414507836103439,0.595740139484406,1.26815545558929,0.532853662967682,0.443396598100662,1.27745842933655,0.520797431468964,0.625272989273071,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,8,11,31,20,0,11,1,34,5,34,3,0,21,0,2,0,13,16,18,20,10,35,17,10,31,5,13,45,12,0,1,1.55446004867554,0.644213199615479,0.823979198932648,1.65836811065674,0.414401888847351,0.595167517662048,1.26264548301697,0.533143758773804,0.447471767663956,1.27526819705963,0.521087646484375,0.628946661949158,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,7,10,34,19,2,13,0,33,3,34,1,1,23,0,1,2,9,13,19,20,9,35,19,3,34,8,19,39,12,0,0,1.55472767353058,0.644315898418427,0.823419034481049,1.6582270860672,0.414170116186142,0.594692409038544,1.25670909881592,0.533908724784851,0.45179083943367,1.27300751209259,0.521281242370606,0.632853209972382,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,5,9,29,17,9,11,0,31,10,31,2,1,17,0,2,1,10,15,11,17,13,36,22,1,32,6,19,33,10,0,4,1.55498468875885,0.644462049007416,0.822820067405701,1.65820717811584,0.414030402898788,0.594143986701965,1.250901222229,0.534487843513489,0.456139475107193,1.27073931694031,0.521130681037903,0.63680762052536,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,6,7,32,20,0,9,1,31,1,35,13,0,16,0,2,1,13,15,13,18,8,33,19,1,33,7,15,32,7,1,15,1.55514526367188,0.644604921340942,0.822396457195282,1.65822386741638,0.413907796144486,0.59380829334259,1.24642610549927,0.535102963447571,0.460141360759735,1.26893174648285,0.520862698554993,0.640242397785187,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,7,9,31,18,1,9,0,34,3,28,7,1,18,1,3,2,12,14,20,20,6,37,18,2,33,5,18,34,10,0,0,1.55529093742371,0.644838929176331,0.821814298629761,1.65824806690216,0.413744300603867,0.593430995941162,1.24037992954254,0.536047697067261,0.464907795190811,1.26672446727753,0.52014946937561,0.644779860973358,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,5,12,34,15,0,16,0,34,3,28,7,1,9,0,4,1,10,11,19,22,10,35,17,3,31,6,17,28,8,3,0,1.5553652048111,0.645016074180603,0.821330070495606,1.65832340717316,0.413596987724304,0.592921018600464,1.2346031665802,0.536845445632935,0.470672398805618,1.26488184928894,0.519246578216553,0.6497762799263,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,5,11,36,15,0,7,0,35,1,31,4,0,7,4,2,0,12,12,10,20,11,38,16,2,35,4,20,27,8,2,0,1.55551028251648,0.645193159580231,0.820868730545044,1.65836822986603,0.413476854562759,0.592403173446655,1.22825288772583,0.537312388420105,0.476991057395935,1.26294100284576,0.518636405467987,0.654671430587769,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
4,2,9,34,12,0,8,0,37,0,31,11,1,17,0,2,0,11,9,12,17,9,40,16,2,31,9,18,27,10,8,0,1.55561780929565,0.645343601703644,0.820462822914124,1.65845823287964,0.413370132446289,0.591907024383545,1.22131407260895,0.538553297519684,0.483066141605377,1.26101326942444,0.518359243869782,0.659525036811829,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,6,10,33,17,1,6,0,40,15,33,5,0,4,1,10,1,12,13,14,18,8,46,16,1,34,4,16,23,8,0,3,1.55571615695953,0.645471274852753,0.820118546485901,1.65844309329987,0.413250595331192,0.591366291046143,1.21468317508698,0.538685381412506,0.49028667807579,1.25912082195282,0.518050312995911,0.664487063884735,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,9,10,35,18,0,7,1,37,3,28,8,3,8,0,1,0,9,13,10,19,5,41,12,3,33,2,19,25,8,1,0,1.55585289001465,0.645636856555939,0.819725692272186,1.65840244293213,0.413199752569199,0.590882420539856,1.20787560939789,0.539001166820526,0.497059226036072,1.257248878479,0.517683923244476,0.669508457183838,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,9,12,35,16,0,10,0,33,0,23,7,11,10,0,4,1,13,14,11,11,8,43,16,4,34,4,19,22,13,7,0,1.55597233772278,0.645808339118958,0.81943666934967,1.65834760665894,0.413160085678101,0.590538442134857,1.2031637430191,0.539890289306641,0.501990854740143,1.25594449043274,0.51750648021698,0.673369884490967,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,7,11,35,17,1,11,4,34,1,23,1,1,13,0,2,1,9,15,10,14,9,46,14,4,34,3,19,24,5,0,0,1.55613923072815,0.64593231678009,0.819048821926117,1.6582522392273,0.413157165050507,0.590047061443329,1.19730544090271,0.539959192276001,0.508608639240265,1.25423204898834,0.517410755157471,0.678481042385101,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,8,7,33,16,0,10,1,33,0,24,5,1,7,0,7,1,6,14,13,12,7,46,18,3,38,1,19,21,9,1,1,1.55637121200562,0.646073222160339,0.818841636180878,1.65809726715088,0.413121432065964,0.589556872844696,1.19136965274811,0.540030539035797,0.514926314353943,1.25285387039185,0.51743745803833,0.682863056659699,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,9,11,33,17,0,11,0,37,0,22,9,1,7,0,3,2,9,16,12,13,13,47,18,4,34,6,18,23,11,0,0,1.55650198459625,0.64617908000946,0.818724513053894,1.65788090229034,0.413130849599838,0.589068651199341,1.1854989528656,0.539893388748169,0.521178901195526,1.25135552883148,0.517845571041107,0.687058687210083,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,14,7,34,17,1,3,0,34,1,26,8,1,5,1,11,2,8,15,15,13,7,46,16,4,40,5,19,29,10,0,0,1.55665838718414,0.646272301673889,0.818337500095367,1.65758144855499,0.413169056177139,0.588615655899048,1.17937529087067,0.540157794952393,0.527715265750885,1.24987268447876,0.518377900123596,0.691281735897064,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,5,9,34,15,1,7,8,34,1,20,8,0,3,0,0,1,7,14,9,10,6,47,15,5,38,7,19,23,7,0,0,1.55681622028351,0.646387159824371,0.818142592906952,1.65720772743225,0.413189053535461,0.588175594806671,1.17364990711212,0.54039877653122,0.53413736820221,1.24847185611725,0.518645823001862,0.695546627044678,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,9,9,29,20,1,10,0,31,0,26,5,1,6,1,4,2,7,14,11,11,8,54,16,4,39,1,17,19,7,0,0,1.55691623687744,0.6464803814888,0.817919313907623,1.656818151474,0.413186550140381,0.58799010515213,1.16941726207733,0.540682435035706,0.539053559303284,1.24737119674683,0.518949270248413,0.699092268943787,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,8,11,33,13,0,9,1,31,5,25,4,1,2,0,0,2,8,10,12,13,7,50,15,7,36,0,19,18,9,0,2,1.5570695400238,0.646551072597504,0.817793250083923,1.65641295909882,0.413178473711014,0.587474524974823,1.16397941112518,0.541150033473969,0.545614063739777,1.24617803096771,0.519208371639252,0.703526020050049,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,6,11,31,12,0,17,0,34,1,26,3,0,4,0,4,3,4,14,12,17,6,50,17,4,37,4,21,17,8,2,1,1.55719745159149,0.64660120010376,0.817627549171448,1.65594410896301,0.41317492723465,0.587003886699677,1.15895295143127,0.541317880153656,0.551880896091461,1.24489271640778,0.51975280046463,0.707830131053925,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,7,8,29,13,0,11,1,33,1,25,3,0,7,0,4,3,4,18,12,16,9,52,19,4,38,3,17,23,6,1,8,1.55732822418213,0.646694421768189,0.817470729351044,1.6554890871048,0.413158982992172,0.586540102958679,1.1541234254837,0.541518032550812,0.558084487915039,1.24378037452698,0.520458042621612,0.711881279945374,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,6,15,27,15,0,7,0,32,1,24,3,3,3,0,3,3,5,13,12,13,4,51,16,0,39,4,21,22,5,0,1,1.55742418766022,0.646748185157776,0.817341029644012,1.65498793125153,0.413174539804459,0.586124956607819,1.14898979663849,0.543240964412689,0.563831031322479,1.24273824691772,0.520965456962585,0.71601414680481,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,10,7,31,13,0,11,0,35,10,27,4,0,1,0,4,2,5,16,12,16,10,52,21,5,39,7,18,20,8,0,0,1.55750453472137,0.646800875663757,0.817271232604981,1.65447092056274,0.413106083869934,0.586120545864105,1.14524507522583,0.543926298618317,0.568365931510925,1.24202954769135,0.521256685256958,0.719262540340424,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,6,5,30,14,0,9,0,33,0,25,1,0,9,2,0,2,7,14,16,18,6,56,17,4,40,5,20,15,5,0,1,1.5576446056366,0.646854281425476,0.817204296588898,1.65395641326904,0.41322073340416,0.585380733013153,1.14122319221497,0.544200718402862,0.574720144271851,1.24126064777374,0.521783173084259,0.723745286464691,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
5,10,11,29,15,0,9,0,35,0,19,4,1,2,1,3,1,6,15,13,14,5,54,20,3,36,7,19,19,9,0,0,1.55777418613434,0.646998703479767,0.817225217819214,1.65344893932343,0.41330024600029,0.584801495075226,1.13767850399017,0.544456422328949,0.580990672111511,1.24038350582123,0.522670269012451,0.727976083755493,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,10,11,25,12,1,9,0,34,10,23,4,0,4,2,5,3,8,11,11,17,2,52,17,3,37,5,21,11,4,1,1,1.55793035030365,0.647016286849976,0.817101955413818,1.652907371521,0.413351714611053,0.584316670894623,1.13386940956116,0.545007765293121,0.587006688117981,1.23948311805725,0.52367889881134,0.732132852077484,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,10,7,27,15,3,11,14,31,11,23,1,0,12,1,5,1,7,13,16,19,5,52,16,1,36,0,17,16,8,1,1,1.55804026126862,0.647064566612244,0.817001044750214,1.65220379829407,0.413395166397095,0.583945572376251,1.13062036037445,0.545559704303741,0.592968165874481,1.23872256278992,0.524669468402862,0.736266851425171,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,8,4,30,14,1,6,0,29,5,25,2,2,5,0,2,2,8,10,16,17,6,53,17,5,40,4,21,11,9,5,1,1.55808460712433,0.647144198417664,0.816866397857666,1.651780128479,0.413397252559662,0.583679020404816,1.12868022918701,0.545763731002808,0.59759521484375,1.2383154630661,0.525264501571655,0.739396274089813,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
