S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,
13,3,6,28,9,0,4,1,22,0,22,3,0,6,2,4,1,10,19,11,41,12,112,16,1,60,5,11,27,7,0,0,1.55248248577118,0.648079097270966,0.815092980861664,1.64238893985748,0.40965086221695,0.585249185562134,1.08138334751129,0.51430755853653,0.735379278659821,1.23996984958649,0.506444811820984,0.814686596393585,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,7,4,26,9,1,3,0,25,1,23,3,0,3,0,8,2,8,18,8,35,9,111,16,2,56,6,9,26,8,0,0,1.55243504047394,0.647854506969452,0.815422296524048,1.64205873012543,0.409708350896835,0.584765434265137,1.08044528961182,0.513988614082336,0.743014991283417,1.24058949947357,0.506481885910034,0.818882584571838,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,2,2,26,11,0,6,0,24,1,25,6,1,12,0,2,2,8,19,5,37,9,110,20,4,58,4,8,23,12,0,0,1.55223453044891,0.647931277751923,0.815059542655945,1.64182078838348,0.409831523895264,0.584219455718994,1.07949781417847,0.514033734798431,0.748749911785126,1.24106502532959,0.506537139415741,0.822010576725006,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,5,6,25,9,0,9,15,25,1,23,5,1,4,0,0,2,12,19,7,35,11,110,17,1,57,5,11,26,12,1,0,1.55202233791351,0.647936403751373,0.814791202545166,1.64149188995361,0.409878015518189,0.583938658237457,1.07862639427185,0.513898551464081,0.75655198097229,1.24180018901825,0.506555438041687,0.826121270656586,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,2,5,31,10,9,9,0,24,0,22,4,1,3,2,1,2,11,15,8,42,13,111,20,0,57,7,8,28,7,1,0,1.55184257030487,0.647947788238525,0.814452111721039,1.64122009277344,0.409987986087799,0.583320617675781,1.07784974575043,0.513718783855438,0.7642942070961,1.24266803264618,0.50651890039444,0.830165266990662,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,6,4,28,10,0,8,0,22,1,23,2,1,1,0,1,3,9,19,9,38,10,114,20,1,56,7,10,27,5,1,2,1.55167651176453,0.648008525371552,0.814243674278259,1.64081859588623,0.410103350877762,0.582878291606903,1.07734322547913,0.513214409351349,0.771720886230469,1.24351465702057,0.506525814533234,0.834065616130829,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,3,10,28,12,0,7,11,23,1,25,11,0,3,0,2,2,9,18,10,36,8,113,22,0,58,7,12,23,7,0,0,1.55157101154327,0.647995948791504,0.814086496829987,1.64035630226135,0.410183131694794,0.582359910011292,1.07680296897888,0.512816071510315,0.77883517742157,1.24428725242615,0.506598174571991,0.837527692317963,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,2,17,29,8,0,8,0,22,9,22,5,0,13,1,0,3,8,20,6,37,9,111,19,3,57,8,13,26,7,0,1,1.55150258541107,0.647960603237152,0.814024150371552,1.64001786708832,0.410248458385468,0.582011759281158,1.07644808292389,0.512366592884064,0.783858001232147,1.24476087093353,0.506568908691406,0.840068519115448,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,2,23,31,9,0,7,0,18,1,21,4,7,1,14,0,3,14,17,4,36,10,112,14,10,61,7,11,26,7,0,0,1.55130136013031,0.647937715053558,0.813670217990875,1.63955914974213,0.410396337509155,0.581612765789032,1.07603907585144,0.511694610118866,0.790250241756439,1.24547576904297,0.5064817070961,0.843289732933044,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,2,23,31,10,0,9,0,18,0,21,4,0,1,1,3,3,12,19,2,35,5,108,18,3,59,2,8,22,6,0,1,1.55123329162598,0.647789418697357,0.813848972320556,1.63900053501129,0.410423338413238,0.58140754699707,1.07564556598663,0.510959446430206,0.796348810195923,1.24624991416931,0.506264805793762,0.846281886100769,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,5,25,30,7,0,9,0,21,1,20,6,0,1,0,6,1,8,21,4,38,7,112,21,1,57,7,8,27,7,2,1,1.55125033855438,0.647702753543854,0.813960433006287,1.63833749294281,0.410507321357727,0.581020474433899,1.07544803619385,0.509881615638733,0.802017688751221,1.24696016311646,0.505861103534699,0.849362671375275,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,2,24,31,11,0,9,1,25,2,21,4,2,0,0,5,3,12,18,6,37,7,112,18,5,59,7,9,26,6,0,1,1.55135631561279,0.647590577602387,0.814331591129303,1.63756418228149,0.410633265972138,0.580727696418762,1.07542169094086,0.508494973182678,0.807311594486237,1.24768233299255,0.505304872989655,0.852213025093079,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,2,20,33,12,4,9,0,21,1,21,4,0,0,0,6,2,6,20,4,37,6,110,21,1,59,5,11,26,4,1,0,1.55147278308868,0.647508203983307,0.814640402793884,1.63687252998352,0.41074725985527,0.580388367176056,1.07562220096588,0.506900310516357,0.812233090400696,1.24843764305115,0.504733502864838,0.854661047458649,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,6,20,32,11,0,10,0,16,0,22,6,0,3,0,4,6,10,20,5,34,12,112,18,0,61,2,10,23,6,0,4,1.5515353679657,0.647484302520752,0.814685821533203,1.63633370399475,0.410809069871902,0.580275654792785,1.07597422599792,0.505609750747681,0.815642356872559,1.24898219108582,0.504315674304962,0.856254458427429,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,4,17,30,10,0,9,0,18,1,22,5,0,1,0,5,2,12,18,5,41,8,110,18,2,56,7,10,26,6,0,0,1.55166184902191,0.647281110286713,0.81507819890976,1.63558650016785,0.410898238420486,0.57993745803833,1.07652258872986,0.503873825073242,0.819578588008881,1.24977004528046,0.503744423389435,0.858305037021637,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
18,8,18,31,10,0,11,0,18,0,20,4,0,1,2,6,2,14,15,5,41,6,110,21,5,58,7,11,27,8,0,0,1.55170822143555,0.647127091884613,0.815381109714508,1.63501667976379,0.411024302244186,0.579733014106751,1.07719194889069,0.502316951751709,0.822920501232147,1.25065422058105,0.503066062927246,0.860421776771545,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,4,20,30,13,2,14,0,17,0,17,6,1,3,1,7,12,9,13,5,35,7,107,21,7,58,7,10,27,12,0,1,1.55169498920441,0.647108376026154,0.815315127372742,1.63432776927948,0.411003112792969,0.579922437667847,1.07786750793457,0.500834763050079,0.825780689716339,1.25155782699585,0.502283453941345,0.862682044506073,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,2,7,30,10,0,7,0,19,3,23,6,1,2,3,2,2,8,19,6,42,8,111,16,0,57,8,10,26,11,0,1,1.55174684524536,0.646768271923065,0.815918385982513,1.63375067710876,0.411096721887589,0.579653382301331,1.07867383956909,0.49935245513916,0.828301072120667,1.25246071815491,0.501568198204041,0.864688456058502,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,2,3,32,10,0,7,0,16,2,20,6,1,1,0,13,3,11,19,8,41,14,110,17,1,57,8,12,24,4,0,0,1.55180180072784,0.64659595489502,0.816256701946258,1.63324403762817,0.411224722862244,0.579273104667664,1.0793948173523,0.497948676347732,0.830624938011169,1.25315880775452,0.500922203063965,0.866533160209656,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
16,4,9,29,9,0,9,0,16,0,23,5,1,9,0,9,1,8,19,9,41,5,110,16,10,59,5,12,26,7,12,3,1.55182898044586,0.646468222141266,0.816499948501587,1.63288640975952,0.411251962184906,0.579135000705719,1.0799024105072,0.496996372938156,0.832328021526337,1.25369465351105,0.500565469264984,0.867792129516602,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,3,14,31,10,1,10,0,17,3,22,5,0,2,1,8,0,10,16,5,38,5,108,21,2,56,10,12,27,7,0,1,1.55185151100159,0.646300256252289,0.816761374473572,1.63245785236359,0.411304324865341,0.578967154026032,1.08045470714569,0.495885521173477,0.834516108036041,1.25427985191345,0.500075578689575,0.869499266147614,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,4,11,32,10,1,8,0,18,3,21,4,1,1,2,4,0,12,17,2,41,8,110,19,3,56,9,10,26,7,0,0,1.55182933807373,0.646179854869843,0.816878795623779,1.63202166557312,0.411326408386231,0.578921377658844,1.08090782165527,0.494955688714981,0.836771965026856,1.25477194786072,0.499590516090393,0.871139168739319,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,9,3,31,11,0,6,0,17,2,20,3,2,1,0,2,2,10,20,4,39,5,111,16,1,54,9,10,26,6,0,0,1.55178487300873,0.646102368831635,0.816907644271851,1.63143074512482,0.411232650279999,0.579138994216919,1.08123409748077,0.494075804948807,0.839348316192627,1.25532674789429,0.499088227748871,0.872889935970306,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,4,0,28,5,0,8,0,22,1,19,7,0,1,4,9,1,7,19,4,39,6,110,16,0,58,7,12,26,5,1,0,1.55175924301147,0.645968914031982,0.81729131937027,1.63093721866608,0.411438494920731,0.578817307949066,1.08150637149811,0.4933220744133,0.842075288295746,1.25583684444428,0.498388051986694,0.87459397315979,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,3,3,31,9,0,8,1,15,0,21,9,0,0,0,7,1,5,18,5,37,6,111,20,1,60,6,9,24,5,0,1,1.55177414417267,0.645856857299805,0.817586958408356,1.63056302070618,0.411566108465195,0.578588426113129,1.08170914649963,0.492771357297897,0.844270527362824,1.25617754459381,0.497922986745834,0.87572580575943,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,4,0,29,10,1,3,14,20,2,21,2,5,0,0,12,3,12,18,4,38,10,109,14,3,57,7,11,21,6,2,1,1.55175876617432,0.64577043056488,0.817919552326202,1.63013458251953,0.411637246608734,0.578486025333405,1.08193445205688,0.49205893278122,0.846843659877777,1.25663113594055,0.497440218925476,0.877025008201599,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,3,3,31,8,0,7,0,19,1,19,6,0,5,0,5,2,6,19,10,40,8,110,20,0,55,7,9,22,5,2,0,1.55169665813446,0.645631670951843,0.818292379379272,1.62969410419464,0.411777824163437,0.578346371650696,1.08212232589722,0.491406381130219,0.848913490772247,1.25694394111633,0.496939688920975,0.878072440624237,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,0,3,29,8,1,8,0,16,2,19,9,1,4,0,1,6,6,19,8,37,9,111,17,1,59,5,11,26,6,0,12,1.55159449577332,0.645566523075104,0.818502306938171,1.62930536270142,0.411809474229813,0.578361570835114,1.08225774765015,0.490816831588745,0.850546300411224,1.2571519613266,0.496574401855469,0.878914356231689,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,0,3,30,7,0,7,0,19,2,20,7,1,0,0,1,1,9,19,3,31,6,108,17,1,57,5,8,24,6,0,1,1.55145668983459,0.645512640476227,0.818610608577728,1.62892746925354,0.41178959608078,0.578541159629822,1.08225691318512,0.490381807088852,0.851756036281586,1.2572660446167,0.496223151683807,0.87968635559082,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,3,3,30,5,0,8,0,20,1,25,4,0,1,0,1,2,8,18,9,35,8,111,20,2,59,8,14,28,6,0,0,1.55137157440186,0.64542281627655,0.818798780441284,1.628573179245,0.411884993314743,0.578406274318695,1.08223748207092,0.490078300237656,0.852455854415894,1.25730431079865,0.495908170938492,0.880203902721405,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,5,7,29,11,0,7,1,13,2,24,7,0,1,2,2,3,11,19,5,37,7,110,19,2,58,13,7,23,6,13,0,1.55127775669098,0.645240187644959,0.819224357604981,1.62821638584137,0.411920756101608,0.578329920768738,1.0822046995163,0.489662796258926,0.853183507919312,1.25728225708008,0.495538085699081,0.880811154842377,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
18,4,3,31,7,5,13,0,18,2,21,9,0,1,1,1,2,8,17,7,34,8,111,20,1,59,8,10,27,5,5,0,1.550985455513,0.645116984844208,0.819168090820313,1.62785387039185,0.411936968564987,0.578314781188965,1.08214044570923,0.48935142159462,0.853493571281433,1.25720405578613,0.495176821947098,0.881176054477692,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,1,3,32,9,2,9,0,15,5,20,4,1,1,5,14,2,9,19,1,35,8,104,20,1,59,2,13,23,9,0,0,1.55088222026825,0.644986271858215,0.81940233707428,1.62754440307617,0.411900371313095,0.578309118747711,1.08212077617645,0.489003628492355,0.853332042694092,1.25705647468567,0.494780719280243,0.88127475976944,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
16,5,4,29,7,1,10,1,18,3,18,4,1,1,0,7,0,5,18,5,35,8,110,16,1,58,2,11,23,3,0,0,1.55086505413055,0.64502477645874,0.8198481798172,1.62718176841736,0.411895751953125,0.578331589698792,1.08202219009399,0.488686263561249,0.852883577346802,1.25692129135132,0.494371742010117,0.881284773349762,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,6,3,32,16,0,13,0,15,0,19,5,1,2,0,0,1,8,20,5,36,6,111,19,1,61,5,11,25,3,0,0,1.55078625679016,0.644963920116425,0.81996476650238,1.62688910961151,0.411814570426941,0.57848060131073,1.08202290534973,0.488540470600128,0.852515697479248,1.2567355632782,0.494013130664825,0.881267726421356,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,3,4,31,10,8,9,1,18,2,21,6,2,1,3,1,3,9,19,6,33,8,114,19,1,60,5,10,26,6,1,0,1.55070841312408,0.644850134849548,0.820238053798676,1.62657940387726,0.411715030670166,0.578612148761749,1.08192336559296,0.488274365663528,0.851656556129456,1.25655043125153,0.493544995784759,0.881155908107758,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,3,5,33,6,0,9,0,9,0,20,10,0,0,0,0,6,5,15,5,34,8,115,20,2,60,5,10,21,4,0,0,1.5505987405777,0.64477950334549,0.820415735244751,1.62627816200256,0.411678045988083,0.578771948814392,1.0818362236023,0.487913608551025,0.850334942340851,1.25630068778992,0.493072986602783,0.880805313587189,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,2,2,29,6,0,11,0,14,14,23,8,0,2,1,0,0,5,18,5,29,7,116,20,3,60,5,7,27,3,1,3,1.55054795742035,0.64467865228653,0.820730745792389,1.62582290172577,0.411519229412079,0.579058349132538,1.08180665969849,0.487361788749695,0.84815925359726,1.25586473941803,0.492662608623505,0.880200207233429,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,0,4,33,10,1,11,1,10,1,22,6,3,3,2,0,3,7,19,3,37,4,114,20,2,59,7,10,27,7,1,0,1.55043804645538,0.644629597663879,0.820861220359802,1.62549710273743,0.411450833082199,0.579209923744202,1.08180272579193,0.486618041992188,0.845214664936066,1.2553733587265,0.492300152778626,0.879165470600128,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,1,5,33,9,0,10,1,9,0,23,5,2,2,3,8,3,9,19,6,32,3,113,19,2,59,8,9,30,6,0,1,1.55030083656311,0.644624710083008,0.820866048336029,1.62521779537201,0.411344081163406,0.579485833644867,1.08185458183289,0.48600834608078,0.842528998851776,1.25499427318573,0.491981327533722,0.878287374973297,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,1,16,27,12,11,10,0,13,1,29,7,3,2,0,4,0,6,18,9,33,5,115,16,5,62,5,11,28,10,2,1,1.55015957355499,0.64461076259613,0.820987343788147,1.62496912479401,0.411185622215271,0.579703867435455,1.08192801475525,0.485084801912308,0.838487088680267,1.25443470478058,0.491479784250259,0.87684977054596,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,1,21,34,12,0,11,0,11,0,29,6,0,1,0,2,0,10,20,10,33,9,114,19,8,58,7,8,29,12,0,0,1.54978322982788,0.644617319107056,0.820574700832367,1.62479436397553,0.411028265953064,0.579895555973053,1.08198797702789,0.484137177467346,0.834380209445953,1.25380802154541,0.4909787774086,0.87541139125824,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,1,13,32,11,1,19,0,11,1,29,9,2,2,2,2,4,8,20,7,35,7,111,17,1,62,5,10,27,6,1,1,1.54954707622528,0.644533276557922,0.820612370967865,1.62458181381226,0.410828143358231,0.580188870429993,1.08197617530823,0.483264148235321,0.830411970615387,1.25317573547363,0.490445107221603,0.873822450637817,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,4,22,32,7,0,11,0,13,2,33,3,1,3,0,2,11,4,17,7,34,7,117,18,2,59,5,8,26,13,0,6,1.5493232011795,0.644489109516144,0.820745885372162,1.62442922592163,0.410615354776382,0.580508768558502,1.08167111873627,0.482532680034638,0.826752841472626,1.2524082660675,0.489871144294739,0.872156023979187,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,1,20,30,8,0,11,2,12,1,29,8,0,1,1,3,11,10,23,9,37,8,117,17,11,62,5,9,30,5,0,3,1.5491988658905,0.644468724727631,0.820924460887909,1.62434017658234,0.410508096218109,0.58065128326416,1.08142197132111,0.481998473405838,0.824028670787811,1.25176548957825,0.489546477794647,0.87091201543808,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,1,18,30,13,0,8,0,13,1,31,3,0,0,3,3,0,10,25,6,35,4,116,18,2,62,7,12,30,4,2,0,1.54909014701843,0.644396126270294,0.821320354938507,1.62410986423492,0.41037654876709,0.581075549125671,1.08119678497314,0.481416404247284,0.82005649805069,1.25087451934814,0.489117592573166,0.869026780128479,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,2,21,30,19,1,10,1,11,2,35,5,7,3,2,6,0,7,26,7,35,6,120,20,0,59,5,13,29,8,0,0,1.54880571365356,0.644508004188538,0.821314990520477,1.62398755550385,0.410369694232941,0.581316947937012,1.0809074640274,0.481020867824554,0.815605103969574,1.24993336200714,0.488757133483887,0.866895079612732,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,2,26,29,10,0,10,1,15,1,33,4,0,5,4,4,2,4,25,6,35,7,121,18,1,64,4,11,28,6,1,1,1.5485714673996,0.644530177116394,0.821373462677002,1.62395417690277,0.410299420356751,0.581763505935669,1.08079981803894,0.48078054189682,0.81076455116272,1.2489321231842,0.4885134100914,0.86464923620224,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,0,9,30,17,0,11,0,12,4,35,9,3,1,2,6,2,13,24,8,30,7,122,17,1,65,4,7,25,6,0,0,1.54836869239807,0.644520163536072,0.821559131145477,1.62393343448639,0.410349458456039,0.582053661346435,1.08070552349091,0.480778872966766,0.805907130241394,1.24792206287384,0.488501965999603,0.862288892269135,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,1,15,29,11,0,11,0,12,2,32,8,3,6,3,2,2,13,24,11,31,8,122,19,0,64,11,12,30,6,0,1,1.5482212305069,0.644529163837433,0.821721017360687,1.62395226955414,0.410243809223175,0.582385241985321,1.08035087585449,0.481156289577484,0.80115282535553,1.24688720703125,0.488578528165817,0.859702706336975,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
16,0,15,29,12,0,11,5,13,2,33,7,0,2,1,3,2,12,23,3,27,9,122,19,3,65,3,11,30,5,0,0,1.54812502861023,0.6445032954216,0.821812927722931,1.62397515773773,0.410170018672943,0.582646012306213,1.080002784729,0.48160445690155,0.797608196735382,1.24601602554321,0.488674432039261,0.857763648033142,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
16,0,19,32,12,0,11,0,15,5,29,6,1,5,0,0,2,10,23,9,32,7,123,19,1,67,3,11,31,6,1,0,1.54801726341248,0.644492268562317,0.82193261384964,1.62400484085083,0.410141229629517,0.582941889762878,1.07964563369751,0.482330948114395,0.792632460594177,1.24481296539307,0.488840907812119,0.855087876319885,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,1,19,32,13,0,11,0,14,1,33,9,0,3,0,3,2,13,23,9,33,10,120,14,1,70,3,12,32,8,0,0,1.54796802997589,0.644250690937042,0.822378396987915,1.62403357028961,0.41009396314621,0.583396792411804,1.07951986789703,0.483150601387024,0.787219703197479,1.24372458457947,0.489152789115906,0.852132022380829,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,1,17,31,14,0,10,1,12,7,34,4,1,2,0,0,2,13,25,7,32,9,121,19,3,65,11,8,31,5,6,6,1.54771828651428,0.644417643547058,0.822182893753052,1.62412917613983,0.410065084695816,0.583501875400543,1.0793833732605,0.484190553426743,0.781573176383972,1.24269354343414,0.489502638578415,0.849009513854981,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,0,17,29,15,0,16,0,13,4,39,5,0,2,0,1,3,12,25,9,34,8,119,19,5,61,4,13,33,6,0,1,1.54756045341492,0.644440054893494,0.822215855121612,1.62424576282501,0.409971833229065,0.583646178245544,1.07966554164886,0.485078275203705,0.775617957115173,1.2415714263916,0.489910364151001,0.845779538154602,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,2,14,30,14,0,11,0,14,5,41,6,0,13,0,3,0,10,23,5,29,8,121,17,5,63,5,9,27,6,2,2,1.5473929643631,0.644409537315369,0.822172462940216,1.62443697452545,0.409831613302231,0.583959758281708,1.07972598075867,0.486102640628815,0.769472360610962,1.24041259288788,0.490457564592362,0.842333734035492,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,0,18,26,14,0,13,0,11,0,39,5,1,5,1,5,0,8,23,8,29,6,122,17,2,67,0,11,30,5,0,0,1.54722881317139,0.644372403621674,0.822175860404968,1.6246166229248,0.409671872854233,0.58430290222168,1.08002722263336,0.487005531787872,0.762978255748749,1.23916506767273,0.490989804267883,0.838813960552216,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,1,17,29,16,0,11,0,14,4,39,11,0,3,0,4,1,10,26,6,29,7,120,20,1,65,5,4,30,7,0,1,1.54714667797089,0.644363820552826,0.822187542915344,1.62471473217011,0.409589618444443,0.584459841251373,1.08027613162994,0.487369865179062,0.759507536888123,1.23854696750641,0.491278201341629,0.836952805519104,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,12,15,33,18,1,10,1,11,3,41,5,1,3,2,6,3,9,25,7,29,8,119,19,5,65,3,11,31,6,0,0,1.54693031311035,0.644396066665649,0.822150886058807,1.62486577033997,0.409395694732666,0.584922194480896,1.08083474636078,0.488390415906906,0.750262975692749,1.2368791103363,0.491970092058182,0.831939876079559,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,4,19,27,15,1,11,0,11,1,44,7,14,6,0,4,0,6,21,11,27,10,117,19,5,64,5,10,30,10,12,0,1.54674029350281,0.644367098808289,0.822138488292694,1.6249965429306,0.409269034862518,0.585261881351471,1.08148491382599,0.489149242639542,0.742410898208618,1.2357063293457,0.492604523897171,0.82756769657135,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,0,21,30,15,1,11,0,12,1,45,3,0,3,0,3,0,7,25,8,28,8,116,15,1,66,3,9,29,6,0,0,1.54649043083191,0.644372344017029,0.821871817111969,1.62515962123871,0.409173846244812,0.585667192935944,1.08212387561798,0.489903837442398,0.734348833560944,1.23450458049774,0.493191987276077,0.822824895381928,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,6,17,32,15,0,12,0,10,0,53,5,2,2,1,3,3,3,23,10,27,9,107,19,0,63,4,10,30,9,1,0,1.54624354839325,0.644480228424072,0.821691870689392,1.62543404102325,0.408965528011322,0.586241662502289,1.08329176902771,0.490517437458038,0.726132094860077,1.23337590694428,0.49386140704155,0.818120718002319,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,1,14,26,21,0,11,7,12,2,52,4,0,2,0,0,2,3,26,12,32,9,111,17,6,63,5,10,27,9,0,7,1.54602587223053,0.644572794437408,0.821600258350372,1.62569332122803,0.408881098031998,0.586608707904816,1.0839409828186,0.491382390260696,0.717807292938232,1.23232364654541,0.494556903839111,0.813205361366272,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,6,18,32,13,2,11,0,12,4,55,5,1,3,1,6,2,4,26,7,28,6,110,18,1,63,5,9,28,2,0,1,1.5458527803421,0.644558787345886,0.821452617645264,1.625981092453,0.408764243125915,0.587047278881073,1.08505976200104,0.492133259773254,0.709260880947113,1.23135602474213,0.495284497737884,0.808127641677856,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,1,21,29,17,0,6,4,11,4,55,1,1,4,1,2,6,6,25,10,25,4,113,18,1,63,3,5,30,6,0,1,1.54575252532959,0.644627749919891,0.821383118629456,1.62628948688507,0.408795326948166,0.587091088294983,1.0860675573349,0.492701381444931,0.702767848968506,1.23065316677094,0.49591588973999,0.804186522960663,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,1,14,30,15,0,13,0,11,0,56,8,8,2,0,1,2,1,24,13,29,6,109,21,3,64,12,8,29,3,2,0,1.54564523696899,0.64480072259903,0.821165442466736,1.62676620483398,0.408798694610596,0.587350070476532,1.0875164270401,0.493479698896408,0.693932712078095,1.22979915142059,0.496731787919998,0.798767387866974,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,0,13,30,17,0,10,0,17,1,58,2,0,2,6,6,1,0,27,13,28,7,108,16,1,65,11,10,25,7,1,0,1.54558122158051,0.644867599010468,0.821043014526367,1.62704193592072,0.408901631832123,0.587604701519012,1.08907079696655,0.494281142950058,0.685185432434082,1.22906899452209,0.497653722763061,0.793359577655792,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,0,16,28,18,4,10,1,11,4,62,7,1,5,0,7,3,2,27,12,29,8,109,17,2,59,4,9,30,5,0,0,1.54557657241821,0.644926726818085,0.820979297161102,1.62740099430084,0.408936887979507,0.58795303106308,1.09076166152954,0.49541363120079,0.676509499549866,1.22827327251434,0.498648911714554,0.787921786308289,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,0,14,27,17,0,15,0,11,4,62,6,0,1,1,6,3,8,27,12,27,5,110,19,4,64,3,6,30,5,0,2,1.54557573795319,0.644991040229797,0.820784986019135,1.62777483463287,0.408834159374237,0.588499486446381,1.09265220165253,0.496605455875397,0.668076038360596,1.22777020931244,0.499652922153473,0.782358467578888,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,0,15,28,21,0,10,0,11,1,63,8,0,2,0,2,2,3,27,13,21,7,111,19,2,68,4,10,31,9,0,0,1.54561102390289,0.64513087272644,0.820524454116821,1.62818622589111,0.409019649028778,0.588755369186401,1.09460663795471,0.497970730066299,0.659510433673858,1.22729504108429,0.500799298286438,0.776666045188904,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,1,13,31,18,9,10,0,9,0,62,6,0,1,0,0,3,3,24,14,27,9,113,20,1,69,5,13,30,8,0,0,1.54584419727325,0.645191550254822,0.820760071277618,1.62841582298279,0.409155189990997,0.588902413845062,1.09611630439758,0.499003201723099,0.653035283088684,1.22694969177246,0.501684486865997,0.772314727306366,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
