S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,
0,0,7,11,0,2,1,1,19,1,10,1,0,7,0,0,0,1,3,24,2,0,5,46,7,10,45,3,5,64,2,20,-0.966824532,0.625358999,-0.166600347,-1.075213432,0.428020597,0.050773218,-0.507352293,0.538535535,0.060604937,-0.687514424,0.529471278,-0.06631694,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,9,0,11,0,1,3,1,20,8,9,3,0,5,0,5,0,1,0,18,0,6,7,47,10,4,43,0,7,64,4,19,-0.966549277,0.625197411,-0.166860908,-1.075213432,0.42813915,0.05062595,-0.507677853,0.538050354,0.061691713,-0.687540829,0.529058218,-0.065828815,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,2,1,1,0,1,21,7,7,3,0,5,1,1,0,1,0,18,0,0,8,47,10,3,46,1,3,62,5,16,-0.966382802,0.625029445,-0.167044967,-1.075318813,0.428246945,0.050522663,-0.508369863,0.537895143,0.062569506,-0.687589645,0.528722048,-0.065518953,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,0,3,0,2,3,0,17,9,7,3,6,5,0,0,0,1,0,21,0,5,17,46,7,3,43,1,3,61,2,19,-0.966142714,0.624850035,-0.167281672,-1.075521231,0.428310722,0.050396651,-0.509097934,0.537789106,0.064015105,-0.687667131,0.528397858,-0.065006182,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,1,1,3,0,1,23,11,9,2,0,2,0,0,0,0,0,21,0,0,12,48,10,6,39,1,6,66,2,16,-0.965898573,0.624712348,-0.167441428,-1.075706482,0.428411812,0.050207078,-0.509926975,0.537839055,0.065618813,-0.687744975,0.528177977,-0.064377181,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,0,0,0,3,1,0,21,7,8,3,0,3,0,0,2,6,1,23,1,15,10,48,10,4,43,2,6,63,1,18,-0.965738118,0.624597907,-0.167555943,-1.075871348,0.428446859,0.050127327,-0.510881066,0.53753531,0.066976435,-0.687817752,0.528132796,-0.063844875,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,2,0,1,22,10,7,6,1,5,0,1,0,1,1,21,0,7,12,46,13,2,43,7,1,66,3,18,-0.965544224,0.624506533,-0.167619854,-1.076153994,0.428413212,0.050032228,-0.511650264,0.537644029,0.068737157,-0.687918663,0.52811116,-0.062952101,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,11,0,1,1,2,20,5,9,3,0,11,0,1,1,1,2,20,0,0,10,52,10,4,41,1,9,68,2,16,-0.965340972,0.624478579,-0.167641148,-1.076417208,0.428400755,0.049798489,-0.512562633,0.53822577,0.070348144,-0.688031673,0.528129935,-0.06210475,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,1,0,1,2,6,23,6,7,1,0,3,0,1,0,10,0,18,0,0,9,46,7,12,45,0,5,68,2,20,-0.96519202,0.62441963,-0.167625606,-1.076765776,0.428411782,0.049636636,-0.513504803,0.53854686,0.071883976,-0.688236177,0.528149068,-0.061192758,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,1,14,2,2,1,21,6,11,2,4,5,0,0,7,0,0,18,1,0,17,49,9,5,42,2,5,65,0,18,-0.965092063,0.624431431,-0.167584389,-1.077136159,0.428409338,0.049471688,-0.513931572,0.53928262,0.073164798,-0.688346505,0.528241456,-0.060513325,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,1,0,3,1,23,9,9,5,1,5,1,0,1,1,0,21,0,0,12,48,10,3,43,1,11,65,2,15,-0.964977503,0.624438941,-0.167550206,-1.077593446,0.428484559,0.049332451,-0.514467299,0.539973021,0.074835598,-0.68851012,0.528517306,-0.059465528,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,1,0,11,2,6,1,23,5,7,2,1,6,14,0,0,1,12,24,1,0,10,49,8,6,43,0,8,67,1,18,-0.964880288,0.624438524,-0.167507187,-1.078021526,0.428562403,0.049148683,-0.515523732,0.540620685,0.076670729,-0.688670695,0.528907478,-0.058333561,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,4,0,1,3,1,23,9,10,3,2,8,0,0,1,2,0,22,14,1,11,51,11,11,44,1,6,66,0,17,-0.964823782,0.624468565,-0.16747503,-1.078323007,0.428645432,0.048951078,-0.516116142,0.541133344,0.078123331,-0.688805103,0.529259801,-0.057408154,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,2,0,5,1,5,3,25,7,9,1,0,5,1,0,4,1,0,20,3,6,11,53,11,5,42,1,6,66,2,13,-0.964790285,0.624571264,-0.167504385,-1.078791022,0.428691834,0.048733003,-0.516891003,0.541933358,0.080221325,-0.689080775,0.529760301,-0.056042712,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,0,1,1,4,3,1,21,8,9,0,8,4,0,0,0,1,0,21,0,1,8,50,8,4,43,5,6,67,2,14,-0.964800119,0.624574661,-0.167566925,-1.07926321,0.428725481,0.04843187,-0.517736435,0.5426175,0.082387872,-0.689297616,0.530296326,-0.05481346,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,0,0,0,1,2,1,19,10,7,3,0,4,0,0,1,5,0,19,1,2,12,52,15,3,43,1,2,65,4,14,-0.964809537,0.624582529,-0.167585015,-1.079582334,0.428765148,0.04825069,-0.518426597,0.543361664,0.084009066,-0.689559162,0.53061837,-0.053720526,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,2,2,22,8,10,3,0,9,1,0,0,1,0,22,3,0,12,52,10,8,43,0,6,66,1,13,-0.964857638,0.624616802,-0.167630315,-1.079973817,0.428770423,0.04800221,-0.519463658,0.544305086,0.086192086,-0.689893484,0.531110942,-0.052307062,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,3,0,1,0,1,5,4,21,7,8,3,5,7,0,1,3,5,0,21,0,0,11,55,5,7,47,1,3,64,1,13,-0.964870036,0.624628246,-0.167678922,-1.080328345,0.428787529,0.047727324,-0.520646632,0.545009792,0.088522971,-0.690222919,0.531645954,-0.050943047,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,3,0,4,1,2,1,21,9,10,4,0,4,0,0,0,0,0,18,0,0,9,47,7,1,42,2,2,62,3,15,-0.964894772,0.624652624,-0.167718366,-1.080612063,0.428778231,0.047504671,-0.521604598,0.545961618,0.090377428,-0.690491736,0.532076001,-0.049893856,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,3,8,4,0,3,0,22,10,7,4,4,8,0,0,0,12,1,21,0,9,18,48,7,4,48,0,10,64,0,11,-0.964965641,0.624563217,-0.167776436,-1.081045032,0.428735316,0.047241371,-0.523065448,0.546903849,0.092906557,-0.691114426,0.532588303,-0.048390899,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,1,5,6,2,4,24,6,7,3,1,7,2,1,2,1,0,24,1,1,8,53,7,0,38,1,7,68,1,17,-0.965040684,0.624583006,-0.167835549,-1.081456065,0.42871815,0.04690918,-0.524755776,0.547885716,0.095477335,-0.691701233,0.532969654,-0.046981137,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,1,3,0,1,0,1,25,2,9,3,9,7,4,0,1,1,0,25,0,1,12,50,10,13,43,1,5,65,1,16,-0.965129197,0.624762416,-0.16789265,-1.081777692,0.428737998,0.046734557,-0.525741339,0.548630953,0.097418599,-0.691940367,0.533370852,-0.046059463,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,3,0,0,2,2,1,24,2,8,10,0,4,0,6,0,2,3,24,1,1,10,56,7,0,44,1,10,64,2,12,-0.965239227,0.624829352,-0.167973578,-1.082096934,0.42873624,0.046469077,-0.527629912,0.549473882,0.100187935,-0.692618728,0.533699095,-0.04449819,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,0,0,0,1,1,0,26,3,16,4,3,5,0,1,0,1,3,21,0,0,9,53,6,0,43,0,7,64,2,15,-0.965406954,0.624960959,-0.168082491,-1.082387567,0.428700149,0.046146929,-0.529611468,0.550429583,0.102808595,-0.6932109,0.534173071,-0.043002114,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,3,2,1,4,1,0,21,3,12,5,0,8,4,0,11,1,1,23,0,0,10,60,9,4,41,6,8,65,8,14,-0.965526462,0.62494576,-0.168131411,-1.082612991,0.428719819,0.045928199,-0.530673265,0.550996125,0.104849435,-0.693648279,0.534442186,-0.041781142,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,0,3,2,4,24,6,6,12,1,6,0,0,0,1,0,22,3,0,11,60,11,3,44,2,5,66,2,12,-0.965669513,0.625028431,-0.16817677,-1.083020329,0.428686559,0.045642346,-0.532368481,0.551856637,0.107595265,-0.694145203,0.535072207,-0.040311787,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,13,0,1,1,1,23,6,8,4,0,7,1,0,1,3,0,25,0,1,10,60,11,4,42,1,7,68,0,13,-0.965798199,0.625097215,-0.168237597,-1.083312631,0.428576916,0.045287699,-0.534392834,0.552666128,0.110469952,-0.694742858,0.535496235,-0.038801178,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,2,0,1,0,1,24,7,7,3,0,2,1,0,0,9,1,26,0,0,16,61,11,3,44,11,5,73,2,11,-0.965987086,0.624857008,-0.16842626,-1.083536506,0.428605437,0.045016747,-0.536166728,0.55339992,0.113287039,-0.695347786,0.535815299,-0.037337992,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,3,0,3,3,2,2,24,7,8,5,2,13,0,4,1,4,0,24,0,2,13,59,9,3,43,2,6,71,1,13,-0.96607691,0.624997556,-0.168486223,-1.08365953,0.42858541,0.044776417,-0.537648499,0.553826571,0.115574814,-0.69579488,0.536137879,-0.036202222,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,2,0,0,0,2,1,25,7,10,6,1,7,1,0,0,1,13,24,0,2,11,63,3,2,44,1,6,76,3,11,-0.966242492,0.625193596,-0.168522149,-1.083869576,0.428476006,0.044492766,-0.539786756,0.554503679,0.118535832,-0.696518123,0.536585033,-0.034590315,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,3,4,0,0,1,2,1,26,8,6,7,1,4,1,0,12,0,0,26,1,0,13,63,8,3,44,1,6,73,3,18,-0.966437817,0.625220895,-0.168590665,-1.084238172,0.428473502,0.044279922,-0.541654348,0.555202842,0.121664762,-0.697161734,0.536983669,-0.032841012,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,4,0,0,6,3,9,28,9,11,2,1,5,1,1,1,3,1,25,7,0,7,65,5,5,45,2,6,77,2,16,-0.96658504,0.625350654,-0.168699503,-1.084391475,0.428480744,0.044040207,-0.543288291,0.555678308,0.124183983,-0.69766295,0.537235022,-0.031445503,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,2,0,0,1,8,2,24,4,9,4,1,5,4,1,1,1,1,23,0,14,11,62,5,3,43,4,6,77,3,19,-0.96672684,0.625445724,-0.168817908,-1.08467114,0.428422004,0.043754883,-0.545518339,0.556189954,0.127410918,-0.698371589,0.53767097,-0.029554484,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,1,0,1,3,2,2,27,7,13,2,1,7,0,4,0,2,0,25,1,0,11,70,11,4,47,3,5,80,3,21,-0.966862977,0.625494719,-0.168946281,-1.084871173,0.42840153,0.04342524,-0.547657311,0.556657851,0.130561307,-0.699142218,0.538051963,-0.027623862,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,1,3,2,4,1,1,31,6,8,3,1,5,0,1,11,0,0,24,1,1,7,67,7,2,48,3,5,77,3,15,-0.966999292,0.625567973,-0.169086128,-1.084964395,0.428427339,0.043224715,-0.549178839,0.557102323,0.13285622,-0.699734986,0.538304448,-0.026206635,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,0,6,0,1,7,1,31,7,9,5,1,0,0,1,0,10,0,25,0,1,7,72,7,4,44,1,6,76,11,16,-0.967059016,0.625775158,-0.169260129,-1.085132957,0.428418398,0.042957764,-0.551207006,0.557542384,0.135978699,-0.700478017,0.538661242,-0.024339356,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,3,1,11,3,8,2,1,31,7,7,4,1,4,0,8,0,3,13,25,14,0,7,73,5,2,47,3,5,82,2,14,-0.96720767,0.625727117,-0.169295877,-1.085262775,0.428337038,0.042656746,-0.553316355,0.558031678,0.139430106,-0.701247871,0.538984001,-0.022409787,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,3,4,2,2,3,3,30,7,6,2,0,6,2,0,0,3,1,27,0,1,6,76,6,0,47,1,7,82,2,11,-0.967309952,0.625772774,-0.169398993,-1.085433722,0.428383678,0.042372853,-0.555514038,0.558419585,0.142826214,-0.701962054,0.53929323,-0.020464696,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,1,1,0,1,0,2,5,30,8,7,9,1,7,0,1,0,0,1,25,2,1,10,72,7,4,46,0,9,81,1,7,-0.967357218,0.625840306,-0.16947858,-1.08559525,0.428374231,0.042150982,-0.557302475,0.558658302,0.145515591,-0.702612519,0.539550483,-0.018863313,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,1,0,1,1,3,2,28,5,14,5,6,5,1,2,3,1,0,24,0,0,5,74,7,1,48,1,5,78,1,9,-0.967434704,0.62589246,-0.169586048,-1.085727572,0.428296983,0.041842211,-0.559572816,0.558995426,0.149098545,-0.703466475,0.539950967,-0.016647639,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,0,0,4,2,27,6,6,14,0,6,0,0,1,4,0,25,0,0,6,76,6,12,45,0,11,93,2,8,-0.967471063,0.625914335,-0.169668108,-1.085869074,0.428300112,0.041664768,-0.561429083,0.559176564,0.151765779,-0.704145193,0.540187538,-0.014953987,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,1,0,1,5,2,33,7,7,9,2,5,0,1,1,2,0,25,0,0,6,79,6,6,47,2,5,91,2,9,-0.96753633,0.625957608,-0.169762328,-1.086039662,0.428286314,0.041448355,-0.563774645,0.559355617,0.155351058,-0.705107331,0.540534973,-0.012699005,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,2,1,1,1,10,2,31,7,10,10,1,7,13,0,1,2,0,24,1,0,6,75,7,0,49,1,0,94,3,10,-0.967594147,0.626035273,-0.169790462,-1.086174488,0.42819041,0.041157678,-0.56631124,0.559757411,0.159045175,-0.706111848,0.540681183,-0.010392429,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,0,1,2,0,5,2,29,6,11,8,0,4,1,4,0,1,0,27,1,0,7,76,7,3,47,1,5,93,0,9,-0.967585504,0.626110315,-0.169812605,-1.086278915,0.428178579,0.040974405,-0.568426311,0.559820414,0.161787137,-0.706820607,0.540883243,-0.008717473,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,1,0,1,5,2,31,7,7,5,1,10,1,0,2,2,1,27,0,0,1,81,6,3,48,0,3,81,2,11,-0.967806041,0.626087964,-0.169860035,-1.086380124,0.428145647,0.040674627,-0.571278572,0.559971511,0.165623024,-0.707876444,0.541015446,-0.006433446,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,3,0,0,2,7,1,30,5,7,2,0,6,0,1,1,1,2,24,0,1,5,75,5,1,48,0,3,83,0,13,-0.967826962,0.626257658,-0.169838667,-1.086498857,0.428046465,0.040421367,-0.574286938,0.560235679,0.169527456,-0.70891875,0.541364789,-0.00401161,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,2,1,0,1,6,1,29,5,8,4,1,7,0,0,4,0,0,25,1,0,5,76,7,4,48,2,4,84,2,12,-0.967870533,0.626285911,-0.169859007,-1.086583138,0.428050995,0.040251389,-0.576602042,0.5602687,0.172507688,-0.709796071,0.541416168,-0.002154062,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,2,0,1,12,9,4,31,6,7,7,0,7,0,0,2,6,1,26,0,1,5,78,3,2,50,0,3,85,2,9,-0.967865586,0.626333535,-0.169880763,-1.086710811,0.428060442,0.040007278,-0.579633057,0.560164034,0.176295817,-0.710919678,0.541449845,0.000249237,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,0,1,1,7,1,36,6,5,1,0,5,1,1,1,2,0,23,0,7,0,80,7,2,49,4,5,81,3,11,-0.9678877,0.626430869,-0.169969827,-1.086829424,0.428040266,0.039749987,-0.582552612,0.560333848,0.180065945,-0.712066948,0.54162395,0.002663403,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,0,1,9,1,33,9,9,3,2,8,1,2,13,1,0,24,1,0,7,80,6,3,51,2,5,88,1,11,-0.967957199,0.626512051,-0.17007944,-1.086828232,0.427964807,0.039445337,-0.585056961,0.56005007,0.182981446,-0.712920547,0.541643083,0.004396874,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,5,8,30,5,6,5,10,6,0,2,1,1,0,20,1,0,7,76,11,2,50,0,6,87,2,10,-0.967946589,0.62654376,-0.170226425,-1.086983919,0.428066552,0.0392114,-0.588277757,0.55999428,0.186855778,-0.714050889,0.541599214,0.006677222,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,2,2,1,1,8,5,28,5,3,3,0,6,1,0,0,1,1,27,0,1,5,78,8,1,51,1,12,88,2,10,-0.967988908,0.626588643,-0.170388103,-1.087136507,0.42809549,0.038930621,-0.591873944,0.559851229,0.190925986,-0.715239644,0.541631579,0.009058836,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,3,6,4,30,8,8,3,13,9,0,0,7,2,1,28,0,3,5,78,7,2,51,3,12,93,9,9,-0.967999697,0.626594245,-0.170486227,-1.087214231,0.428117841,0.038718704,-0.594873965,0.559247375,0.193940133,-0.716251671,0.54157424,0.010876407,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,0,6,0,2,7,4,35,7,9,3,0,6,1,1,0,3,0,29,1,0,4,83,7,2,52,0,5,93,2,10,-0.96799016,0.626595974,-0.170655206,-1.087329268,0.428166986,0.038408905,-0.598642528,0.559327245,0.19851622,-0.717725813,0.541497648,0.013530501,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,1,6,1,1,6,0,31,4,5,0,1,5,1,1,4,3,0,28,0,2,2,87,8,1,50,2,5,96,2,5,-0.967881382,0.626681566,-0.170882702,-1.087385893,0.42818892,0.038153142,-0.602885723,0.558780551,0.202650473,-0.719327331,0.54140085,0.016296325,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,2,8,2,35,4,11,2,0,5,1,0,0,4,1,28,1,0,7,82,9,2,51,2,3,94,1,11,-0.967933536,0.626546383,-0.170902699,-1.087447524,0.4281587,0.037939023,-0.605917692,0.558505237,0.205941826,-0.720564306,0.541377366,0.0183335,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,0,0,1,2,6,3,40,2,4,4,0,7,0,1,0,2,0,30,1,2,10,83,9,4,53,2,5,94,1,10,-0.967903376,0.626558483,-0.170939922,-1.087559581,0.428130478,0.037595697,-0.609733164,0.558489919,0.210245669,-0.722199559,0.54131633,0.020983744,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,4,9,1,1,7,0,34,5,6,3,5,7,0,3,6,9,0,27,0,0,10,83,7,2,51,1,3,96,1,8,-0.967856407,0.626531005,-0.170980781,-1.087651014,0.428102106,0.037318673,-0.612858415,0.558318913,0.213462502,-0.723340213,0.541312814,0.022958972,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,1,3,1,10,4,39,6,7,2,1,6,0,0,1,2,1,28,1,0,9,79,7,3,51,0,9,97,2,10,-0.967793465,0.626502573,-0.17097342,-1.087855577,0.428044289,0.037084483,-0.617672563,0.557849646,0.217738181,-0.724897861,0.54127866,0.0256381,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,9,0,0,0,3,12,1,44,7,7,2,2,7,1,0,1,1,0,31,0,3,12,80,8,3,54,0,9,112,3,10,-0.967736781,0.626424909,-0.170718163,-1.08803916,0.428066015,0.036859632,-0.622286141,0.557829857,0.222213179,-0.726562023,0.541185915,0.028443916,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,5,0,0,1,1,6,1,44,7,7,2,0,7,0,2,1,1,1,35,0,1,11,75,7,3,54,1,0,109,1,7,-0.967627943,0.626415372,-0.170785606,-1.088175893,0.428147286,0.036628891,-0.626864254,0.557909608,0.226533189,-0.728382707,0.541141391,0.03133142,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,9,0,5,3,11,1,45,5,7,5,0,5,0,0,0,1,1,33,0,3,12,77,7,2,54,1,8,111,4,10,-0.967555702,0.626409948,-0.170928076,-1.088255763,0.42813319,0.036460031,-0.630169034,0.5580073,0.229691297,-0.729780316,0.541053534,0.033527851,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,1,3,5,11,1,42,1,8,4,3,4,0,0,0,10,0,32,0,0,11,80,9,4,57,2,0,115,1,9,-0.967452466,0.62639457,-0.171088189,-1.088322759,0.428213716,0.036164403,-0.634727418,0.55789572,0.233698383,-0.7317909,0.541051924,0.03641732,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,2,0,4,2,3,15,2,42,2,9,4,1,9,2,1,1,5,0,35,5,1,9,83,5,2,55,2,5,121,0,16,-0.96732831,0.626376152,-0.171210766,-1.088406086,0.428312689,0.035905838,-0.639624476,0.557710767,0.237703592,-0.733726144,0.541092396,0.039128914,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,1,1,2,1,12,0,38,6,7,5,1,5,0,0,0,1,0,27,0,1,11,81,9,3,52,3,5,120,1,10,-0.967242956,0.626387,-0.171309993,-1.088456392,0.428316861,0.035687353,-0.643285453,0.557779253,0.240963429,-0.735158861,0.541108966,0.041202452,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,9,0,2,1,13,3,39,3,10,1,5,6,0,0,1,1,1,34,0,0,10,82,4,1,55,7,4,132,0,10,-0.967123151,0.626398325,-0.171385109,-1.088570833,0.428392351,0.035431288,-0.648317218,0.557832122,0.245096296,-0.736997008,0.541172981,0.044002801,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,1,5,2,3,1,11,6,39,6,7,4,1,3,0,1,0,5,1,33,0,2,10,88,4,4,54,1,5,135,3,10,-0.966960847,0.626382887,-0.171457782,-1.088626742,0.428446919,0.035140239,-0.6535725,0.55820471,0.24946022,-0.739026129,0.541024148,0.046889879,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,1,1,3,3,7,2,36,7,8,3,1,5,0,0,0,3,1,30,0,2,10,91,8,4,52,6,8,133,0,10,-0.966828823,0.626370072,-0.171543628,-1.08868134,0.428408742,0.034924131,-0.657301843,0.558144927,0.252668679,-0.740628839,0.541028857,0.048984777,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,5,3,5,4,11,2,43,3,4,4,2,5,8,0,2,1,0,30,0,0,11,90,6,0,52,11,9,132,0,9,-0.966740012,0.626075566,-0.172008976,-1.088628888,0.428417683,0.034651969,-0.662694573,0.55830729,0.25675869,-0.742808342,0.541118443,0.051817846,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,5,1,3,5,11,3,39,9,7,7,4,4,0,1,13,0,1,31,0,3,11,90,10,5,55,1,0,128,1,10,-0.966528296,0.625981092,-0.172153369,-1.088542581,0.42852965,0.034466323,-0.668278515,0.558056831,0.260789484,-0.745075524,0.541058362,0.054731425,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,1,9,0,12,2,10,2,35,13,7,8,1,9,1,1,0,2,0,30,0,4,12,90,7,4,53,2,5,124,1,12,-0.96638,0.625938416,-0.172210827,-1.088508606,0.428546041,0.034319799,-0.672126174,0.558190823,0.263881832,-0.746687353,0.541095018,0.056819044,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,7,0,3,3,11,5,35,4,6,5,11,5,2,0,1,2,1,26,15,0,10,89,7,4,57,1,3,131,0,10,-0.966240466,0.625927329,-0.172177181,-1.088467479,0.428565711,0.034102876,-0.677731752,0.558040679,0.267554581,-0.748720407,0.541292489,0.059374176,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,9,1,5,3,13,3,37,4,9,7,0,5,1,0,1,1,3,32,0,9,15,90,7,5,57,1,5,133,0,8,-0.965981007,0.625931323,-0.172164679,-1.088398695,0.428535849,0.033879429,-0.683612883,0.557997942,0.27165094,-0.750902832,0.541294038,0.062083662,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,11,1,3,4,19,3,37,2,6,8,0,6,0,1,1,1,1,32,0,0,9,91,6,0,58,1,4,123,3,11,-0.965981424,0.626162767,-0.172001734,-1.08837533,0.428507149,0.033660118,-0.689335048,0.558120787,0.275462896,-0.753109097,0.541310787,0.064861052,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,7,1,3,0,19,3,41,5,7,8,8,7,7,0,0,2,0,30,1,5,12,97,7,2,55,2,7,129,0,10,-0.965735972,0.62616533,-0.171917707,-1.088400364,0.428507954,0.033534542,-0.694080949,0.557490468,0.278018743,-0.754805386,0.541297138,0.066926464,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,13,0,2,2,18,5,39,3,8,8,12,7,1,0,2,1,0,33,0,0,11,87,9,0,62,1,5,133,0,8,-0.965243042,0.626014769,-0.171816856,-1.088379979,0.428492099,0.033340052,-0.69982177,0.558142781,0.282092452,-0.757062912,0.541344702,0.069642998,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,11,0,1,0,19,6,46,6,7,9,0,6,0,0,6,2,0,31,1,0,11,90,9,2,60,1,10,132,5,7,-0.964939535,0.626020908,-0.171627969,-1.088354111,0.42849195,0.033152759,-0.707013965,0.556857169,0.285149395,-0.759419501,0.5414536,0.072321512,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,9,7,2,7,0,17,3,38,2,5,4,14,10,0,1,0,1,3,32,0,13,11,86,13,2,59,2,5,133,7,7,-0.964941919,0.626111031,-0.17135933,-1.088401318,0.428504318,0.033060133,-0.711958528,0.556907356,0.288106233,-0.761234105,0.541548193,0.074274547,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,9,1,6,3,15,3,38,3,9,1,0,9,0,0,1,0,0,34,0,0,14,88,7,0,62,2,11,140,0,14,-0.964565694,0.625760853,-0.171083927,-1.088332891,0.428487152,0.032900363,-0.718142569,0.55685699,0.291541815,-0.763563693,0.541785002,0.076855853,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
