S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,
1,1,2,0,4,5,6,19,10,4,20,1,0,1,13,1,3,3,11,34,1,0,10,32,6,7,67,0,11,205,0,13,-1.056490779,0.646458328,-0.174161196,-1.151343226,0.441546053,0.045245215,-0.560795367,0.558478892,-0.158897787,-0.781527698,0.549634933,-0.171615422,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,3,6,5,4,3,18,13,1,22,4,1,5,0,1,0,12,13,33,1,0,7,36,9,3,64,1,11,203,2,18,-1.056353569,0.646433234,-0.174298108,-1.151261926,0.441512972,0.045019712,-0.56058979,0.558682382,-0.157957971,-0.781292439,0.549712718,-0.171203673,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,4,2,6,8,11,19,6,0,19,3,1,6,1,1,0,1,12,27,0,1,7,32,11,3,65,0,11,203,1,17,-1.056204915,0.64640069,-0.174460188,-1.151233315,0.441502988,0.044789165,-0.560269475,0.558853328,-0.156796232,-0.780970871,0.549777329,-0.170699254,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,1,0,5,0,3,19,11,10,19,3,1,5,0,1,0,2,16,35,0,0,8,35,7,4,67,2,9,200,3,18,-1.056093931,0.64634192,-0.174578354,-1.151188612,0.441522747,0.044594489,-0.559969485,0.559023678,-0.155786291,-0.780671477,0.5499143,-0.170240015,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,1,7,5,7,18,11,1,17,4,1,7,0,1,0,0,13,31,0,0,8,33,4,3,64,1,9,204,1,18,-1.055924535,0.646307588,-0.174774393,-1.151147127,0.44149977,0.044366911,-0.559616268,0.559218466,-0.154241353,-0.780297458,0.550123692,-0.169513837,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,1,3,6,3,20,10,7,17,2,1,6,14,1,0,0,14,31,0,2,9,36,8,0,67,1,9,201,0,19,-1.055752516,0.646258116,-0.174975604,-1.151145816,0.441455722,0.044114035,-0.559303522,0.559385478,-0.152521864,-0.779892266,0.550145388,-0.168836415,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,1,3,5,2,18,10,2,17,8,0,5,0,1,0,0,14,35,5,1,6,34,9,3,72,1,14,205,1,20,-1.055493116,0.645979822,-0.175193235,-1.151122451,0.441512108,0.043847784,-0.559052706,0.559548259,-0.150674939,-0.779569924,0.55015552,-0.168008909,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,3,5,6,2,15,9,2,19,4,0,6,3,5,0,0,13,32,0,0,9,35,9,4,62,3,10,202,0,18,-1.055321455,0.645937502,-0.175308049,-1.151154399,0.441500455,0.043675639,-0.558871329,0.559668005,-0.149338633,-0.779303253,0.550168931,-0.167399764,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
10,10,0,0,4,6,3,18,11,2,19,2,1,9,3,5,0,0,13,29,1,1,9,40,3,5,68,0,10,201,1,16,-1.055093408,0.645883083,-0.1754556,-1.151175261,0.441482425,0.043425009,-0.558639467,0.559809208,-0.147526935,-0.77899605,0.550158083,-0.166521877,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,0,2,4,3,16,12,4,20,7,1,6,8,0,0,2,12,27,0,0,10,37,5,4,63,2,9,203,0,17,-1.054898739,0.646253824,-0.1755362,-1.151245475,0.441555053,0.043177012,-0.558418393,0.559914231,-0.145678043,-0.778618455,0.550104916,-0.165731236,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,0,6,7,2,16,11,3,19,0,1,6,14,1,1,2,15,28,0,1,7,36,9,9,69,11,7,204,0,14,-1.054535866,0.646049917,-0.175755084,-1.151273012,0.441552609,0.042904563,-0.558219671,0.560011446,-0.143550843,-0.778206825,0.550044358,-0.164902106,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,7,0,8,6,3,16,11,4,18,2,0,8,4,1,1,0,13,29,0,5,11,46,8,4,65,1,9,203,2,14,-1.054480195,0.64588201,-0.175859362,-1.151325822,0.441558719,0.042728692,-0.558028519,0.560077071,-0.141977996,-0.777940154,0.549919784,-0.164130703,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,4,1,1,5,3,3,14,9,4,19,4,0,3,1,0,0,2,11,28,0,4,10,40,7,3,65,0,9,202,1,13,-1.054143906,0.645876348,-0.176028892,-1.151399255,0.441604197,0.042450178,-0.557837725,0.560085595,-0.139621809,-0.777575076,0.549770057,-0.163243428,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,4,0,3,5,0,16,10,4,17,3,0,8,0,0,13,2,10,29,1,9,8,44,8,6,67,1,7,200,3,11,-1.053774476,0.645788372,-0.176015392,-1.151507378,0.441648662,0.042220164,-0.55755204,0.560236573,-0.137430504,-0.777172685,0.549714208,-0.162174374,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,6,0,5,7,3,19,13,2,17,0,0,4,0,0,1,4,17,32,0,1,14,44,8,8,69,2,4,197,2,18,-1.053467512,0.645694196,-0.176072091,-1.151581645,0.441590548,0.041874982,-0.557318628,0.560291648,-0.135148823,-0.776826501,0.549682438,-0.160981059,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,3,4,20,12,3,15,0,0,2,1,1,0,1,11,30,0,0,7,44,6,5,69,1,11,201,3,14,-1.05320406,0.645693064,-0.176156849,-1.151709795,0.44159469,0.041615836,-0.557139933,0.560321569,-0.13335602,-0.77649951,0.549664319,-0.160016224,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
12,0,0,2,4,3,3,16,13,3,18,4,0,8,1,0,0,2,13,28,1,0,6,45,6,3,69,1,9,196,0,14,-1.052879214,0.645765305,-0.176228195,-1.151719689,0.441593498,0.041218836,-0.556757629,0.560272574,-0.130771711,-0.775960267,0.549663484,-0.158859611,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,0,4,3,5,18,12,1,14,3,0,5,1,2,6,8,13,29,0,1,8,44,7,7,68,1,4,198,2,10,-1.052611589,0.645730793,-0.176433489,-1.151801944,0.441545159,0.040899437,-0.556479573,0.560248315,-0.128183424,-0.775537908,0.549766541,-0.157521307,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,0,0,12,3,3,16,14,2,19,3,0,7,1,1,0,3,18,32,0,0,6,45,7,4,66,1,7,194,2,18,-1.052362561,0.645583928,-0.176515371,-1.15195787,0.441596448,0.040637981,-0.556197762,0.560173094,-0.125674456,-0.775146961,0.549655616,-0.15628773,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,0,9,7,3,18,11,8,18,2,0,16,0,5,0,0,12,28,0,1,5,46,8,6,69,2,10,194,3,13,-1.052160025,0.64549154,-0.176684231,-1.152094364,0.441634148,0.040413562,-0.556137502,0.56012553,-0.123857744,-0.774861395,0.54956156,-0.155347168,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,2,3,0,6,4,4,21,14,5,14,4,0,4,1,1,1,0,14,28,0,0,1,44,4,3,67,5,7,195,2,13,-1.051946402,0.645427644,-0.176793098,-1.152228832,0.441636086,0.040098988,-0.556000471,0.559939086,-0.12140961,-0.774511635,0.549364686,-0.154153585,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,4,7,3,19,18,2,14,0,2,5,0,0,0,1,10,32,3,0,5,48,5,8,66,1,8,193,2,12,-1.051787615,0.645356238,-0.176908746,-1.152418852,0.441641301,0.03984258,-0.555803895,0.559785664,-0.118920058,-0.774231315,0.549192369,-0.152822003,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,1,1,4,3,1,18,23,2,14,3,0,9,1,0,0,1,13,30,0,0,6,45,5,0,71,0,11,196,2,9,-1.051632047,0.645367563,-0.176998228,-1.152515769,0.441602498,0.039544601,-0.555681109,0.559722066,-0.116230786,-0.773933113,0.549130797,-0.151454449,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,0,2,5,5,19,21,2,17,0,0,6,1,5,1,6,14,29,0,0,2,44,1,2,67,1,9,193,2,13,-1.051559448,0.645406067,-0.177087992,-1.152666569,0.441583335,0.039344452,-0.555674791,0.559567571,-0.114042923,-0.773684442,0.549089432,-0.150424838,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,1,6,0,10,4,4,18,21,6,17,9,1,8,0,1,0,1,11,31,0,0,7,48,8,2,69,5,11,193,2,12,-1.051414371,0.645390034,-0.177154392,-1.15282619,0.441527665,0.039092544,-0.555576801,0.559397578,-0.111142345,-0.773411989,0.548969448,-0.149023607,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,5,6,4,5,18,21,1,17,6,0,8,1,2,1,1,11,32,0,0,9,45,6,0,63,1,8,196,3,15,-1.05123806,0.645395696,-0.177139789,-1.153056145,0.441565573,0.038816258,-0.555692375,0.55911243,-0.108219691,-0.773145795,0.548903704,-0.14749819,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,7,6,5,6,18,23,2,18,1,0,2,0,2,1,2,13,28,0,4,6,49,3,2,68,0,9,193,10,12,-1.051119447,0.645431936,-0.177116573,-1.15326786,0.441514909,0.038553108,-0.555580795,0.559112847,-0.106268048,-0.772962689,0.548877954,-0.146376491,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,5,12,7,4,5,13,22,5,16,5,0,12,11,1,0,0,13,25,1,4,3,45,6,5,66,1,9,192,1,14,-1.05085206,0.64540875,-0.17689392,-1.153527856,0.441454202,0.03828973,-0.55557698,0.558985651,-0.10345231,-0.772724569,0.548859656,-0.144984543,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,3,1,0,2,6,6,22,19,0,18,3,1,6,0,0,0,1,11,28,1,0,6,48,9,1,69,1,9,190,2,14,-1.050670862,0.645395279,-0.176750422,-1.153779745,0.441480696,0.038072914,-0.555593193,0.55882591,-0.100630477,-0.772485197,0.548730016,-0.143444449,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,0,0,5,5,0,16,23,3,17,1,0,8,2,1,0,1,15,32,0,0,10,48,8,1,67,2,10,189,2,15,-1.050547838,0.645456314,-0.176670015,-1.154012799,0.441401094,0.037849821,-0.555687368,0.558597744,-0.097564138,-0.772231042,0.548746884,-0.141924515,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,14,0,0,5,6,5,18,23,3,17,4,2,9,0,1,1,1,14,21,5,1,5,52,7,1,68,0,9,193,6,14,-1.050384521,0.645542383,-0.176604316,-1.154196739,0.441295862,0.03762177,-0.555736065,0.55851841,-0.094613969,-0.772013664,0.548587561,-0.140175596,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,1,1,7,6,3,17,20,6,18,3,0,7,0,1,2,1,14,27,0,0,7,50,9,1,67,1,8,189,3,16,-1.050274372,0.64554739,-0.176515326,-1.15430057,0.441215217,0.037448507,-0.555755198,0.558331013,-0.092439108,-0.771852136,0.548467755,-0.139051989,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,1,5,7,5,17,21,1,19,3,0,16,1,1,2,1,13,27,1,1,5,46,8,1,71,7,15,193,9,11,-1.050182343,0.645595372,-0.176413,-1.154488802,0.441204697,0.037239574,-0.555939734,0.558102489,-0.089550748,-0.771696746,0.548420906,-0.137463495,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,2,0,5,8,3,17,21,2,19,9,0,7,0,1,5,2,14,26,0,3,1,48,7,0,70,1,11,186,1,10,-1.050086141,0.645660102,-0.176323146,-1.154644251,0.441078216,0.0369615,-0.556088507,0.557824492,-0.086679555,-0.771535456,0.548340857,-0.135896608,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,4,5,4,18,20,2,16,3,0,5,0,2,1,1,13,26,0,2,6,46,10,3,72,1,9,188,0,10,-1.049995303,0.645677745,-0.176177144,-1.154856801,0.440953314,0.036690235,-0.556316197,0.557406127,-0.083571345,-0.771366656,0.548056245,-0.134350076,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,2,0,3,5,5,19,22,4,14,4,1,8,13,1,2,2,12,29,0,1,5,50,9,6,68,1,9,190,1,16,-1.04992938,0.645727634,-0.176113442,-1.154968619,0.440942943,0.036529984,-0.55648607,0.55706799,-0.081061594,-0.771246195,0.547873735,-0.133196756,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,2,2,4,6,0,17,24,3,18,4,0,6,0,0,1,4,14,31,0,1,6,49,8,2,70,1,10,184,0,12,-1.049862146,0.646017134,-0.175971478,-1.155071139,0.440794289,0.036329068,-0.556958139,0.556639671,-0.077663288,-0.771223962,0.547619879,-0.131639048,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,2,0,6,6,4,17,23,1,19,5,1,9,0,2,1,0,15,27,0,0,4,48,9,3,69,0,9,188,0,12,-1.049776912,0.646072567,-0.175728753,-1.155210257,0.440608323,0.036100466,-0.557384372,0.555946767,-0.074079275,-0.771239638,0.547312319,-0.130012125,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,4,1,0,0,5,8,18,24,2,19,0,0,4,0,8,2,1,15,24,0,0,3,51,7,1,63,1,7,183,1,15,-1.049713969,0.646164954,-0.175554082,-1.155382276,0.440513074,0.035962369,-0.557793915,0.555514574,-0.071323782,-0.771195948,0.547118783,-0.128742844,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,8,6,3,17,21,1,20,4,0,5,0,1,2,2,14,27,2,1,6,52,10,3,69,1,12,184,0,8,-1.049609661,0.646272779,-0.175320521,-1.15558064,0.440309495,0.035766952,-0.558362067,0.554875553,-0.067734025,-0.771088898,0.546876729,-0.127014518,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,0,3,4,4,17,30,4,19,5,0,8,1,1,2,0,15,28,0,0,4,51,7,2,68,0,14,188,0,13,-1.049505711,0.64631176,-0.175082639,-1.155702114,0.440090746,0.035541698,-0.558863938,0.554082394,-0.063883513,-0.770932972,0.546582758,-0.125219911,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,0,5,6,8,16,24,2,19,3,0,8,9,1,1,1,15,27,0,0,5,57,9,1,67,1,9,182,1,16,-1.049417138,0.646357715,-0.174831331,-1.155816078,0.43998006,0.03539072,-0.559270084,0.553319693,-0.059964884,-0.770839214,0.546263576,-0.123497263,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,1,4,5,3,17,25,2,19,10,0,8,0,0,1,1,14,33,14,0,7,58,8,4,64,0,11,181,1,13,-1.049390554,0.646291018,-0.174703002,-1.155929208,0.439880997,0.03527857,-0.55968982,0.552722335,-0.057128266,-0.77078861,0.546095133,-0.122244604,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,0,0,3,6,3,22,25,12,18,2,0,3,1,1,1,5,16,33,0,6,4,56,9,4,67,1,10,181,0,9,-1.049307942,0.646384656,-0.17452094,-1.156036019,0.439730644,0.035105668,-0.560178459,0.55196327,-0.053528447,-0.770725429,0.545707047,-0.120493852,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,0,9,5,9,17,27,1,19,1,1,8,0,2,1,0,13,31,0,0,7,60,7,2,67,1,7,180,1,12,-1.049206376,0.64636004,-0.174359053,-1.156188488,0.439673364,0.03494589,-0.560548842,0.551267922,-0.04993993,-0.770654559,0.545349002,-0.118694611,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,1,0,3,5,3,19,23,2,18,4,0,9,2,0,4,0,14,29,0,0,6,61,5,0,69,0,9,184,3,16,-1.049094319,0.646377981,-0.174235553,-1.15628767,0.439524204,0.034735981,-0.560980678,0.550773919,-0.046548307,-0.770483136,0.545161903,-0.11687582,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,0,1,3,3,5,16,25,1,17,6,0,5,1,1,0,1,11,33,0,0,6,61,10,2,68,0,11,185,0,13,-1.049004436,0.646391749,-0.174127191,-1.156393647,0.439452887,0.034584418,-0.561412156,0.550169528,-0.044220868,-0.770424128,0.544869542,-0.11554645,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,0,11,1,3,15,22,3,14,5,1,6,2,1,1,1,13,29,0,0,7,59,5,4,67,1,9,177,1,15,-1.048885226,0.646455348,-0.173962533,-1.156492233,0.439379424,0.034398444,-0.561826825,0.549585164,-0.04097037,-0.770404518,0.544552386,-0.113814518,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,0,5,9,4,16,28,5,11,6,0,5,0,1,0,0,12,29,0,0,7,61,6,5,69,1,8,183,2,15,-1.048772812,0.646437109,-0.173741952,-1.156613111,0.439170867,0.034145188,-0.562181592,0.549239218,-0.037678603,-0.770302296,0.544323862,-0.112144187,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,4,0,5,9,2,17,31,2,13,5,0,6,1,1,1,2,13,31,0,0,2,60,8,3,74,0,10,182,0,13,-1.048704267,0.646458566,-0.173618138,-1.156658411,0.43905443,0.03397334,-0.562554061,0.5487746,-0.034451984,-0.770166636,0.543968797,-0.110482559,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,0,2,6,3,19,30,2,11,8,1,4,1,0,0,0,14,28,0,8,7,61,5,6,71,5,12,191,0,13,-1.04864645,0.646483719,-0.173555806,-1.156659365,0.439001083,0.033855077,-0.562938869,0.54847306,-0.032111567,-0.770116448,0.543698967,-0.109195791,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,1,6,7,6,17,31,7,10,4,0,3,1,0,1,1,12,28,1,1,4,58,10,2,70,0,9,194,1,10,-1.04857564,0.646549463,-0.173485637,-1.156675458,0.438878119,0.033713389,-0.563335478,0.548166811,-0.028868377,-0.77007705,0.543535888,-0.107439511,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,3,0,3,5,0,16,28,4,10,6,1,5,0,0,2,1,14,29,0,2,0,60,5,4,69,1,7,192,4,16,-1.048516273,0.646581471,-0.173428729,-1.156646848,0.438744038,0.033552974,-0.563873231,0.547784925,-0.025538595,-0.770076811,0.543283522,-0.105564743,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,0,3,7,3,17,25,2,11,5,0,12,0,1,0,0,16,32,0,1,4,57,4,1,66,1,10,190,0,8,-1.048463702,0.646625698,-0.173414752,-1.156594396,0.438679695,0.033425938,-0.564388454,0.547445059,-0.022903888,-0.769907117,0.543083787,-0.104228511,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,8,1,4,5,6,3,19,27,1,11,7,0,8,0,4,0,1,0,34,1,2,4,62,6,5,71,1,10,192,2,13,-1.04841435,0.64665097,-0.173341483,-1.156507492,0.438569903,0.033260636,-0.564965665,0.547114015,-0.019107658,-0.769718826,0.543080449,-0.102275141,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,3,0,0,5,4,17,28,9,11,7,1,7,0,0,0,1,0,30,0,0,6,61,5,4,71,0,7,192,0,15,-1.048419952,0.646728277,-0.173406482,-1.15639627,0.438465923,0.033078484,-0.565658748,0.54658246,-0.015269606,-0.769657195,0.542910457,-0.100035742,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,2,1,3,7,7,17,28,2,6,8,1,7,11,0,1,5,0,29,1,0,6,66,5,4,69,0,9,190,1,16,-1.048386574,0.646730304,-0.173545346,-1.156263947,0.438454956,0.03291747,-0.566338956,0.546013832,-0.011429949,-0.769535661,0.542740107,-0.097802736,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,1,2,4,4,22,27,0,9,5,1,5,0,0,1,0,3,31,0,0,4,61,7,2,69,1,11,186,9,14,-1.04836154,0.646889865,-0.173653662,-1.156192422,0.438429207,0.032803576,-0.566831589,0.545719981,-0.008431033,-0.769393027,0.542614341,-0.096155599,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,3,2,0,3,7,6,18,29,0,10,6,0,6,0,0,0,0,1,33,1,0,5,61,5,3,71,1,9,188,0,12,-1.04828167,0.646830082,-0.173795611,-1.156077862,0.438417882,0.032608077,-0.567911386,0.54497534,-0.004488842,-0.769351423,0.542513669,-0.094139062,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,1,5,5,3,14,24,0,11,5,1,0,0,0,1,0,0,32,0,0,3,58,5,1,73,0,14,187,1,13,-1.04820621,0.646890402,-0.173978791,-1.156097889,0.438542902,0.03245737,-0.568765998,0.544372976,-0.000446658,-0.769479096,0.542301118,-0.092174187,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,4,12,6,16,26,2,12,11,0,8,1,0,0,2,0,36,0,0,5,64,5,2,70,0,7,175,1,13,-1.048135281,0.646834195,-0.174192026,-1.156089783,0.438535601,0.032237921,-0.569772959,0.543639421,0.003611137,-0.76953876,0.542027354,-0.09029074,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,5,0,4,3,6,16,29,0,11,4,1,6,0,0,1,0,1,40,0,0,2,64,9,4,71,0,10,181,0,11,-1.048072457,0.646763086,-0.174405724,-1.156072021,0.438557655,0.032037169,-0.57083416,0.542838216,0.00648516,-0.769661546,0.541737616,-0.088715293,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,2,3,0,4,5,5,12,29,1,11,2,0,3,0,0,2,7,1,38,0,0,5,70,5,1,71,1,6,174,1,20,-1.047941208,0.646707773,-0.174654931,-1.156078935,0.438793719,0.031833459,-0.571854234,0.542009294,0.010391812,-0.769676566,0.541397274,-0.086748049,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,2,1,6,7,18,28,0,9,3,1,7,0,1,1,0,0,40,0,15,5,73,5,4,73,8,13,188,0,15,-1.047764063,0.646654427,-0.174932405,-1.156065941,0.438842475,0.031627811,-0.572902262,0.541244984,0.014444876,-0.769711614,0.54136765,-0.08474867,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,11,1,2,0,7,17,35,1,12,3,0,13,1,0,1,5,0,37,0,0,5,68,7,3,74,0,6,186,1,16,-1.047632098,0.646458566,-0.175068066,-1.156045794,0.438884377,0.031470764,-0.573812246,0.540600061,0.017503481,-0.769704223,0.541141868,-0.083261088,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,1,1,5,7,6,15,30,3,10,3,0,7,0,3,1,4,1,37,0,0,5,67,7,6,71,1,14,189,1,13,-1.047410607,0.646113753,-0.175281212,-1.15600574,0.439040601,0.031286418,-0.574945092,0.540109277,0.021486687,-0.769675612,0.540843368,-0.081291534,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,0,3,10,10,16,31,0,9,5,5,6,1,0,1,1,4,40,0,0,8,69,5,3,70,1,7,184,0,14,-1.047209978,0.646084845,-0.175498307,-1.155984759,0.43907845,0.03110964,-0.575864851,0.539730191,0.025309369,-0.769793451,0.5404616,-0.079324134,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,0,4,5,9,16,33,12,9,5,0,7,0,2,1,0,3,34,0,2,5,67,9,2,71,2,7,186,0,12,-1.047041059,0.646011591,-0.17563206,-1.155953526,0.43911165,0.030914679,-0.577021182,0.538983464,0.028659066,-0.769953966,0.540087759,-0.077505395,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,2,7,7,16,29,5,9,8,1,5,0,0,1,1,2,36,0,0,10,71,7,4,67,3,10,193,1,11,-1.046911955,0.646179855,-0.17567201,-1.155944824,0.439161271,0.030783005,-0.577690899,0.538606167,0.031176224,-0.770031631,0.539857507,-0.076114096,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,3,0,3,8,8,16,36,2,9,1,0,7,1,0,0,0,1,33,1,0,3,72,6,2,73,1,9,190,0,12,-1.046717763,0.646076322,-0.175790325,-1.155931234,0.43919301,0.030614143,-0.578459263,0.538437366,0.0349482,-0.770189285,0.539535224,-0.074309632,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,1,2,8,11,19,35,1,11,7,1,5,1,1,1,1,3,35,0,0,5,72,7,2,74,3,11,191,1,12,-1.046501398,0.645986915,-0.175914302,-1.155901194,0.439195573,0.030429151,-0.579522669,0.538059235,0.038498953,-0.770259261,0.539348722,-0.072396927,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,3,0,2,10,9,18,36,1,10,11,1,11,1,1,0,1,2,37,1,1,5,70,6,1,75,1,11,193,0,13,-1.046319962,0.645818293,-0.175903708,-1.15587163,0.439277083,0.030281983,-0.580575705,0.537381232,0.040983178,-0.770275116,0.539132297,-0.070900977,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,2,0,1,8,7,15,36,2,9,8,0,6,0,0,1,0,0,27,1,4,5,73,9,2,76,2,12,188,0,11,-1.046100497,0.645777225,-0.176051259,-1.155827999,0.439394951,0.030146651,-0.581570029,0.536859155,0.044281568,-0.770369112,0.538959563,-0.068935759,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,2,2,0,8,6,7,13,34,1,10,4,0,7,0,1,1,1,2,27,0,0,3,77,3,1,76,0,10,193,0,13,-1.045915246,0.645576239,-0.176324651,-1.155787826,0.439453989,0.030011997,-0.582457781,0.536492348,0.047780547,-0.770541549,0.538821578,-0.067050055,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,1,0,6,10,9,19,39,1,15,4,0,9,0,1,0,2,0,29,1,0,5,77,7,4,75,0,7,188,1,18,-1.04560864,0.645491958,-0.176403895,-1.155728579,0.439560354,0.029880427,-0.583412945,0.536161184,0.051225714,-0.770646393,0.538733423,-0.065204889,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,0,1,11,8,18,42,1,9,2,0,8,0,1,1,0,1,26,1,0,7,82,6,2,75,4,10,192,1,15,-1.045372128,0.645290494,-0.176485226,-1.15574348,0.439662606,0.029777974,-0.584249735,0.535985649,0.053867124,-0.770752907,0.538687825,-0.063757494,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,3,0,2,11,5,12,43,0,10,5,7,10,0,0,1,13,0,33,0,0,4,80,4,2,75,3,11,191,8,16,-1.045028687,0.645148039,-0.17642051,-1.155691624,0.439684957,0.029559312,-0.585328996,0.535560906,0.057369255,-0.77087152,0.538765848,-0.061562851,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,2,2,0,3,15,7,16,40,5,10,5,4,6,2,0,0,0,0,29,1,2,7,81,5,6,79,0,10,189,1,14,-1.044794083,0.645085156,-0.176522329,-1.155632257,0.43976751,0.029356834,-0.586443901,0.535473406,0.061010614,-0.770999789,0.538700759,-0.059457224,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,0,3,8,8,15,44,1,15,4,0,5,2,1,1,1,1,26,1,0,6,77,7,4,77,2,10,188,0,14,-1.044574618,0.644994557,-0.176613674,-1.155548453,0.439843714,0.029222213,-0.587444603,0.535206497,0.064351022,-0.771098793,0.538551867,-0.057499353,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
