S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MWx,MWy,MWz,MSx,MSy,MSz,MCx,MCy,MCz,MEx,MEy,MEz,session_time_stamp
23,15,21,4,7,0,6,1,0,1,14,11,1,4,8,0,5,18,7,7,18,55,4,16,3,0,1,0,-0.0652255862951278,-0.190503120422363,0.277231633663177,-0.20187446475029,-0.33639469742775,0.579657673835754,-0.0109612168744206,-0.46103447675705,0.308261662721634,-0.236501157283783,-0.104302778840065,0.31680828332901,29_Jan_2024_11_07
23,10,11,2,4,0,12,0,0,1,12,5,1,3,0,14,3,15,7,5,19,55,4,16,3,1,2,0,-0.0615546219050884,-0.190435200929642,0.277669072151184,-0.201982825994491,-0.336413770914078,0.579572737216949,-0.0110607426613569,-0.461170732975006,0.308301776647568,-0.23312708735466,-0.104114063084126,0.315295517444611,29_Jan_2024_11_07
23,14,14,5,4,0,1,0,1,1,7,8,0,4,0,1,4,15,7,5,15,47,4,16,2,0,1,0,-0.0590683184564113,-0.190355226397514,0.277919143438339,-0.202015608549118,-0.336368948221207,0.579503178596497,-0.0111288540065288,-0.461271584033966,0.308336287736893,-0.230773344635963,-0.103923015296459,0.31429198384285,29_Jan_2024_11_07
27,14,13,3,4,0,4,0,0,1,11,5,1,7,0,6,4,17,8,6,15,50,4,15,0,5,0,0,-0.0552989244461059,-0.190184205770492,0.278165012598038,-0.202093452215195,-0.3363216817379,0.579373598098755,-0.0112278880551457,-0.461433231830597,0.308399498462677,-0.227132886648178,-0.103477135300636,0.312773466110229,29_Jan_2024_11_07
22,10,10,6,5,1,1,0,0,0,17,11,1,4,4,1,6,16,3,12,17,48,6,17,3,1,7,0,-0.0525951869785785,-0.190047711133957,0.278327226638794,-0.202138945460319,-0.336292862892151,0.579296708106995,-0.0113098938018083,-0.461550533771515,0.30843186378479,-0.22463646531105,-0.103121131658554,0.311744421720505,29_Jan_2024_11_07
24,16,15,3,0,6,1,0,1,0,5,1,0,3,4,2,0,16,9,9,15,46,3,15,4,1,0,0,-0.0483976863324642,-0.189382508397102,0.278093308210373,-0.202213034033775,-0.336263358592987,0.57919305562973,-0.0114432219415903,-0.461753666400909,0.308480739593506,-0.220798552036285,-0.102663986384869,0.310215175151825,29_Jan_2024_11_07
20,15,15,3,5,0,6,0,11,11,11,4,1,6,1,0,4,18,8,8,15,48,6,17,3,1,0,0,-0.0440001003444194,-0.188915833830833,0.277953535318375,-0.202349618077278,-0.336205840110779,0.57909095287323,-0.0115639492869377,-0.461961418390274,0.308530777692795,-0.216770678758621,-0.102155759930611,0.308652073144913,29_Jan_2024_11_07
23,14,15,0,5,0,6,0,4,1,8,9,1,8,0,0,2,17,9,8,16,46,0,13,2,1,5,0,-0.0410843789577484,-0.188624233007431,0.27782478928566,-0.202468186616897,-0.336148649454117,0.579010367393494,-0.0116316648200154,-0.462096571922302,0.308568745851517,-0.21398514509201,-0.101764224469662,0.307639956474304,29_Jan_2024_11_07
24,16,16,4,5,0,6,1,0,1,8,2,1,4,0,2,4,16,7,5,17,52,4,17,3,1,0,14,-0.036597553640604,-0.188236176967621,0.277651995420456,-0.202697053551674,-0.336028218269348,0.578877151012421,-0.0117247179150581,-0.462288200855255,0.308625757694244,-0.209722608327866,-0.101223647594452,0.30614498257637,29_Jan_2024_11_07
23,13,13,7,4,2,2,0,1,3,7,4,5,5,9,2,1,15,9,9,16,49,4,15,2,1,2,1,-0.0337042734026908,-0.188106179237366,0.277481198310852,-0.202845007181168,-0.335954427719116,0.578772723674774,-0.0117843747138977,-0.462420582771301,0.30866327881813,-0.206804677844047,-0.100836664438248,0.305212706327438,29_Jan_2024_11_07
24,10,19,6,5,2,3,3,0,6,6,1,1,2,0,1,5,18,8,5,15,50,4,16,2,13,2,0,-0.029215183109045,-0.188037142157555,0.277380287647247,-0.203041151165962,-0.335825353860855,0.578591525554657,-0.0118563566356897,-0.462643980979919,0.308728158473968,-0.202347874641418,-0.100303985178471,0.303869515657425,29_Jan_2024_11_07
26,15,18,7,3,1,0,0,0,0,7,2,0,2,6,1,4,18,3,13,17,49,4,17,6,2,1,0,-0.0262305662035942,-0.187991052865982,0.277254015207291,-0.203145444393158,-0.335730999708176,0.57846611738205,-0.0118988621979951,-0.462798804044724,0.308779984712601,-0.199327200651169,-0.0999477356672287,0.303002685308456,29_Jan_2024_11_07
23,16,18,2,4,0,3,0,0,0,3,4,5,7,1,1,4,17,7,7,18,47,6,15,2,0,2,0,-0.0217569544911384,-0.187914058566093,0.27698802947998,-0.203254833817482,-0.335587412118912,0.578258097171783,-0.0119836386293172,-0.463043540716171,0.308853387832642,-0.194744750857353,-0.0993851199746131,0.301721215248108,29_Jan_2024_11_07
24,17,15,1,4,5,6,3,1,2,4,10,0,6,3,0,13,17,8,8,17,48,0,19,4,1,3,1,-0.0186785105615854,-0.187894597649574,0.276738733053207,-0.203296974301338,-0.335497438907623,0.578123927116394,-0.0120401894673705,-0.463228136301041,0.308893918991089,-0.19162979722023,-0.0990222096443176,0.300890773534775,29_Jan_2024_11_07
24,16,21,7,4,0,1,0,2,2,0,4,1,1,0,1,4,15,9,9,17,45,0,14,3,1,2,0,-0.0140258558094501,-0.187703475356102,0.276164323091507,-0.203350901603699,-0.335358649492264,0.577934622764587,-0.0121330842375755,-0.463505744934082,0.308963000774383,-0.186877474188805,-0.0984998121857643,0.299669981002808,29_Jan_2024_11_07
24,15,15,2,3,0,3,0,1,2,5,3,1,5,0,3,3,14,8,6,17,50,3,17,3,2,3,0,-0.0092234602198004,-0.187375783920288,0.275439471006393,-0.203373417258263,-0.335203021764755,0.577776372432709,-0.0122410003095865,-0.463790416717529,0.309013396501541,-0.182063594460487,-0.0979605838656425,0.298391103744507,29_Jan_2024_11_07
26,15,15,1,5,2,2,1,3,3,3,1,0,0,0,0,4,11,4,7,17,53,7,16,2,0,2,0,-0.0059016114100813,-0.187245845794678,0.274940878152847,-0.203388690948486,-0.335137605667114,0.57768589258194,-0.0123066436499357,-0.463983952999115,0.309049785137177,-0.17879880964756,-0.0976417884230613,0.297537565231323,29_Jan_2024_11_07
24,15,16,2,0,0,12,9,1,1,7,3,0,2,0,0,5,14,8,7,17,51,1,13,3,2,3,0,-0.0025835002306848,-0.187128663063049,0.274529874324799,-0.203420683741569,-0.33506515622139,0.577590584754944,-0.0123626086860895,-0.464190751314163,0.309092372655868,-0.175519078969955,-0.0973538011312484,0.29667541384697,29_Jan_2024_11_07
28,15,14,5,4,1,6,1,0,3,5,4,0,4,0,0,3,17,9,9,17,52,8,17,2,4,2,0,0.0024517143610864,-0.187292590737343,0.273974269628525,-0.203485056757927,-0.334941923618317,0.577426850795746,-0.0124437268823385,-0.464493691921234,0.309159159660339,-0.170480892062187,-0.0969501659274101,0.2954381108284,29_Jan_2024_11_07
24,16,15,3,4,1,1,0,0,10,5,3,0,4,0,1,6,18,15,10,19,56,5,16,0,3,2,1,0.0072882017120718,-0.187794804573059,0.273233711719513,-0.203590601682663,-0.334794580936432,0.577247083187103,-0.0125021412968635,-0.464778900146484,0.309270709753036,-0.165330231189728,-0.0966340079903602,0.294236153364182,29_Jan_2024_11_07
24,13,13,4,5,1,6,2,0,2,4,5,1,4,0,0,3,14,10,9,16,56,0,23,3,1,5,0,0.0107598006725311,-0.188261166214943,0.272946566343307,-0.203670412302017,-0.334709644317627,0.577133178710938,-0.0125448200851678,-0.464950978755951,0.309349089860916,-0.161830082535744,-0.0964552611112594,0.29346239566803,29_Jan_2024_11_07
27,15,13,2,7,1,4,7,2,4,5,5,1,10,0,0,10,17,9,7,20,62,6,19,2,1,12,0,0.0158363841474056,-0.189062595367432,0.272500038146973,-0.203782081604004,-0.334574311971664,0.576953947544098,-0.0126179866492748,-0.465174704790115,0.309455096721649,-0.156494095921516,-0.0963535979390144,0.292343199253082,29_Jan_2024_11_07
26,17,13,5,0,0,2,0,0,0,0,6,0,6,0,3,0,18,8,5,20,62,4,21,3,2,2,0,0.0193304158747196,-0.189606592059135,0.272236436605453,-0.203856602311134,-0.334462076425552,0.576821506023407,-0.0126671027392148,-0.465303599834442,0.309527993202209,-0.152868688106537,-0.0963130444288253,0.291559934616089,29_Jan_2024_11_07
26,11,13,1,5,0,1,0,1,1,8,5,1,3,1,0,3,15,7,7,20,65,6,19,2,0,4,0,0.0246587637811899,-0.19039848446846,0.271870344877243,-0.203988119959831,-0.334274232387543,0.576627254486084,-0.0127639546990394,-0.465469747781753,0.309608310461044,-0.147381901741028,-0.0962361320853233,0.290463238954544,29_Jan_2024_11_07
27,13,13,11,3,0,4,0,1,1,2,3,0,4,0,5,7,18,10,9,17,66,0,19,2,1,3,0,0.0281702820211648,-0.191035330295563,0.271790862083435,-0.204043418169022,-0.334178566932678,0.576502919197083,-0.0128320641815662,-0.46557343006134,0.309669375419617,-0.143665209412575,-0.096217967569828,0.289785802364349,29_Jan_2024_11_07
29,15,14,3,4,1,5,0,0,2,5,8,0,5,0,0,4,17,8,8,19,67,2,22,2,1,4,0,0.0335358567535877,-0.191899016499519,0.271510720252991,-0.204119458794594,-0.334011644124985,0.576306343078613,-0.0129405809566378,-0.465723156929016,0.309769362211227,-0.138003021478653,-0.0962455943226814,0.288843631744385,29_Jan_2024_11_07
25,15,14,11,4,0,5,0,1,1,6,5,0,7,0,1,3,20,8,7,21,73,3,22,12,3,3,1,0.0372333824634552,-0.192430600523949,0.27133572101593,-0.204177722334862,-0.333877086639404,0.576180517673492,-0.0130198374390602,-0.465816766023636,0.309833496809006,-0.134169772267342,-0.0963727161288261,0.288299530744553,29_Jan_2024_11_07
28,10,11,5,4,0,0,0,0,1,2,7,0,3,1,1,1,17,8,8,23,72,4,22,0,0,4,0,0.0428894534707069,-0.193292200565338,0.271192282438278,-0.204260751605034,-0.333653926849365,0.575989305973053,-0.0131297055631876,-0.465963572263718,0.309974551200867,-0.128414884209633,-0.0965952575206756,0.287550210952759,29_Jan_2024_11_07
26,14,12,5,5,1,0,1,0,3,3,7,1,5,0,1,3,12,8,9,21,73,2,22,9,1,3,0,0.0465218946337699,-0.193869814276695,0.271135777235031,-0.204304680228233,-0.333532840013504,0.575873374938965,-0.013212383724749,-0.466052919626236,0.31006321310997,-0.124526232481003,-0.0968188419938087,0.287101119756699,29_Jan_2024_11_07
30,9,14,5,1,0,2,1,8,2,0,6,0,5,1,1,5,17,9,8,19,72,6,26,3,2,3,1,0.0523145459592342,-0.194985568523407,0.271196842193604,-0.204405754804611,-0.333383709192276,0.575708746910095,-0.0133665790781378,-0.466161072254181,0.310176908969879,-0.118686139583588,-0.0972171351313591,0.286448508501053,29_Jan_2024_11_07
24,13,11,3,6,0,1,0,0,2,1,2,0,5,0,1,3,17,8,7,23,79,7,32,2,1,0,0,0.0560923106968402,-0.195735320448875,0.271437764167786,-0.204468950629234,-0.333271712064743,0.57561606168747,-0.0134779000654816,-0.46621510386467,0.310243666172028,-0.114776834845543,-0.0975466147065162,0.286052346229553,29_Jan_2024_11_07
27,13,11,4,2,0,1,0,1,0,2,5,0,7,3,0,0,14,9,9,24,78,4,33,4,1,0,0,0.061751939356327,-0.196938678622246,0.271863400936127,-0.2045788615942,-0.333106011152267,0.575462460517883,-0.013641195371747,-0.466273188591003,0.310345381498337,-0.108923703432083,-0.0981631726026535,0.285557717084885,29_Jan_2024_11_07
26,13,9,6,4,0,4,0,0,3,11,8,0,1,7,1,8,16,7,7,25,81,5,32,3,1,4,0,0.067389503121376,-0.198379009962082,0.272501200437546,-0.204691007733345,-0.332998752593994,0.575296700000763,-0.0137968715280294,-0.466324388980866,0.31045001745224,-0.103073447942734,-0.0989370569586753,0.285185545682907,29_Jan_2024_11_07
31,13,11,4,5,0,0,0,0,0,3,2,0,6,2,1,5,15,8,11,26,90,3,30,3,1,6,9,0.0712258294224739,-0.199380278587341,0.272932171821594,-0.204758211970329,-0.332916498184204,0.575194537639618,-0.0139018855988979,-0.466354966163635,0.310522586107254,-0.0992171615362167,-0.0995989888906478,0.284928828477859,29_Jan_2024_11_07
31,15,13,0,3,0,2,0,0,1,5,5,0,5,1,1,4,16,10,11,26,96,3,32,1,0,4,0,0.0750665441155433,-0.200387120246887,0.27335399389267,-0.204842939972877,-0.332797169685364,0.575101315975189,-0.0140030002221465,-0.466381847858429,0.310599595308304,-0.0952606499195098,-0.10050156712532,0.28481912612915,29_Jan_2024_11_07
26,14,11,6,5,0,2,0,13,0,1,3,1,5,1,1,16,17,8,10,30,91,3,32,3,2,12,0,0.080895148217678,-0.201885238289833,0.273997277021408,-0.204992711544037,-0.332590639591217,0.574967443943024,-0.0141455121338367,-0.466433644294739,0.310751527547836,-0.0892146974802017,-0.101896546781063,0.284851610660553,29_Jan_2024_11_07
36,13,11,3,3,0,5,0,1,1,1,8,9,6,0,0,3,19,8,14,29,86,4,36,4,2,2,1,0.0868004411458969,-0.203268736600876,0.274641782045364,-0.205127835273743,-0.33244726061821,0.574862718582153,-0.0142982266843318,-0.466483920812607,0.310905992984772,-0.0831571817398071,-0.103296108543873,0.284945219755173,29_Jan_2024_11_07
36,15,11,4,5,0,7,0,1,3,4,4,1,7,9,1,6,15,8,10,32,90,4,40,4,2,0,0,0.0907118916511535,-0.204205513000488,0.27517557144165,-0.205209597945213,-0.332362055778503,0.574800610542297,-0.014401932246983,-0.466511130332947,0.310998320579529,-0.0791138410568237,-0.104235619306564,0.285044699907303,29_Jan_2024_11_07
36,14,12,8,15,3,3,0,0,5,3,12,0,5,0,4,6,16,7,9,31,98,4,42,4,3,2,0,0.0965800359845161,-0.205664306879043,0.276236265897751,-0.205298408865929,-0.332240670919418,0.574709534645081,-0.0145818088203668,-0.46652215719223,0.311106532812118,-0.0730803906917572,-0.105667099356651,0.285235792398453,29_Jan_2024_11_07
36,19,14,7,7,1,7,0,0,2,3,4,0,9,3,0,2,15,8,9,34,106,4,42,2,1,0,8,0.10037449747324,-0.206737518310547,0.277015179395676,-0.205313503742218,-0.33217117190361,0.574649214744568,-0.0146960075944662,-0.46652889251709,0.311178058385849,-0.0690901204943656,-0.106623195111752,0.28541362285614,29_Jan_2024_11_07
37,15,10,8,6,0,1,0,1,2,0,6,4,12,0,0,2,16,9,10,34,105,6,43,1,0,4,0,0.106196328997612,-0.208265587687492,0.278241515159607,-0.205286845564842,-0.332034349441528,0.574529409408569,-0.0148662300780415,-0.46655410528183,0.311275511980057,-0.0631964802742004,-0.108068995177746,0.285743087530136,29_Jan_2024_11_07
33,14,10,9,5,0,1,0,0,0,4,6,11,1,0,0,2,15,8,9,35,119,2,42,3,1,3,0,0.111876718699932,-0.209899246692657,0.279470682144165,-0.205185085535049,-0.331863611936569,0.574422240257263,-0.0150420917198061,-0.466592401266098,0.311362326145172,-0.0573991388082504,-0.109532587230206,0.286163628101349,29_Jan_2024_11_07
41,16,12,6,5,1,3,0,0,3,2,7,11,4,0,0,2,12,10,10,33,124,5,49,3,1,2,0,0.115431241691113,-0.211193203926086,0.280360728502273,-0.205125406384468,-0.331738531589508,0.574335813522339,-0.0151615338400006,-0.466624915599823,0.311410248279571,-0.0535576939582824,-0.11052056401968,0.286514520645142,29_Jan_2024_11_07
44,17,13,4,3,0,1,0,0,0,5,3,8,7,2,1,3,16,7,14,35,131,3,46,10,0,3,0,0.12112258374691,-0.212849020957947,0.281527519226074,-0.205006673932075,-0.331582099199295,0.574211120605469,-0.0153072606772184,-0.466696858406067,0.311514347791672,-0.0478322431445121,-0.112035006284714,0.28714793920517,29_Jan_2024_11_07
38,16,11,7,5,0,7,0,0,11,1,5,11,3,2,0,3,15,8,9,27,131,4,46,2,1,4,1,0.124846063554287,-0.21388541162014,0.28226238489151,-0.204901054501533,-0.331474006175995,0.574125647544861,-0.0153986811637878,-0.466759830713272,0.311583697795868,-0.044016845524311,-0.113056153059006,0.287620991468429,29_Jan_2024_11_07
43,15,11,4,3,0,4,0,0,1,11,4,13,6,2,0,1,15,9,11,38,139,5,52,4,3,4,0,0.130461573600769,-0.215517237782478,0.283496111631393,-0.204686388373375,-0.331375658512115,0.574037373065949,-0.0155658181756734,-0.466846197843552,0.311639845371246,-0.0383143052458763,-0.114631175994873,0.288426905870438,29_Jan_2024_11_07
41,14,10,8,5,1,4,0,0,3,8,4,12,3,2,0,2,17,7,12,38,145,4,53,3,1,5,0,0.135941207408905,-0.217281177639961,0.284706979990005,-0.20450285077095,-0.331167817115784,0.573908090591431,-0.0157275032252073,-0.46693953871727,0.311697483062744,-0.0327534079551696,-0.116302371025085,0.289227843284607,29_Jan_2024_11_07
43,15,10,6,5,0,3,0,0,5,2,4,11,1,9,1,4,15,8,9,45,147,4,53,3,1,5,0,0.139507353305817,-0.21856215596199,0.285707712173462,-0.204375922679901,-0.331031441688538,0.573818922042847,-0.015857059508562,-0.466996639966965,0.311749160289764,-0.02908855676651,-0.117433980107307,0.289794266223907,29_Jan_2024_11_07
44,15,13,6,2,14,2,0,0,3,1,3,12,4,7,0,8,16,7,9,48,145,0,53,3,1,7,2,0.144693866372108,-0.220615118741989,0.28713521361351,-0.204089477658272,-0.330859214067459,0.573710262775421,-0.0160292275249958,-0.467111706733704,0.311813235282898,-0.0236957892775535,-0.119194187223911,0.290674835443497,29_Jan_2024_11_07
48,14,12,7,6,1,4,0,0,4,1,7,12,0,12,10,2,17,8,10,46,156,4,57,4,8,1,0,0.148141592741012,-0.222014188766479,0.288096696138382,-0.203871056437492,-0.330717325210571,0.573614358901978,-0.0161333046853542,-0.467205762863159,0.311855524778366,-0.0201765075325965,-0.120345793664455,0.291292071342468,29_Jan_2024_11_07
51,12,11,9,5,1,2,1,2,6,3,10,13,7,3,1,5,19,8,9,46,152,1,49,2,1,5,0,0.153341740369797,-0.2242261916399,0.289463818073273,-0.203522369265556,-0.330640435218811,0.573510587215424,-0.0162706300616264,-0.467365592718124,0.311957001686096,-0.0149541124701499,-0.122051112353802,0.292313575744629,29_Jan_2024_11_07
50,13,7,10,3,1,0,0,0,0,6,6,13,5,4,8,3,15,8,9,48,155,4,55,1,11,2,0,0.158551335334778,-0.226445198059082,0.290750116109848,-0.203149914741516,-0.3305644094944,0.57342928647995,-0.0164088662713766,-0.467537105083466,0.312049627304077,-0.0098013058304786,-0.123851798474789,0.293407589197159,29_Jan_2024_11_07
56,17,15,7,5,0,3,0,0,1,0,12,11,1,9,0,3,15,6,8,51,156,5,56,3,3,2,0,0.162002965807915,-0.22784261405468,0.291556775569916,-0.202901363372803,-0.330517709255218,0.573387026786804,-0.0165245682001113,-0.467656522989273,0.312087684869766,-0.0064289048314094,-0.125036850571632,0.294173628091812,29_Jan_2024_11_07
60,17,11,13,4,0,3,0,2,3,7,5,10,0,10,8,6,18,8,10,48,151,5,60,4,4,2,0,0.167073041200638,-0.229585245251655,0.292391091585159,-0.202509820461273,-0.330462902784347,0.573339879512787,-0.0166814997792243,-0.467871576547623,0.312158077955246,-0.0014557503163814,-0.126805752515793,0.295205354690552,29_Jan_2024_11_07
54,14,10,9,5,1,6,0,3,2,0,6,12,2,10,3,2,14,7,8,52,159,2,59,2,1,5,4,0.171929970383644,-0.23159310221672,0.293570518493652,-0.202070578932762,-0.330369979143143,0.57329535484314,-0.0168488528579473,-0.468085676431656,0.312217831611633,0.003491748124361,-0.128635972738266,0.296223193407059,29_Jan_2024_11_07
61,13,11,7,6,0,0,0,2,6,0,6,14,5,10,0,10,18,7,11,56,146,6,64,3,6,3,0,0.175363466143608,-0.233039632439613,0.294416278600693,-0.201737374067306,-0.330336391925812,0.573275744915009,-0.0169581118971109,-0.468229442834854,0.312274008989334,0.0067639537155628,-0.129877120256424,0.296966820955276,29_Jan_2024_11_07
58,16,13,7,5,0,5,0,10,4,0,7,12,1,10,1,2,17,9,11,57,150,4,63,1,1,4,0,0.180551901459694,-0.234937965869903,0.295337289571762,-0.20122118294239,-0.330297648906708,0.573235154151917,-0.0171359535306692,-0.468446552753449,0.312357813119888,0.0116383917629718,-0.131780341267586,0.298117071390152,29_Jan_2024_11_07
62,16,13,7,4,0,3,0,10,5,3,5,14,3,7,0,7,16,8,12,60,159,6,66,4,0,3,0,0.185493335127831,-0.2369284927845,0.296374976634979,-0.200690492987633,-0.330268055200577,0.573174953460693,-0.0173481777310371,-0.468657851219177,0.31240764260292,0.0164457075297832,-0.133737564086914,0.299313873052597,29_Jan_2024_11_07
67,15,14,7,5,1,5,0,9,6,3,9,12,4,10,0,3,15,6,12,56,166,4,67,1,0,4,0,0.188722401857376,-0.238346084952354,0.297038346529007,-0.200334250926971,-0.33024325966835,0.573123574256897,-0.0174798443913459,-0.468800634145737,0.312440693378448,0.0196301639080047,-0.135069340467453,0.300144046545029,29_Jan_2024_11_07
61,13,13,7,5,0,1,0,1,1,13,6,9,3,10,0,9,17,6,14,58,172,6,69,4,1,0,0,0.193834811449051,-0.240127399563789,0.297790795564651,-0.199822515249252,-0.330205053091049,0.573029220104218,-0.017650194466114,-0.469016760587692,0.312512189149856,0.0243431292474269,-0.137091368436813,0.301433563232422,29_Jan_2024_11_07
63,14,14,2,3,0,4,0,3,12,4,5,13,2,11,0,5,12,4,16,56,180,5,74,4,1,5,7,0.198910549283028,-0.241661876440048,0.298254638910294,-0.199341222643852,-0.330150961875916,0.572933614253998,-0.017820555716753,-0.469246476888657,0.312576562166214,0.0289755556732416,-0.139174789190292,0.302776753902435,29_Jan_2024_11_07
68,13,11,7,6,3,2,3,2,5,2,5,12,2,14,0,3,16,10,15,55,183,6,75,2,2,2,1,0.202234357595444,-0.242881923913956,0.298718690872192,-0.199007868766785,-0.330116868019104,0.572870194911957,-0.0179490819573402,-0.46940016746521,0.31258761882782,0.0320329666137695,-0.140601471066475,0.303681790828705,29_Jan_2024_11_07
68,17,11,8,7,0,1,0,2,6,2,7,10,2,13,0,3,16,10,15,55,198,8,75,2,1,4,0,0.207284927368164,-0.244717746973038,0.299499481916428,-0.198412954807282,-0.330308705568314,0.57273942232132,-0.0181199964135885,-0.46965879201889,0.312620520591736,0.0364949628710746,-0.142773121595383,0.305131494998932,29_Jan_2024_11_07
71,18,13,8,5,0,1,1,1,3,1,5,5,1,29,0,2,13,10,14,56,190,8,84,2,1,3,0,0.212165042757988,-0.246497675776482,0.30021920800209,-0.197755217552185,-0.330694556236267,0.572632253170013,-0.018254654482007,-0.469928443431854,0.312679022550583,0.0408556349575519,-0.144994735717773,0.306574702262878,29_Jan_2024_11_07
70,14,10,6,7,1,1,0,4,5,1,5,12,1,21,8,4,13,11,17,57,182,7,82,1,2,1,0,0.21525377035141,-0.247581601142883,0.300694733858109,-0.197312846779823,-0.330937415361404,0.572573781013489,-0.0183132719248533,-0.470118582248688,0.312758028507233,0.043756790459156,-0.146478787064552,0.307515114545822,29_Jan_2024_11_07
74,19,15,5,4,1,3,1,3,8,1,4,15,5,9,6,2,13,12,18,56,190,9,80,0,0,2,0,0.219930127263069,-0.24934495985508,0.301396697759628,-0.196659922599792,-0.331170439720154,0.572452306747437,-0.0184276718646287,-0.470393270254135,0.312841266393661,0.0479705035686492,-0.148721873760223,0.308907836675644,29_Jan_2024_11_07
71,21,13,6,8,1,4,0,5,8,1,6,11,0,12,2,5,14,12,17,58,190,14,92,3,3,4,0,0.224458545446396,-0.250990122556686,0.302126318216324,-0.195969834923744,-0.331410527229309,0.572365820407867,-0.0185514036566019,-0.470672190189362,0.312935262918472,0.0520240440964698,-0.150986194610596,0.310305565595627,29_Jan_2024_11_07
69,19,11,7,6,0,3,0,1,0,1,3,9,0,23,8,6,17,12,15,56,206,17,90,3,2,4,1,0.227478429675102,-0.252082467079163,0.302685409784317,-0.195534944534302,-0.331474483013153,0.572305083274841,-0.0186363961547613,-0.470872074365616,0.313005238771439,0.0546556636691093,-0.152590602636337,0.311308860778809,29_Jan_2024_11_07
74,21,17,6,7,0,5,0,1,5,1,7,14,2,16,5,3,19,13,14,56,205,10,101,8,3,0,0,0.231883496046066,-0.253621220588684,0.303470313549042,-0.19487352669239,-0.3315549492836,0.572228789329529,-0.0187587067484855,-0.471159517765045,0.3131263256073,0.0585349053144454,-0.155073940753937,0.312819421291351,29_Jan_2024_11_07
72,21,19,7,3,4,0,8,3,0,1,6,13,0,24,4,2,18,16,14,57,208,11,100,9,4,5,4,0.236017644405365,-0.25508451461792,0.304232239723205,-0.194209933280945,-0.331681072711945,0.57216888666153,-0.0188843049108982,-0.471445322036743,0.313239514827728,0.0623022727668285,-0.15753860771656,0.314278542995453,29_Jan_2024_11_07
71,18,16,8,6,0,5,0,6,5,0,6,12,1,17,5,7,20,16,18,59,215,8,95,12,8,3,0,0.240186467766762,-0.256718546152115,0.305187314748764,-0.193554058670998,-0.331701040267944,0.572096824645996,-0.0190199054777622,-0.471714109182358,0.313346236944199,0.0659282132983207,-0.15994593501091,0.315678924322128,29_Jan_2024_11_07
71,22,21,7,11,0,0,9,0,0,0,12,13,3,17,6,4,29,18,15,60,213,9,104,3,2,3,2,0.242772817611694,-0.257729232311249,0.305770635604858,-0.193124324083328,-0.331685453653335,0.572036981582642,-0.0191141851246356,-0.471872270107269,0.313422560691833,0.0682713314890861,-0.161511927843094,0.316585183143616,29_Jan_2024_11_07
72,25,17,7,9,1,6,0,5,2,2,7,11,1,14,2,12,31,16,18,59,208,6,105,11,0,3,0,0.246605321764946,-0.25937420129776,0.306750625371933,-0.192551493644714,-0.331567704677582,0.571934640407562,-0.0192513968795537,-0.472097218036652,0.313540756702423,0.0716648548841476,-0.163795113563538,0.317903012037277,29_Jan_2024_11_07
67,25,19,4,5,0,0,0,4,0,2,7,14,11,26,3,11,31,17,17,57,216,10,103,2,4,2,0,0.250327706336975,-0.260985642671585,0.307718843221664,-0.191970154643059,-0.331559509038925,0.571864783763886,-0.0193650387227535,-0.472340643405914,0.31364181637764,0.0749092549085617,-0.16601924598217,0.319169700145721,29_Jan_2024_11_07
69,21,22,6,9,1,3,0,2,2,12,7,13,0,18,2,8,31,17,15,57,236,8,98,2,1,3,0,0.25392872095108,-0.262563586235046,0.308744102716446,-0.191433668136597,-0.331566512584686,0.571821808815002,-0.0194752551615238,-0.472571700811386,0.313750863075256,0.0780208483338356,-0.168211713433266,0.320403158664703,29_Jan_2024_11_07
67,21,18,6,7,2,0,13,1,4,1,7,20,7,19,4,7,30,18,17,57,241,15,101,2,3,6,0,0.256317734718323,-0.263672411441803,0.30950254201889,-0.191122531890869,-0.33153435587883,0.571790158748627,-0.0195495802909135,-0.472715854644775,0.313831001520157,0.0800188109278678,-0.16965988278389,0.321229010820389,29_Jan_2024_11_07
66,21,19,7,9,0,3,0,5,11,1,8,9,4,19,0,7,30,17,12,55,240,16,102,5,5,0,0,0.259772419929504,-0.265257775783539,0.310498833656311,-0.190721288323402,-0.331397503614426,0.571732103824616,-0.0196489058434963,-0.472931534051895,0.313940286636352,0.0829227864742279,-0.171822294592857,0.322506725788116,29_Jan_2024_11_07
68,25,14,6,12,1,3,0,5,2,2,7,19,9,19,1,14,29,17,12,58,229,16,109,4,9,3,0,0.263240188360214,-0.266865998506546,0.311684191226959,-0.190379723906517,-0.331153571605682,0.571642816066742,-0.0197444837540388,-0.473129659891128,0.314041554927826,0.085697516798973,-0.173960298299789,0.323833703994751,29_Jan_2024_11_07
69,28,18,6,11,0,1,14,3,0,2,2,11,0,9,4,11,30,18,13,55,238,15,119,4,7,1,3,0.266427934169769,-0.268311977386475,0.312616944313049,-0.190196067094803,-0.330720365047455,0.571493148803711,-0.0198329053819179,-0.47331041097641,0.314155220985413,0.0884497687220573,-0.175984263420105,0.32533386349678,29_Jan_2024_11_07
