S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
13.00,1.00,7.00,13.00,1.00,0.00,5.00,0.00,15.00,1.00,28.00,7.00,2.00,12.00,12.00,8.00,12.00,1.00,6.00,20.00,18.00,3.00,55.00,25.00,2.00,75.00,5.00,11.00,26.00,17.00,0.00,0.00,1.5617077350616455,0.6478628516197205,0.7894141674041748,1.6800025701522827,0.4059819281101227,0.5729181170463562,1.385660171508789,0.621971845626831,0.3243039846420288,1.3427056074142456,0.5575807094573975,0.5257977843284607,16_Aug_2023_13_14
10.00,0.00,9.00,16.00,3.00,0.00,6.00,2.00,19.00,14.00,25.00,7.00,1.00,10.00,0.00,12.00,1.00,2.00,5.00,20.00,14.00,12.00,53.00,25.00,3.00,77.00,5.00,11.00,27.00,13.00,0.00,1.00,1.5617077350616455,0.6478628516197205,0.7894141674041748,1.6800025701522827,0.4059819281101227,0.5729181170463562,1.385660171508789,0.621971845626831,0.3243039846420288,1.3427056074142456,0.5575807094573975,0.5257977843284607,16_Aug_2023_13_14
14.00,0.00,6.00,16.00,2.00,0.00,3.00,1.00,20.00,2.00,25.00,5.00,0.00,8.00,5.00,14.00,1.00,5.00,3.00,18.00,11.00,7.00,57.00,24.00,3.00,76.00,5.00,8.00,27.00,15.00,0.00,2.00,1.5617361068725586,0.6478557586669922,0.7894536256790161,1.680036187171936,0.405976802110672,0.5729257464408875,1.3856594562530518,0.6219936013221741,0.32435908913612366,1.34273362159729,0.5575588941574097,0.5258443355560303,16_Aug_2023_13_14
10.00,0.00,6.00,18.00,2.00,13.00,6.00,0.00,19.00,3.00,30.00,13.00,0.00,3.00,1.00,14.00,1.00,4.00,3.00,18.00,13.00,5.00,56.00,27.00,3.00,78.00,6.00,11.00,26.00,18.00,0.00,1.00,1.5617966651916504,0.647840678691864,0.7894803285598755,1.6800694465637207,0.40595629811286926,0.5729617476463318,1.3856650590896606,0.6220466494560242,0.3244244456291199,1.3427537679672241,0.5575497150421143,0.5258926153182983,16_Aug_2023_13_14
10.00,0.00,14.00,16.00,2.00,1.00,3.00,0.00,17.00,1.00,28.00,8.00,0.00,4.00,0.00,11.00,2.00,2.00,3.00,19.00,15.00,7.00,56.00,25.00,2.00,79.00,6.00,0.00,23.00,14.00,0.00,0.00,1.5617966651916504,0.647840678691864,0.7894803285598755,1.6800694465637207,0.40595629811286926,0.5729617476463318,1.3856650590896606,0.6220466494560242,0.3244244456291199,1.3427537679672241,0.5575497150421143,0.5258926153182983,16_Aug_2023_13_14
9.00,0.00,14.00,17.00,0.00,9.00,14.00,0.00,22.00,2.00,23.00,5.00,0.00,1.00,0.00,10.00,0.00,2.00,6.00,18.00,13.00,7.00,57.00,23.00,5.00,78.00,6.00,0.00,25.00,15.00,0.00,1.00,1.5618305206298828,0.6478261947631836,0.789513349533081,1.6801018714904785,0.4059341549873352,0.5729891657829285,1.3856514692306519,0.6220300197601318,0.3245122730731964,1.3428101539611816,0.5575042963027954,0.5259523987770081,16_Aug_2023_13_14
11.00,0.00,5.00,18.00,0.00,1.00,6.00,0.00,21.00,0.00,27.00,9.00,0.00,2.00,4.00,12.00,1.00,5.00,1.00,22.00,12.00,12.00,51.00,26.00,7.00,80.00,4.00,4.00,23.00,60.00,0.00,3.00,1.5618305206298828,0.6478261947631836,0.789513349533081,1.6801018714904785,0.4059341549873352,0.5729891657829285,1.3856514692306519,0.6220300197601318,0.3245122730731964,1.3428101539611816,0.5575042963027954,0.5259523987770081,16_Aug_2023_13_14
9.00,0.00,9.00,11.00,1.00,2.00,7.00,14.00,21.00,2.00,22.00,4.00,1.00,5.00,0.00,10.00,0.00,2.00,0.00,22.00,13.00,9.00,57.00,23.00,11.00,77.00,6.00,1.00,20.00,13.00,7.00,1.00,1.5618305206298828,0.6478261947631836,0.789513349533081,1.6801018714904785,0.4059341549873352,0.5729891657829285,1.3856514692306519,0.6220300197601318,0.3245122730731964,1.3428101539611816,0.5575042963027954,0.5259523987770081,16_Aug_2023_13_14
11.00,0.00,9.00,14.00,1.00,1.00,6.00,0.00,20.00,2.00,26.00,7.00,1.00,6.00,7.00,11.00,0.00,7.00,2.00,21.00,11.00,5.00,57.00,23.00,5.00,81.00,4.00,0.00,23.00,11.00,1.00,0.00,1.5618724822998047,0.6478176712989807,0.7895376086235046,1.6801347732543945,0.4059244990348816,0.573009192943573,1.3857433795928955,0.6220316886901855,0.3245863914489746,1.3428685665130615,0.5574706196784973,0.5259870290756226,16_Aug_2023_13_14
9.00,0.00,7.00,13.00,0.00,10.00,8.00,1.00,18.00,2.00,26.00,7.00,0.00,11.00,1.00,6.00,1.00,3.00,3.00,19.00,13.00,11.00,64.00,24.00,6.00,77.00,5.00,1.00,20.00,18.00,0.00,0.00,1.5618724822998047,0.6478176712989807,0.7895376086235046,1.6801347732543945,0.4059244990348816,0.573009192943573,1.3857433795928955,0.6220316886901855,0.3245863914489746,1.3428685665130615,0.5574706196784973,0.5259870290756226,16_Aug_2023_13_14
11.00,0.00,7.00,18.00,12.00,0.00,7.00,0.00,21.00,5.00,26.00,6.00,1.00,3.00,0.00,10.00,1.00,6.00,3.00,16.00,8.00,13.00,63.00,24.00,6.00,83.00,5.00,0.00,26.00,15.00,0.00,1.00,1.5619025230407715,0.6478010416030884,0.7895846962928772,1.6801725625991821,0.4059239327907562,0.5730217099189758,1.385654091835022,0.6220611929893494,0.3246864080429077,1.3429044485092163,0.5574608445167542,0.5260310173034668,16_Aug_2023_13_14
10.00,0.00,9.00,16.00,2.00,2.00,5.00,1.00,22.00,1.00,26.00,7.00,0.00,4.00,14.00,9.00,1.00,2.00,11.00,18.00,8.00,8.00,65.00,20.00,6.00,83.00,8.00,3.00,26.00,17.00,0.00,0.00,1.5619372129440308,0.6477931141853333,0.7896227240562439,1.6802372932434082,0.4059070348739624,0.573017954826355,1.3857243061065674,0.6220590472221375,0.32469096779823303,1.3428938388824463,0.5574556589126587,0.5260933637619019,16_Aug_2023_13_14
10.00,0.00,6.00,17.00,1.00,1.00,7.00,0.00,14.00,1.00,27.00,12.00,1.00,6.00,0.00,12.00,2.00,1.00,3.00,21.00,10.00,8.00,55.00,22.00,5.00,86.00,6.00,1.00,31.00,18.00,0.00,0.00,1.5619372129440308,0.6477931141853333,0.7896227240562439,1.6802372932434082,0.4059070348739624,0.573017954826355,1.3857243061065674,0.6220590472221375,0.32469096779823303,1.3428938388824463,0.5574556589126587,0.5260933637619019,16_Aug_2023_13_14
11.00,0.00,5.00,19.00,0.00,5.00,7.00,1.00,21.00,0.00,25.00,11.00,2.00,0.00,0.00,13.00,2.00,3.00,3.00,22.00,9.00,10.00,58.00,26.00,3.00,87.00,7.00,1.00,32.00,16.00,1.00,0.00,1.5619728565216064,0.64778071641922,0.7896524667739868,1.680238962173462,0.40590357780456543,0.5730311870574951,1.3857356309890747,0.6221311688423157,0.3247493803501129,1.3429330587387085,0.5574837923049927,0.5261747241020203,16_Aug_2023_13_14
15.00,2.00,13.00,15.00,4.00,0.00,7.00,0.00,22.00,1.00,24.00,9.00,1.00,4.00,0.00,10.00,1.00,0.00,4.00,22.00,10.00,13.00,61.00,27.00,1.00,85.00,5.00,1.00,31.00,17.00,0.00,0.00,1.5619728565216064,0.64778071641922,0.7896524667739868,1.680238962173462,0.40590357780456543,0.5730311870574951,1.3857356309890747,0.6221311688423157,0.3247493803501129,1.3429330587387085,0.5574837923049927,0.5261747241020203,16_Aug_2023_13_14
8.00,0.00,7.00,19.00,1.00,8.00,3.00,0.00,23.00,13.00,26.00,7.00,0.00,3.00,1.00,7.00,8.00,3.00,6.00,20.00,14.00,11.00,59.00,23.00,4.00,88.00,6.00,0.00,31.00,40.00,4.00,5.00,1.5620362758636475,0.6477746367454529,0.789700984954834,1.6802886724472046,0.40590646862983704,0.5730657577514648,1.3856828212738037,0.622137188911438,0.32484450936317444,1.342986822128296,0.5574924349784851,0.5262418389320374,16_Aug_2023_13_14
