S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,
12,3,2,32,6,0,7,3,10,1,13,9,0,8,5,2,0,11,31,1,13,2,77,19,0,112,3,17,22,9,1,0,1.57086551189423,0.663091719150543,0.696208655834198,1.64301538467407,0.414307951927185,0.481962382793427,1.10126447677612,0.541890382766724,0.73742288351059,1.30327951908112,0.488586932420731,0.785978972911835,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,4,3,29,3,0,9,0,10,2,17,4,0,2,0,3,1,9,27,2,15,0,75,18,2,110,3,14,21,8,0,0,1.57075023651123,0.663033902645111,0.696400880813599,1.64297986030579,0.414406657218933,0.481962740421295,1.10112380981445,0.541139006614685,0.738324880599976,1.30340611934662,0.487987399101257,0.78600424528122,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,1,3,32,3,2,9,1,9,3,18,8,2,0,0,3,0,9,29,2,16,0,76,18,2,112,3,14,18,7,0,0,1.5706068277359,0.66298770904541,0.696556687355042,1.6429523229599,0.414556622505188,0.481901258230209,1.10086619853973,0.540513753890991,0.739308476448059,1.30342566967011,0.487552404403686,0.786042988300324,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,4,3,33,7,1,10,0,10,3,19,0,1,1,0,2,1,17,32,2,16,1,76,17,1,115,7,14,18,11,0,0,1.57046246528626,0.662920951843262,0.696696102619171,1.64297604560852,0.414718985557556,0.48164489865303,1.10063815116882,0.539909660816193,0.739969730377197,1.30340504646301,0.487101942300797,0.786034166812897,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,6,32,11,2,10,0,11,1,18,2,3,3,0,7,0,11,33,2,14,1,76,15,1,110,9,12,20,9,0,0,1.57034742832184,0.662881791591644,0.696790754795074,1.64296090602875,0.414713203907013,0.481717765331268,1.10047173500061,0.539477109909058,0.740224957466126,1.30334365367889,0.48681053519249,0.786036550998688,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,4,2,30,3,1,15,0,8,2,18,0,1,2,0,2,0,10,31,3,14,1,75,17,1,110,3,11,19,12,2,0,1.57019972801209,0.66282320022583,0.696871101856232,1.64298784732819,0.414816290140152,0.481625646352768,1.10033094882965,0.539027452468872,0.740316867828369,1.30322813987732,0.486595720052719,0.786033034324646,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
8,5,2,33,13,0,7,0,10,0,17,1,0,6,1,3,0,18,26,1,13,1,73,17,0,112,7,13,18,10,0,8,1.56995809078217,0.662799894809723,0.696901559829712,1.64303874969482,0.414735645055771,0.4816934466362,1.10024356842041,0.538551807403564,0.740163862705231,1.3031177520752,0.486407101154327,0.785909473896027,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,1,10,32,7,4,11,2,10,0,17,1,0,5,0,0,1,16,28,4,15,1,72,17,2,113,7,15,18,10,0,0,1.56972658634186,0.662782907485962,0.696907818317413,1.64307200908661,0.41465300321579,0.481844127178192,1.10002553462982,0.53812563419342,0.740337491035461,1.30304551124573,0.486251622438431,0.785763204097748,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,6,7,33,6,0,7,0,6,2,19,2,1,4,1,6,0,15,30,2,18,0,73,19,1,113,3,20,22,10,0,0,1.56944024562836,0.66275680065155,0.696856021881104,1.64314806461334,0.414537578821182,0.481853097677231,1.0998946428299,0.537619709968567,0.740734994411469,1.30298817157745,0.486020982265472,0.785587787628174,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,5,3,33,3,0,8,2,10,2,17,2,0,9,3,0,0,12,32,1,13,1,72,16,1,114,3,16,21,12,1,0,1.56916928291321,0.662718534469605,0.696758985519409,1.64321553707123,0.414431571960449,0.481916576623917,1.09968745708466,0.537216663360596,0.741420805454254,1.30292916297913,0.485797643661499,0.785417377948761,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,5,2,32,5,1,11,13,11,2,17,0,2,10,0,4,0,17,25,3,15,4,75,18,2,110,3,12,21,10,0,9,1.56895399093628,0.662678956985474,0.696683704853058,1.64339530467987,0.41446191072464,0.481751561164856,1.09945392608643,0.536970734596252,0.742041409015656,1.3028529882431,0.485594391822815,0.785325944423676,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,2,2,38,5,0,10,0,9,0,15,1,0,10,0,2,5,11,31,1,15,0,75,18,2,112,3,12,20,10,0,1,1.56868350505829,0.662648141384125,0.696568191051483,1.64352321624756,0.414485305547714,0.481604039669037,1.09916436672211,0.536643862724304,0.742650747299194,1.30271255970001,0.48537740111351,0.785177648067474,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,3,4,32,5,0,7,1,10,0,15,2,0,3,0,2,0,13,31,0,15,0,74,17,0,115,4,17,20,12,4,0,1.56832659244537,0.662654221057892,0.69642573595047,1.64354729652405,0.414355337619782,0.481732070446014,1.09886276721954,0.536336421966553,0.743146300315857,1.30255126953125,0.485270768404007,0.785055100917816,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,5,1,30,3,0,9,1,10,2,16,0,0,2,0,2,0,12,29,1,15,1,71,15,1,114,3,16,19,6,0,4,1.56804573535919,0.662653386592865,0.696285128593445,1.64367425441742,0.41443058848381,0.48158261179924,1.09864318370819,0.535832762718201,0.743622899055481,1.30244612693787,0.485168993473053,0.785074412822723,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,3,1,32,5,7,10,1,5,1,15,1,0,2,0,3,1,14,27,2,13,0,73,19,2,112,3,11,17,6,1,0,1.56779742240906,0.662679851055145,0.696172714233398,1.64373159408569,0.414299517869949,0.481737971305847,1.09844672679901,0.535435080528259,0.744100689888001,1.30236291885376,0.484922915697098,0.785051345825195,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,7,2,28,3,0,9,1,9,1,12,4,1,7,0,4,0,14,31,2,13,1,72,19,0,110,4,16,19,5,0,0,1.56760907173157,0.662701785564423,0.696112334728241,1.64375066757202,0.414220213890076,0.481774210929871,1.09836578369141,0.535095512866974,0.744401693344116,1.30232167243958,0.484760761260986,0.785038113594055,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,5,6,26,2,1,9,0,9,1,15,2,0,6,2,1,1,13,30,2,22,1,71,16,1,111,5,12,22,5,0,0,1.56737613677979,0.662703692913055,0.696025609970093,1.64376616477966,0.414076000452042,0.481891959905624,1.09817802906036,0.534696280956268,0.744793713092804,1.30227327346802,0.484520643949509,0.784989356994629,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,11,2,29,5,0,13,0,9,1,18,4,6,3,0,2,0,10,29,3,15,1,72,17,8,112,3,12,19,6,0,0,1.56709814071655,0.662691116333008,0.695931136608124,1.64378833770752,0.414007902145386,0.481961667537689,1.09797430038452,0.534228682518005,0.745052397251129,1.30216574668884,0.484269767999649,0.784917116165161,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,3,4,30,4,0,10,1,7,1,18,2,4,2,0,10,7,11,29,1,15,0,74,21,3,113,0,16,19,6,2,0,1.56684768199921,0.662667512893677,0.695824861526489,1.64377117156982,0.41386604309082,0.482037097215652,1.09772300720215,0.533776164054871,0.745180249214172,1.30199992656708,0.484073162078857,0.784831285476685,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,6,1,28,6,1,11,1,9,4,17,2,4,1,14,4,0,12,25,1,15,0,74,19,1,113,3,20,20,8,2,0,1.56663036346436,0.66264545917511,0.695770442485809,1.64372980594635,0.413758218288422,0.482107251882553,1.09755790233612,0.533193647861481,0.745200276374817,1.30183506011963,0.48374542593956,0.784735381603241,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,3,5,32,5,1,10,1,9,0,17,3,2,4,0,2,1,8,30,1,17,11,74,18,11,115,4,13,27,7,2,0,1.56648206710815,0.66262686252594,0.695763826370239,1.64371597766876,0.4136683344841,0.482222616672516,1.0973744392395,0.53270947933197,0.745162665843964,1.30176186561584,0.483491897583008,0.784636795520783,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,4,2,30,5,0,10,0,8,0,17,0,1,5,0,1,1,14,29,0,14,11,75,22,1,113,3,17,22,8,1,0,1.56635665893555,0.662631332874298,0.695740342140198,1.64373707771301,0.413573801517487,0.482276648283005,1.09724056720734,0.53215229511261,0.745008111000061,1.30170035362244,0.483289867639542,0.784471333026886,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,7,2,27,4,0,9,0,6,1,16,4,0,3,0,6,1,14,28,0,17,1,75,13,1,114,5,16,24,1,1,0,1.56626582145691,0.66263884305954,0.695749521255493,1.64371037483215,0.413411140441895,0.482435822486877,1.09709572792053,0.531591594219208,0.744745850563049,1.30159902572632,0.483153373003006,0.784337103366852,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,1,2,30,4,0,5,1,5,1,22,0,2,3,2,4,0,9,29,0,15,0,75,16,2,115,3,17,21,5,0,0,1.56617736816406,0.662626564502716,0.695778071880341,1.64368200302124,0.413218319416046,0.482526749372482,1.09690880775452,0.531067728996277,0.744409084320068,1.30143356323242,0.482997924089432,0.784151017665863,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
8,4,1,29,5,2,10,0,4,1,15,2,0,2,11,8,0,12,29,1,13,0,71,13,1,105,3,12,22,5,4,1,1.56611347198486,0.662611544132233,0.695798397064209,1.64364874362946,0.413120090961456,0.482580900192261,1.09681487083435,0.530775845050812,0.744291305541992,1.30131673812866,0.4828981757164,0.783994078636169,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,2,1,29,3,1,10,1,11,2,17,3,1,3,0,2,0,13,30,2,15,1,67,17,3,117,0,15,27,4,0,2,1.56601691246033,0.662560224533081,0.695765256881714,1.64351987838745,0.412986576557159,0.482711881399155,1.09653151035309,0.530339241027832,0.744069933891296,1.30119633674622,0.482682317495346,0.783800899982452,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,1,28,1,1,12,2,8,1,17,3,4,4,0,1,0,16,23,1,14,1,75,21,1,112,6,14,24,5,1,6,1.56592381000519,0.66258317232132,0.695766746997833,1.64337682723999,0.412821859121323,0.482978463172913,1.0965530872345,0.529979109764099,0.743964374065399,1.30114281177521,0.482464015483856,0.783695459365845,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,3,3,27,4,0,8,0,12,1,21,8,0,4,0,0,0,13,29,2,15,0,72,17,2,111,5,14,24,3,0,0,1.56586217880249,0.662629008293152,0.695745944976807,1.6432580947876,0.412676513195038,0.483127325773239,1.09642517566681,0.529774248600006,0.743865132331848,1.3011177778244,0.482374519109726,0.783683121204376,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,3,27,9,1,5,1,9,7,17,2,0,6,2,5,0,15,25,3,15,1,72,17,3,112,3,20,24,5,11,0,1.5658563375473,0.662616908550262,0.695696651935577,1.64314019680023,0.412454009056091,0.483269184827805,1.09645414352417,0.529616713523865,0.743670225143433,1.30111682415009,0.482296973466873,0.783674120903015,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,7,2,27,2,1,10,14,9,6,19,2,0,3,0,2,0,16,29,4,15,0,75,27,3,114,5,17,25,4,0,0,1.56586003303528,0.662647724151611,0.695689797401428,1.64302611351013,0.412265092134476,0.48345211148262,1.09640610218048,0.529513001441956,0.743563830852508,1.30108666419983,0.482225388288498,0.783689975738525,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,6,1,26,3,0,9,9,9,0,17,0,0,3,2,1,0,7,28,6,17,1,69,24,2,112,4,17,24,7,0,0,1.56586897373199,0.662675559520721,0.695697844028473,1.64296209812164,0.412187397480011,0.483530670404434,1.09640157222748,0.529479742050171,0.743596136569977,1.30107927322388,0.48224201798439,0.783727049827576,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,4,1,27,2,0,11,0,10,1,17,7,0,2,0,0,0,12,27,2,12,1,70,27,0,113,7,17,23,1,0,0,1.56589937210083,0.662679433822632,0.695729792118073,1.64288258552551,0.412090629339218,0.483618825674057,1.09642434120178,0.529425382614136,0.743745267391205,1.30110311508179,0.48232102394104,0.783821523189545,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,6,3,29,3,0,9,7,9,1,17,1,0,2,0,1,1,13,29,2,15,0,74,27,7,113,3,19,26,3,0,0,1.56593894958496,0.662690877914429,0.695779919624329,1.64282560348511,0.411983966827393,0.483754575252533,1.0964720249176,0.529409050941467,0.743939518928528,1.30118048191071,0.482445240020752,0.783981025218964,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,2,30,4,2,9,0,13,5,15,10,1,1,1,1,0,16,27,3,17,0,75,28,1,108,5,20,25,5,0,0,1.56602096557617,0.662726998329163,0.695838868618012,1.64278101921082,0.411934316158295,0.483825176954269,1.09653306007385,0.529434978961945,0.744146823883056,1.3012558221817,0.482547491788864,0.784124195575714,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,6,2,28,4,5,11,2,9,2,17,2,1,2,0,1,0,10,27,4,15,0,77,27,3,115,4,21,26,5,0,0,1.56613910198212,0.662715017795563,0.69586718082428,1.6427493095398,0.411858022212982,0.483921825885773,1.09655272960663,0.529469788074493,0.744418263435364,1.30132722854614,0.482610493898392,0.784268617630005,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,28,3,1,11,13,9,1,19,0,1,3,0,1,0,11,27,2,15,0,75,27,3,111,4,20,27,3,1,0,1.56622493267059,0.662734270095825,0.695949256420136,1.64268743991852,0.41178485751152,0.484057158231735,1.09660446643829,0.529410779476166,0.74489164352417,1.30139887332916,0.48268249630928,0.784463405609131,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,0,30,7,0,9,4,9,3,18,0,1,6,0,0,12,12,28,4,14,0,75,27,4,109,7,18,25,5,0,0,1.56630659103394,0.662765979766846,0.69603443145752,1.64261412620544,0.411727607250214,0.484117895364761,1.09661781787872,0.529380977153778,0.745442926883698,1.3014976978302,0.482847899198532,0.784731149673462,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,2,29,4,2,9,0,8,4,17,0,1,6,1,3,1,17,27,6,13,0,74,22,1,112,3,20,25,10,0,1,1.56643486022949,0.662807643413544,0.696138024330139,1.64255118370056,0.411581754684448,0.484265804290772,1.09671485424042,0.529358446598053,0.745993554592133,1.30163669586182,0.482904106378555,0.785023510456085,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,5,0,23,2,0,11,0,9,0,16,0,4,3,0,0,0,14,26,3,15,6,73,24,1,110,6,18,24,7,1,0,1.56658387184143,0.662823021411896,0.696246802806854,1.64246165752411,0.411515265703201,0.484420657157898,1.09685504436493,0.529290914535522,0.746557593345642,1.30181479454041,0.482786983251572,0.785224616527557,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,5,1,28,3,1,11,0,6,6,15,0,8,4,1,2,0,16,20,4,15,0,72,23,0,103,3,16,26,6,0,6,1.56667125225067,0.662842392921448,0.696345150470733,1.64237296581268,0.4115050137043,0.484453648328781,1.09696304798126,0.52923983335495,0.747008740901947,1.30197405815125,0.482722133398056,0.785425364971161,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,2,27,3,0,9,13,9,3,17,3,0,6,1,1,0,12,25,2,14,2,72,24,1,112,3,18,25,7,0,0,1.56676304340363,0.662865221500397,0.696513712406158,1.64224410057068,0.411369800567627,0.484620988368988,1.09713244438171,0.529086709022522,0.747683346271515,1.30222392082214,0.482735902070999,0.785693168640137,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,11,4,27,3,0,11,0,10,0,14,0,1,2,1,3,1,12,26,6,14,1,74,27,0,109,3,20,25,6,1,0,1.56685245037079,0.662869572639465,0.696592688560486,1.64207792282105,0.411293596029282,0.484736233949661,1.0972375869751,0.528959810733795,0.74836802482605,1.30240964889526,0.482736617326736,0.786034286022186,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,13,4,28,3,0,9,1,7,2,15,1,0,3,8,0,1,13,27,0,13,1,74,28,7,107,0,19,24,5,0,0,1.56694841384888,0.662884950637817,0.696663677692413,1.6419974565506,0.411201953887939,0.484967947006226,1.09737658500671,0.528819680213928,0.748883008956909,1.30256569385529,0.482770651578903,0.786376237869263,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,1,28,2,0,10,0,6,5,14,3,12,3,0,1,0,7,26,4,15,2,72,25,1,107,2,17,25,3,0,0,1.56708681583405,0.66289210319519,0.696709156036377,1.64195775985718,0.411109089851379,0.485056042671204,1.09760546684265,0.528649687767029,0.749434113502502,1.30279946327209,0.482806384563446,0.786773979663849,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,7,3,28,2,0,10,0,7,2,16,2,0,3,1,5,1,12,23,4,14,0,73,26,2,110,3,19,25,6,14,0,1.56719040870667,0.662897408008575,0.696750223636627,1.64187920093536,0.410995692014694,0.4852334856987,1.09768676757813,0.528529584407806,0.749945163726806,1.30299663543701,0.48272967338562,0.786995887756348,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,12,3,28,2,0,9,0,8,3,14,1,2,1,0,4,0,13,25,1,12,0,74,28,2,106,4,17,26,7,1,0,1.56733667850494,0.662912786006928,0.696859836578369,1.64177238941193,0.410867780447006,0.485490322113037,1.0978387594223,0.528247773647308,0.750665724277496,1.30325126647949,0.48261758685112,0.787290453910828,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,2,1,32,4,1,10,1,4,3,11,2,0,3,0,0,0,15,25,5,14,1,73,29,3,106,10,19,25,6,14,0,1.56747436523438,0.662917494773865,0.696938514709473,1.64174914360046,0.410755783319473,0.485614031553268,1.09799253940582,0.527975618839264,0.751474142074585,1.30348420143127,0.48260697722435,0.787708044052124,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,4,5,27,3,5,9,1,5,4,13,1,0,0,1,1,2,11,24,3,13,2,73,28,2,112,5,20,26,9,0,0,1.56758570671082,0.662917494773865,0.697090208530426,1.64175391197205,0.410646736621857,0.485832750797272,1.09815657138824,0.527642726898193,0.752216279506683,1.30370330810547,0.482489913702011,0.788084387779236,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
18,6,5,25,0,0,9,1,4,3,19,1,0,3,0,1,1,10,19,4,11,6,73,25,0,105,3,16,25,9,0,1,1.56765878200531,0.662923753261566,0.697232365608215,1.6417396068573,0.410657823085785,0.485908478498459,1.09827780723572,0.527454316616058,0.752706050872803,1.30384695529938,0.48235434293747,0.788265824317932,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,3,1,28,2,1,11,11,3,1,13,9,1,4,0,1,1,10,23,4,13,1,72,31,1,105,5,17,27,7,1,0,1.5677741765976,0.662948668003082,0.697490334510803,1.64178216457367,0.410651862621307,0.485926121473312,1.09845197200775,0.527174115180969,0.753342509269714,1.30408787727356,0.482300728559494,0.788488209247589,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,4,3,28,0,0,10,1,3,3,16,2,1,6,1,3,0,12,29,2,15,1,75,24,3,105,4,20,23,8,2,0,1.56787776947021,0.662886381149292,0.697657406330108,1.6418365240097,0.410666674375534,0.486039131879806,1.09860193729401,0.526873171329498,0.754113435745239,1.30434167385101,0.482139050960541,0.788721442222595,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,4,1,27,1,1,10,0,5,2,15,4,0,4,0,8,0,16,27,2,12,0,75,25,2,110,5,16,30,6,3,0,1.5679349899292,0.662842810153961,0.697837650775909,1.64187109470367,0.410637110471726,0.486269474029541,1.0986762046814,0.526620209217072,0.754899263381958,1.30457782745361,0.481946468353272,0.789057791233063,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,2,1,29,3,1,10,0,3,4,14,2,0,3,0,2,0,14,25,5,12,2,75,24,2,105,6,16,29,10,1,5,1.56801319122314,0.662769615650177,0.698014557361603,1.64192938804626,0.41063317656517,0.486249297857285,1.09879565238953,0.526486217975616,0.755566895008087,1.30475783348084,0.481719583272934,0.789395809173584,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,5,2,27,0,2,9,0,2,3,14,4,2,1,7,0,0,12,26,2,13,1,71,17,0,108,4,15,25,7,4,0,1.56803405284882,0.662704169750214,0.698134541511535,1.6419620513916,0.410630971193314,0.486281871795654,1.0989533662796,0.526346564292908,0.755950689315796,1.30488646030426,0.481506645679474,0.789649307727814,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,10,2,27,2,0,9,0,9,0,14,3,0,5,1,1,1,15,25,4,9,3,73,16,2,107,4,12,25,11,0,0,1.56804180145264,0.662670731544495,0.698351740837097,1.64200270175934,0.410621613264084,0.486372023820877,1.09918189048767,0.52610856294632,0.756278574466705,1.3050924539566,0.481278657913208,0.789985120296478,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,3,3,26,2,0,8,1,2,4,12,1,13,11,0,1,0,13,23,4,12,1,73,18,2,104,3,16,25,10,0,0,1.56810188293457,0.662650883197784,0.698563933372498,1.6420511007309,0.410593509674072,0.486439049243927,1.09937036037445,0.525933802127838,0.756624341011047,1.30528676509857,0.481232136487961,0.790296673774719,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,3,2,29,4,0,7,0,6,2,10,1,0,2,0,3,8,13,27,8,13,1,73,14,1,107,3,17,28,6,0,1,1.56817042827606,0.66259491443634,0.698796927928925,1.64206695556641,0.410611391067505,0.486558437347412,1.09954583644867,0.525779962539673,0.756941556930542,1.30547606945038,0.481187909841538,0.790700614452362,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,5,3,21,3,0,10,1,1,6,15,3,1,2,0,2,1,12,27,2,21,1,73,29,1,106,6,19,26,12,3,0,1.56825387477875,0.662535846233368,0.699071407318115,1.64205157756805,0.41061344742775,0.486706912517548,1.09969818592072,0.525674760341644,0.757136464118958,1.30560755729675,0.48091521859169,0.791024029254913,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,5,2,21,5,0,8,0,3,9,15,2,8,4,0,2,1,15,27,0,14,0,71,30,1,101,7,13,26,4,1,0,1.56831395626068,0.662469267845154,0.699279367923737,1.64204430580139,0.410593569278717,0.486831724643707,1.09982657432556,0.525633692741394,0.757228195667267,1.3057017326355,0.480717360973358,0.791283130645752,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,3,3,23,3,4,9,0,5,3,15,0,1,0,1,3,1,7,27,8,13,1,76,31,1,104,5,14,22,8,7,0,1.56831979751587,0.662374079227448,0.699555337429047,1.64205610752106,0.410600930452347,0.48690989613533,1.10000658035278,0.52556449174881,0.757397055625916,1.30581605434418,0.480462312698364,0.791586637496948,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,7,2,26,3,1,10,0,3,2,14,9,0,3,0,1,1,12,28,4,13,1,78,30,1,106,5,17,29,7,1,0,1.56836807727814,0.662302434444428,0.699822127819061,1.64207196235657,0.410644263029099,0.486991077661514,1.1001957654953,0.525439918041229,0.757555067539215,1.30594205856323,0.480262875556946,0.791875064373016,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,2,27,6,1,9,7,3,3,14,1,0,4,0,2,0,17,27,4,12,1,75,19,0,107,5,15,25,10,0,0,1.56842887401581,0.662261664867401,0.700143575668335,1.6420921087265,0.410667836666107,0.486996680498123,1.10040235519409,0.525333166122437,0.757780015468597,1.30607604980469,0.480136871337891,0.792149364948273,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,5,2,24,4,0,10,0,3,6,13,2,1,8,9,2,3,13,27,6,15,5,76,23,1,101,6,12,29,10,0,0,1.56849658489227,0.662211656570435,0.700364887714386,1.64209127426147,0.410672158002853,0.48706328868866,1.10053408145905,0.525279223918915,0.75790810585022,1.30616724491119,0.479954898357391,0.792290806770325,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,6,10,26,2,2,9,6,0,2,12,2,0,1,0,10,3,13,27,4,14,1,75,29,2,104,6,15,24,10,0,1,1.56855416297913,0.662147521972656,0.700645208358765,1.64205968379974,0.410722672939301,0.48721182346344,1.10067439079285,0.525195956230164,0.758158326148987,1.30627250671387,0.479630023241043,0.792507290840149,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,3,3,23,3,0,9,3,4,4,11,1,8,3,0,4,1,11,29,3,14,1,75,26,8,103,5,15,30,8,0,14,1.5685863494873,0.662105917930603,0.700845181941986,1.6420361995697,0.4107306599617,0.487316370010376,1.10079550743103,0.525196015834808,0.758370578289032,1.30637943744659,0.479397803544998,0.792767345905304,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,5,4,24,7,0,15,3,2,9,11,1,0,6,1,2,3,12,27,4,15,1,73,28,1,101,5,14,26,12,1,0,1.56859600543976,0.662043690681458,0.701041758060455,1.64203596115112,0.410666018724442,0.487493753433228,1.10092008113861,0.525180459022522,0.758502006530762,1.30646145343781,0.479238063097,0.793008685112,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,5,0,21,2,0,10,0,2,3,12,5,1,3,0,2,0,9,25,4,9,2,73,26,2,102,7,16,25,12,1,0,1.56856203079224,0.661994457244873,0.701150596141815,1.64204692840576,0.410576403141022,0.487790465354919,1.101034283638,0.525209128856659,0.758671224117279,1.30652928352356,0.479099243879318,0.793144524097443,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,2,3,23,3,0,9,0,0,6,15,5,7,1,2,0,0,11,28,4,13,2,73,26,2,108,5,17,27,8,0,0,1.56850242614746,0.661984384059906,0.701133728027344,1.64210200309753,0.410611689090729,0.487734377384186,1.10115349292755,0.525216519832611,0.758737444877625,1.30659210681915,0.479103684425354,0.793213665485382,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,9,25,3,1,10,0,2,4,11,3,2,3,0,0,1,18,28,3,13,1,70,26,1,106,6,19,26,10,1,1,1.5684894323349,0.661965131759644,0.701180338859558,1.64215958118439,0.410534769296646,0.487901896238327,1.1011735200882,0.525253713130951,0.758853554725647,1.30665695667267,0.479140788316727,0.793316543102264,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,3,28,4,0,7,0,9,11,11,2,0,4,3,1,0,12,27,3,16,1,73,20,0,108,5,15,22,5,1,0,1.56847131252289,0.661956667900085,0.701255738735199,1.64220499992371,0.410541027784348,0.488000065088272,1.10127127170563,0.525321543216705,0.759020447731018,1.30668473243713,0.479163080453873,0.793438374996185,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
