S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,
14,3,3,22,3,0,10,0,3,0,14,2,4,1,11,3,0,13,26,3,12,0,73,22,1,97,6,16,26,9,1,0,1.56845426559448,0.661957800388336,0.701340854167938,1.64229214191437,0.410525053739548,0.487913995981216,1.10131824016571,0.525331437587738,0.759132444858551,1.30670702457428,0.479210436344147,0.793591380119324,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,3,22,2,1,9,0,5,0,14,5,1,5,0,1,0,14,29,2,14,0,73,20,2,99,5,16,25,9,0,1,1.56839454174042,0.661948323249817,0.701379060745239,1.64236235618591,0.410392910242081,0.488231033086777,1.1013491153717,0.525408029556274,0.759369075298309,1.30671846866608,0.479105889797211,0.793660044670105,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,3,25,6,1,8,0,6,1,13,2,0,6,0,2,0,11,27,5,15,0,71,18,1,103,5,14,24,4,3,2,1.56834614276886,0.661954045295715,0.701430201530456,1.64241111278534,0.41039451956749,0.488272696733475,1.10135543346405,0.525510430335999,0.759636223316193,1.30671811103821,0.479030013084412,0.793692827224731,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,5,4,22,3,0,8,0,4,9,12,1,0,4,1,4,0,13,27,3,14,0,73,25,1,105,5,17,26,8,1,0,1.56832921504974,0.66193026304245,0.701506853103638,1.64248883724213,0.410363584756851,0.488303989171982,1.10131430625916,0.52552455663681,0.759904384613037,1.30669736862183,0.47887921333313,0.79360032081604,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,8,1,24,0,0,9,1,3,3,11,1,0,0,0,2,1,13,26,3,10,0,70,25,2,102,5,14,25,10,0,1,1.56833267211914,0.661867618560791,0.701589822769165,1.64253950119019,0.410334676504135,0.488398164510727,1.10125756263733,0.525457203388214,0.760071277618408,1.30667126178741,0.478837609291077,0.793559849262237,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,2,20,1,0,8,0,3,0,13,1,2,4,2,1,1,11,23,2,12,7,68,23,0,104,6,13,29,11,0,1,1.56832706928253,0.661846220493317,0.701622664928436,1.64260983467102,0.410335391759872,0.488498777151108,1.10118591785431,0.525335550308228,0.760160028934479,1.30664777755737,0.478817403316498,0.793510377407074,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,5,5,24,1,0,8,9,3,4,12,2,0,6,1,4,1,14,27,2,15,1,67,28,1,107,5,14,26,6,1,1,1.56832480430603,0.661828815937042,0.701564371585846,1.64269781112671,0.410275638103485,0.488585919141769,1.10111367702484,0.525263845920563,0.760061621665955,1.30660271644592,0.478868573904038,0.793477177619934,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,3,24,5,0,11,4,6,2,11,1,0,9,1,4,1,14,26,3,13,3,70,27,4,106,4,17,25,13,0,0,1.56834244728088,0.661832630634308,0.701603591442108,1.64271986484528,0.410245895385742,0.488641262054443,1.1010594367981,0.525258362293243,0.759916603565216,1.30655515193939,0.478880614042282,0.793437004089356,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,3,24,5,0,8,0,2,7,12,1,0,3,0,0,0,16,26,7,13,0,72,27,7,106,5,17,21,11,14,0,1.56829035282135,0.661773800849915,0.701579630374908,1.64275288581848,0.410209268331528,0.488701581954956,1.10095715522766,0.525078415870667,0.759691715240479,1.3064638376236,0.478851974010468,0.793346405029297,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,2,24,3,5,9,0,3,2,12,1,0,2,0,2,9,9,27,2,15,2,70,25,2,101,5,17,25,10,1,0,1.56824254989624,0.661745429039001,0.701563239097595,1.64276933670044,0.410157769918442,0.488773584365845,1.10088503360748,0.524867832660675,0.759546399116516,1.30638790130615,0.478788644075394,0.79323410987854,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,1,4,25,4,0,9,0,5,2,13,1,1,0,14,2,1,10,25,3,11,4,70,29,2,103,4,18,26,10,1,1,1.56824147701263,0.661750435829163,0.701658010482788,1.64279675483704,0.410122483968735,0.488856315612793,1.10085129737854,0.524580001831055,0.759439885616303,1.30635118484497,0.478648394346237,0.793114304542542,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,4,8,27,1,2,8,1,2,6,15,2,0,4,0,0,0,15,23,10,15,1,70,28,0,107,4,14,22,11,1,1,1.56821036338806,0.661757290363312,0.701647698879242,1.64281499385834,0.410099476575851,0.488918960094452,1.10084581375122,0.524334490299225,0.759358525276184,1.3063360452652,0.478458136320114,0.793032944202423,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
8,3,4,24,3,1,10,0,5,4,14,1,0,4,0,0,1,9,27,3,13,0,70,26,1,104,8,15,25,9,0,0,1.56815600395203,0.661770880222321,0.701661765575409,1.64282882213593,0.410063207149506,0.488956868648529,1.10080432891846,0.524054110050201,0.759125888347626,1.30634522438049,0.478271394968033,0.792901337146759,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,3,19,3,0,4,0,3,4,10,5,0,3,0,0,0,10,30,1,13,0,71,29,2,106,1,16,25,9,1,0,1.56813263893127,0.661749362945557,0.701669991016388,1.6428382396698,0.409976214170456,0.488992989063263,1.10079789161682,0.523765087127685,0.75874388217926,1.30634582042694,0.47814553976059,0.792747974395752,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,1,3,22,9,0,10,0,5,0,9,1,0,4,1,1,0,9,27,1,16,0,71,28,1,106,6,16,27,9,0,0,1.56812071800232,0.661695897579193,0.701734006404877,1.64285159111023,0.409991234540939,0.489066034555435,1.10078382492065,0.523439228534699,0.758338570594788,1.30631077289581,0.478002965450287,0.79261988401413,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,1,3,23,0,11,11,0,3,1,12,0,1,4,0,2,1,11,25,2,12,5,70,28,1,108,4,18,26,10,0,0,1.56808638572693,0.661645472049713,0.70176237821579,1.64293146133423,0.410071939229965,0.489013314247131,1.10067701339722,0.52308863401413,0.757860898971558,1.30623400211334,0.477778226137161,0.792474687099457,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,1,3,24,2,0,5,0,3,4,14,2,1,3,0,0,1,10,23,5,14,3,66,27,1,105,1,13,24,10,1,0,1.56807422637939,0.661618828773499,0.701853573322296,1.64298522472382,0.410102754831314,0.489005297422409,1.10057175159454,0.522867023944855,0.757594108581543,1.30617606639862,0.477638006210327,0.792369723320007,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,7,4,22,2,0,6,1,3,4,15,1,0,2,0,8,9,11,27,0,15,0,73,27,6,105,6,17,26,11,1,1,1.56809520721436,0.661576986312866,0.702058553695679,1.64301800727844,0.410095036029816,0.489174723625183,1.10057771205902,0.522477567195892,0.757354974746704,1.30613100528717,0.477406173944473,0.792177677154541,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,2,3,24,0,0,10,0,6,2,14,2,0,7,1,0,1,9,25,4,13,0,70,26,1,105,6,18,24,10,1,0,1.56811547279358,0.661550045013428,0.702180683612824,1.64308667182922,0.41017809510231,0.489113628864288,1.1005517244339,0.522144615650177,0.757095873355866,1.3061420917511,0.477212250232697,0.791976928710938,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,4,4,22,7,0,7,0,11,2,14,1,0,2,0,0,0,12,26,9,14,0,71,29,1,103,4,12,23,7,0,0,1.56815111637115,0.6615229845047,0.702306628227234,1.64314818382263,0.41021117568016,0.489133566617966,1.1005597114563,0.521855652332306,0.756955564022064,1.30617415904999,0.477063745260239,0.79177314043045,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,5,22,1,0,7,0,0,0,15,0,1,2,1,0,0,15,25,2,14,1,72,28,1,105,5,18,26,11,9,1,1.56814897060394,0.661467373371124,0.702416479587555,1.64320433139801,0.410189598798752,0.489284485578537,1.10056066513062,0.521535456180573,0.756822526454926,1.30616879463196,0.47682598233223,0.791613519191742,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,3,5,24,2,0,9,1,5,12,11,3,0,5,0,1,1,14,27,5,14,0,70,27,1,101,5,14,29,15,1,1,1.56810355186462,0.661467492580414,0.702524721622467,1.64324450492859,0.410195827484131,0.489340901374817,1.10053610801697,0.521345555782318,0.756823420524597,1.30615592002869,0.47653529047966,0.791470527648926,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,2,25,4,0,10,0,2,4,14,0,0,5,0,1,0,12,24,6,14,0,71,24,1,103,2,16,25,8,0,2,1.56808483600616,0.661413609981537,0.70263659954071,1.64329564571381,0.410168915987015,0.489459186792374,1.10049152374268,0.521064519882202,0.756744563579559,1.30611848831177,0.476222157478332,0.791344821453095,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,9,2,24,3,1,8,0,2,3,14,2,0,1,1,2,1,9,24,5,13,2,71,26,3,103,6,17,25,9,2,0,1.56795740127563,0.661336719989777,0.702613830566406,1.64336454868317,0.410201817750931,0.489446192979813,1.10046005249023,0.520716607570648,0.756587564945221,1.30608892440796,0.475943624973297,0.791236042976379,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,2,7,22,2,1,9,1,5,3,14,1,1,0,0,2,0,11,27,2,15,2,72,26,1,103,5,16,26,8,1,1,1.56783044338226,0.661307275295258,0.702801644802094,1.64344334602356,0.410248339176178,0.489367663860321,1.1003680229187,0.520364165306091,0.756377398967743,1.30602669715881,0.475844532251358,0.791162312030792,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,0,2,24,2,0,8,1,0,5,13,2,0,5,14,1,0,12,24,8,11,4,71,22,1,105,10,14,26,10,0,0,1.56779038906097,0.661230504512787,0.702757358551025,1.64346027374268,0.410194158554077,0.489537060260773,1.10034656524658,0.520141243934631,0.756211936473846,1.30600237846375,0.475753962993622,0.791083037853241,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,6,23,3,0,7,0,2,3,12,0,1,2,0,0,0,5,24,6,15,0,69,21,1,101,5,19,26,4,0,0,1.56774771213532,0.661174058914185,0.702871859073639,1.64349448680878,0.410213351249695,0.489527016878128,1.10041964054108,0.519852876663208,0.756038725376129,1.30599427223206,0.475539088249207,0.790990829467773,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,3,3,24,2,0,6,0,0,0,13,0,1,6,1,0,1,15,22,2,13,1,64,15,0,105,6,18,26,12,0,0,1.56767201423645,0.661139369010925,0.702950477600098,1.64359652996063,0.410353749990463,0.489335000514984,1.10042560100555,0.51941591501236,0.755831122398376,1.30600917339325,0.475256711244583,0.790884077548981,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,8,3,27,2,0,10,3,12,3,14,2,0,1,0,2,0,14,24,2,11,2,66,13,2,108,4,12,25,8,0,0,1.56760048866272,0.66107189655304,0.702956080436706,1.64365994930267,0.410356104373932,0.489298403263092,1.10041689872742,0.519066393375397,0.755734324455261,1.30602288246155,0.475054413080215,0.790768623352051,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,3,7,23,2,0,9,1,3,3,9,12,4,2,1,1,0,14,23,3,15,0,67,13,0,101,5,17,23,9,1,0,1.56752252578735,0.66101461648941,0.702999413013458,1.64370942115784,0.410320788621902,0.489365220069885,1.10039234161377,0.518803119659424,0.75570684671402,1.30602300167084,0.474764496088028,0.790607035160065,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,6,3,24,3,3,10,0,7,4,14,2,4,3,0,1,0,13,23,4,17,0,62,19,2,99,6,13,29,8,3,0,1.5674797296524,0.660967886447907,0.703016102313995,1.6437486410141,0.410324603319168,0.489338129758835,1.10034954547882,0.518522381782532,0.755567252635956,1.30600011348724,0.474659413099289,0.790556788444519,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,2,25,3,1,11,0,3,4,12,2,0,2,1,1,0,12,26,4,15,3,63,14,0,101,2,18,25,9,0,0,1.56743454933167,0.660960674285889,0.703090369701386,1.64383673667908,0.410432815551758,0.489079475402832,1.10031044483185,0.51831066608429,0.755279302597046,1.30596029758453,0.474505245685577,0.790472745895386,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,5,2,30,3,1,12,2,0,4,13,1,0,4,0,0,0,16,25,0,14,2,66,13,1,105,3,16,28,14,0,3,1.56739127635956,0.660902976989746,0.703141033649445,1.64384639263153,0.410410225391388,0.489237874746323,1.10029447078705,0.518146693706512,0.754990756511688,1.30590736865997,0.474299520254135,0.790346741676331,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,3,2,26,5,0,10,0,3,1,10,3,0,2,1,1,9,12,23,3,13,1,66,13,2,102,4,16,25,11,0,0,1.56730103492737,0.660816729068756,0.70318728685379,1.64387381076813,0.410419553518295,0.489243894815445,1.10032570362091,0.517820835113525,0.75481653213501,1.30587089061737,0.474109679460526,0.790194928646088,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,3,3,25,0,0,11,6,8,4,15,1,1,0,1,0,4,12,24,3,16,2,66,9,11,104,6,13,25,8,1,0,1.56725645065308,0.66073614358902,0.703197121620178,1.64388430118561,0.410434037446976,0.489177465438843,1.10026276111603,0.517635226249695,0.754872679710388,1.30585074424744,0.47402212023735,0.790098428726196,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,6,25,10,1,9,1,3,4,13,3,0,1,0,1,0,10,25,10,16,5,68,13,0,103,3,18,23,9,0,0,1.56719815731049,0.660683631896973,0.703261494636535,1.64388740062714,0.410454481840134,0.489099383354187,1.10026919841766,0.517410397529602,0.7549187541008,1.30582928657532,0.473882973194122,0.790033757686615,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,6,0,27,13,0,7,4,2,2,12,5,0,5,0,1,13,9,26,2,13,2,67,13,1,105,4,16,27,9,0,0,1.56715214252472,0.660606563091278,0.703356981277466,1.64386856555939,0.410529226064682,0.489070385694504,1.10017132759094,0.517242610454559,0.754928290843964,1.30576813220978,0.473715901374817,0.789999723434448,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,0,25,6,0,8,0,5,2,14,3,4,2,0,1,1,12,23,9,14,4,67,15,0,105,3,16,27,4,0,0,1.5670964717865,0.660562992095947,0.703432977199554,1.64383804798126,0.410571366548538,0.48895201086998,1.10007536411285,0.51719206571579,0.754809677600861,1.30569386482239,0.473575592041016,0.789929091930389,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,4,3,22,0,0,10,0,2,5,14,5,0,3,0,0,0,8,22,2,20,4,67,16,0,104,6,17,26,8,0,0,1.56701648235321,0.660510778427124,0.703486502170563,1.64378714561462,0.410609364509582,0.488951444625855,1.10007166862488,0.517175614833832,0.754657328128815,1.30563259124756,0.473533987998962,0.789872705936432,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,3,3,24,6,1,9,0,3,3,15,1,0,1,0,4,0,12,27,0,14,0,65,13,1,99,13,17,25,9,2,0,1.5669903755188,0.660484731197357,0.703545391559601,1.64378273487091,0.41061869263649,0.488938271999359,1.09993302822113,0.517216145992279,0.754666268825531,1.30559384822845,0.473528414964676,0.789870977401733,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,0,6,24,4,0,10,0,4,0,14,3,0,3,0,0,0,8,30,4,15,2,68,11,1,102,3,12,26,6,0,0,1.56694447994232,0.660486221313477,0.703622877597809,1.64372909069061,0.410663396120071,0.488914132118225,1.09994876384735,0.517163097858429,0.754651010036469,1.30555498600006,0.473572432994843,0.789861142635345,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,2,3,25,5,1,12,0,1,2,11,2,2,3,0,0,0,11,27,11,16,2,67,10,0,104,5,17,29,9,0,0,1.5669184923172,0.660471677780151,0.703649044036865,1.6437406539917,0.410658210515976,0.488876879215241,1.09983682632446,0.51726895570755,0.754750788211823,1.30550575256348,0.473588019609451,0.789889991283417,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,2,2,21,0,0,10,3,3,4,13,2,0,2,0,1,1,10,25,4,13,1,67,9,6,102,0,15,25,6,5,0,1.56687521934509,0.660451292991638,0.703665733337402,1.64369177818298,0.410688668489456,0.48881995677948,1.09982621669769,0.517292022705078,0.754716575145721,1.3054313659668,0.473576903343201,0.789901912212372,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,1,3,18,2,0,10,0,3,0,13,1,0,3,1,1,0,12,27,3,15,1,65,10,2,102,6,15,25,12,0,0,1.56683659553528,0.660439431667328,0.703672170639038,1.64364063739777,0.410707861185074,0.488799631595612,1.09970593452454,0.517485022544861,0.754747152328491,1.30536413192749,0.473626762628555,0.789908707141876,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,3,3,24,1,14,11,0,5,5,15,4,0,5,4,1,0,9,25,4,13,0,66,8,1,100,4,14,25,6,0,0,1.56678259372711,0.660422921180725,0.703673124313355,1.64355945587158,0.410584688186646,0.48904499411583,1.09965801239014,0.517651975154877,0.754649519920349,1.30527245998383,0.473725557327271,0.789895534515381,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,7,21,3,0,9,13,2,0,13,1,0,3,0,0,0,14,23,3,9,0,67,13,0,101,8,14,25,3,0,0,1.56671607494354,0.660377621650696,0.703686535358429,1.64357388019562,0.410669565200806,0.488859057426453,1.0995819568634,0.517768025398254,0.754622459411621,1.30517053604126,0.473771750926971,0.789893567562103,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,0,22,2,2,9,0,5,11,13,2,0,5,5,0,0,10,26,3,12,0,69,11,1,102,3,16,25,2,0,0,1.56662178039551,0.660331845283508,0.703652620315552,1.64345836639404,0.410578548908234,0.489036440849304,1.09949469566345,0.517877757549286,0.754681289196014,1.30504703521729,0.473824948072434,0.789904177188873,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,3,21,1,1,11,1,2,4,15,2,0,2,0,0,0,12,24,6,14,0,66,16,1,102,3,12,27,4,1,14,1.56655633449554,0.660310983657837,0.703650057315826,1.64333963394165,0.410533785820007,0.4890156686306,1.09939444065094,0.518014192581177,0.754728853702545,1.30493688583374,0.473867058753967,0.789939343929291,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,7,4,26,2,0,9,1,2,3,13,1,1,2,0,0,0,11,26,4,14,0,63,11,2,102,5,15,26,6,15,0,1.56649231910706,0.660295486450195,0.703643262386322,1.6432569026947,0.410527497529983,0.489052563905716,1.09928560256958,0.518154442310333,0.754676640033722,1.30482017993927,0.473826706409454,0.789937853813171,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,2,1,25,2,0,10,0,5,3,16,0,1,4,0,0,0,13,24,6,13,1,66,8,5,99,3,17,26,0,0,1,1.56644999980927,0.66029566526413,0.70363050699234,1.64318144321442,0.410509914159775,0.489050358533859,1.09924006462097,0.51824164390564,0.754537403583527,1.3047411441803,0.473832100629806,0.789928793907166,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,2,3,29,7,0,11,0,2,4,11,3,5,2,0,1,0,9,22,4,14,0,63,11,3,99,3,16,27,3,11,0,1.56640756130219,0.660288095474243,0.703595876693726,1.64307188987732,0.41046941280365,0.48906609416008,1.09918367862701,0.518333375453949,0.754325807094574,1.30461835861206,0.473903328180313,0.789868414402008,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,0,27,0,0,7,0,0,4,14,3,0,2,1,1,0,9,24,4,14,1,65,5,3,101,3,13,27,4,0,1,1.56634616851807,0.660272777080536,0.703566431999206,1.6429842710495,0.410533398389816,0.488888740539551,1.09910082817078,0.518332540988922,0.754152059555054,1.30451631546021,0.473962008953095,0.789806544780731,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,4,2,23,11,0,5,2,11,3,15,0,0,5,0,2,0,7,26,6,14,1,63,11,0,99,7,15,29,5,0,0,1.5662956237793,0.660303890705108,0.703564584255219,1.64292824268341,0.410566091537476,0.488812446594238,1.09903562068939,0.518313825130463,0.75402969121933,1.30444157123566,0.473977446556091,0.789769291877747,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,3,27,3,15,10,0,3,2,12,5,0,0,6,1,0,8,27,2,9,0,64,5,1,97,4,16,26,6,0,0,1.56625020503998,0.660322546958923,0.703543782234192,1.64283430576324,0.41050723195076,0.488871395587921,1.09894824028015,0.518283724784851,0.753750145435333,1.30433487892151,0.474023431539535,0.789698541164398,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,1,4,25,4,1,9,1,3,0,15,6,0,3,0,0,4,11,23,12,9,1,64,5,3,96,4,15,25,3,0,2,1.56621026992798,0.660318374633789,0.703511297702789,1.64274597167969,0.410446405410767,0.488902509212494,1.09886956214905,0.5181804895401,0.753376424312592,1.30422782897949,0.473989814519882,0.789591789245606,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,3,26,7,1,9,1,9,4,11,6,0,4,0,0,0,16,24,10,14,0,61,10,3,99,4,15,26,10,1,0,1.56615781784058,0.660304725170136,0.703489065170288,1.6426215171814,0.410439491271973,0.488945424556732,1.0987401008606,0.518039524555206,0.753072917461395,1.30411863327026,0.473946094512939,0.789472281932831,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,7,2,25,2,3,8,0,2,3,11,3,1,4,0,0,1,10,23,4,14,0,62,4,2,95,7,16,26,3,0,0,1.56605303287506,0.660320222377777,0.703480243682861,1.64261889457703,0.410482794046402,0.488757610321045,1.09863102436066,0.517912805080414,0.752859830856323,1.30403161048889,0.47397768497467,0.789373099803925,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,3,3,26,3,0,6,9,4,4,14,4,0,0,1,0,0,10,25,6,15,1,67,7,0,93,5,15,28,4,0,0,1.56598424911499,0.660305321216583,0.703452944755554,1.64253664016724,0.410297274589539,0.489039033651352,1.09850168228149,0.517658591270447,0.752586245536804,1.3038957118988,0.473908007144928,0.789206027984619,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,2,3,25,3,1,13,5,0,3,11,8,0,4,1,1,1,13,22,6,15,1,61,6,0,98,6,16,27,3,1,1,1.56590402126312,0.660292565822601,0.703415453433991,1.64253735542297,0.41039115190506,0.488875597715378,1.0983681678772,0.517432630062103,0.752257466316223,1.30376744270325,0.473838955163956,0.789028286933899,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,3,0,25,2,0,14,2,0,2,15,1,0,6,2,0,0,12,23,8,13,1,61,5,0,98,7,15,28,0,0,0,1.56583380699158,0.66030478477478,0.703374981880188,1.64249837398529,0.410254567861557,0.489028811454773,1.09828531742096,0.517128944396973,0.751662790775299,1.30363190174103,0.473751038312912,0.788753688335419,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,2,3,25,2,0,9,2,1,2,13,4,0,0,0,0,0,9,27,2,15,0,60,7,1,98,3,11,25,3,9,1,1.56577825546265,0.660306811332703,0.703342914581299,1.64248049259186,0.410224407911301,0.489017695188522,1.09817469120026,0.516911268234253,0.751237154006958,1.30351614952087,0.473719865083694,0.788546085357666,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
16,6,3,30,5,3,10,0,2,4,13,1,1,1,2,6,1,10,26,0,14,2,60,11,1,100,4,12,25,5,5,0,1.56572282314301,0.660292208194733,0.703303396701813,1.64248359203339,0.410225749015808,0.489044785499573,1.0979905128479,0.516632914543152,0.750737547874451,1.30333185195923,0.473739445209503,0.788249850273132,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,2,0,22,4,1,10,0,3,5,13,2,0,3,0,2,0,8,26,0,13,0,62,8,1,102,3,16,31,4,1,1,1.56565570831299,0.660298764705658,0.703276991844177,1.64252650737762,0.410199671983719,0.489038169384003,1.09770667552948,0.516338706016541,0.750173449516296,1.30309700965881,0.473756968975067,0.787909507751465,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,2,0,21,2,0,6,0,4,4,18,2,13,4,0,7,0,11,30,5,8,1,53,7,2,100,2,15,27,5,0,0,1.56558704376221,0.660300195217133,0.703267574310303,1.64250266551971,0.410166323184967,0.489113509654999,1.09736227989197,0.516019284725189,0.749468982219696,1.30280458927155,0.473711609840393,0.787508487701416,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,2,13,26,4,0,11,0,5,2,15,5,1,1,0,0,0,10,30,1,14,0,55,4,2,98,6,12,28,6,0,0,1.56554210186005,0.660293102264404,0.703274488449097,1.64250361919403,0.410154640674591,0.489133268594742,1.097172498703,0.5157790184021,0.748808443546295,1.30258393287659,0.473751425743103,0.787213742733002,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,3,2,25,1,0,11,0,7,1,16,2,1,4,1,1,0,13,25,4,12,0,54,8,1,93,0,11,27,4,1,0,1.5654923915863,0.660299718379974,0.703293383121491,1.64257597923279,0.410212337970734,0.489076375961304,1.09690427780151,0.515492796897888,0.747845053672791,1.30231487751007,0.473799586296082,0.786738872528076,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,4,3,25,4,1,13,1,2,3,16,2,1,4,0,1,1,12,31,4,15,1,51,7,2,93,4,16,28,1,0,0,1.56544077396393,0.660298883914948,0.703307688236237,1.64261555671692,0.410161733627319,0.489209890365601,1.09667527675629,0.515162706375122,0.746774017810822,1.30198180675507,0.473853945732117,0.786240875720978,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
