S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MCx,MCy,MCz,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,sesion_time_stamp
34,55,19,0,14,1,6,0,8,3,1,1,1,2,9,0,6,9,10,14,35,71,6,26,4,5,9,0,0.08989600092172623,-0.16722695529460907,0.122846819460392,-0.17344911396503448,-0.32645419239997864,0.5638554096221924,0.01177053153514862,-0.4482678472995758,0.31103387475013733,-0.08042357116937637,-0.14036406576633453,0.22266452014446259,29_Jan_2024_11_11
33,58,21,1,15,1,1,0,2,1,2,4,12,8,0,15,3,11,16,17,36,72,6,28,4,2,11,0,0.08989600092172623,-0.16722695529460907,0.122846819460392,-0.17344911396503448,-0.32645419239997864,0.5638554096221924,0.01177053153514862,-0.4482678472995758,0.31103387475013733,-0.08042357116937637,-0.14036406576633453,0.22266452014446259,29_Jan_2024_11_11
32,53,14,1,15,1,2,1,5,2,9,10,0,1,0,1,9,13,9,11,31,64,6,26,7,5,12,4,0.08989094197750092,-0.16723240911960602,0.1228490024805069,-0.17347705364227295,-0.32644838094711304,0.5638465285301208,0.011746209114789963,-0.44827038049697876,0.31102755665779114,-0.08043816685676575,-0.1403614729642868,0.22265344858169556,29_Jan_2024_11_11
29,57,18,0,15,0,1,0,6,4,2,7,1,0,0,0,1,11,7,12,39,65,7,27,10,5,9,0,0.08989094197750092,-0.16723240911960602,0.1228490024805069,-0.17347705364227295,-0.32644838094711304,0.5638465285301208,0.011746209114789963,-0.44827038049697876,0.31102755665779114,-0.08043816685676575,-0.1403614729642868,0.22265344858169556,29_Jan_2024_11_11
34,56,20,0,12,0,1,15,1,0,1,7,0,0,0,0,3,9,7,15,38,68,5,23,5,4,9,0,0.08989094197750092,-0.16723240911960602,0.1228490024805069,-0.17347705364227295,-0.32644838094711304,0.5638465285301208,0.011746209114789963,-0.44827038049697876,0.31102755665779114,-0.08043816685676575,-0.1403614729642868,0.22265344858169556,29_Jan_2024_11_11
34,57,19,0,15,0,3,0,3,0,0,1,0,0,0,0,4,7,7,16,35,70,5,22,5,4,14,9,0.08989094197750092,-0.16723240911960602,0.1228490024805069,-0.17347705364227295,-0.32644838094711304,0.5638465285301208,0.011746209114789963,-0.44827038049697876,0.31102755665779114,-0.08043816685676575,-0.1403614729642868,0.22265344858169556,29_Jan_2024_11_11
33,57,18,6,14,0,3,0,3,0,0,7,0,0,4,0,3,10,12,14,36,68,4,31,5,3,9,0,0.08989094197750092,-0.16723240911960602,0.1228490024805069,-0.17347705364227295,-0.32644838094711304,0.5638465285301208,0.011746209114789963,-0.44827038049697876,0.31102755665779114,-0.08043816685676575,-0.1403614729642868,0.22265344858169556,29_Jan_2024_11_11
35,57,20,0,12,0,2,14,2,6,4,2,8,1,0,0,2,8,10,14,37,70,5,26,4,4,10,0,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
33,57,21,0,13,0,1,0,4,1,2,0,6,8,0,0,2,7,8,14,41,70,7,25,4,4,12,0,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
32,52,19,0,13,0,0,1,8,0,1,1,0,2,1,0,5,11,4,14,37,71,8,28,4,1,12,0,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
33,52,19,0,11,0,1,0,3,0,1,2,3,0,1,1,4,8,6,11,36,68,7,27,5,2,9,0,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
32,55,18,0,15,0,8,0,5,2,10,12,2,0,0,0,9,9,7,13,39,70,7,25,1,2,12,0,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
29,50,16,2,15,0,1,0,0,1,1,1,3,3,1,0,0,11,11,14,37,68,7,25,6,2,13,1,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
32,54,18,0,13,0,0,8,0,3,0,1,10,0,0,0,1,5,7,16,39,69,8,24,6,2,13,1,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
29,52,17,0,13,0,2,1,0,1,4,2,12,8,0,0,0,9,5,16,39,64,8,24,5,2,13,0,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
32,52,17,0,20,0,0,1,8,3,3,5,1,2,3,1,2,10,5,13,40,64,9,24,4,1,15,1,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
31,55,18,0,11,0,4,1,7,2,1,0,0,2,0,0,2,8,5,14,37,61,6,25,6,5,12,0,0.08988428115844727,-0.16723784804344177,0.12284955382347107,-0.17350593209266663,-0.326444149017334,0.5638401508331299,0.011722283437848091,-0.4482741951942444,0.31102344393730164,-0.08045320957899094,-0.14035989344120026,0.22264227271080017,29_Jan_2024_11_11
33,54,17,0,13,0,0,1,12,0,7,0,1,3,1,0,1,6,5,14,39,64,13,28,4,1,12,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
28,47,19,0,13,0,1,0,0,3,0,0,2,0,1,0,0,12,1,12,37,61,10,26,9,2,16,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
29,53,20,2,15,0,13,0,0,3,2,12,2,7,0,0,0,17,6,13,38,55,9,25,6,2,15,2,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
29,51,17,0,13,4,0,0,2,5,11,5,0,0,0,0,5,8,6,14,36,53,10,25,5,0,10,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
29,46,15,0,13,0,5,0,1,0,0,7,1,2,0,0,2,11,8,12,34,49,9,26,9,3,17,14,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
27,50,15,9,13,8,3,3,1,3,4,6,8,2,1,5,5,11,5,8,35,53,9,27,5,1,8,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
28,51,17,0,11,0,1,0,0,5,2,6,0,3,0,3,4,9,6,13,37,54,9,25,6,2,7,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
26,51,15,0,10,0,1,15,0,2,2,5,9,1,0,0,6,10,8,10,33,54,10,26,6,2,8,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
28,54,17,1,14,0,2,0,0,6,2,7,1,3,0,4,6,8,6,16,33,47,10,25,9,2,7,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
30,53,15,0,9,2,0,0,5,2,0,5,2,1,0,0,2,11,6,13,41,48,10,27,6,2,9,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
27,48,11,1,11,0,2,0,0,4,9,5,0,3,1,8,3,12,4,11,36,49,11,27,5,0,8,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
30,51,15,1,12,0,0,0,0,3,11,9,0,1,0,0,1,3,7,15,35,48,8,24,1,2,8,1,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
28,54,15,0,10,0,2,1,1,2,1,5,1,0,2,0,3,10,4,11,37,47,9,27,7,5,7,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
28,50,14,3,11,2,1,0,0,5,1,7,0,2,0,0,0,9,5,15,37,50,10,28,5,1,6,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
30,51,15,0,11,0,1,0,0,3,4,8,1,1,0,1,1,9,8,14,34,48,7,23,5,2,7,0,0.08988010883331299,-0.1672387421131134,0.12284836918115616,-0.17353564500808716,-0.3264407217502594,0.5638323426246643,0.011692062020301819,-0.44827550649642944,0.3110150992870331,-0.08046844601631165,-0.14035989344120026,0.22263123095035553,29_Jan_2024_11_11
27,49,14,1,11,0,0,6,0,0,0,11,1,0,3,0,3,9,2,19,35,49,11,28,6,2,4,6,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
33,49,11,2,10,0,1,1,0,3,11,11,1,5,2,2,5,11,6,14,35,48,7,22,8,3,8,0,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
25,50,15,0,11,0,6,1,0,2,3,7,0,1,0,0,2,12,6,15,33,50,7,26,6,3,5,0,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
30,49,14,1,11,2,0,2,0,2,2,6,1,1,13,12,4,7,5,10,34,51,10,26,7,3,5,0,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
28,47,23,0,11,0,5,1,2,4,1,7,0,1,0,0,1,11,4,12,37,46,10,25,6,5,4,0,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
34,48,15,1,10,1,2,0,1,4,1,6,1,1,5,1,0,11,6,13,34,49,8,28,5,2,8,1,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
27,50,17,0,10,0,3,0,0,1,0,5,1,0,1,0,2,5,6,14,38,54,8,24,10,0,7,0,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
29,53,15,0,10,0,0,0,10,12,1,1,0,1,0,0,3,10,6,16,37,54,9,21,4,3,7,0,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
28,55,14,0,5,11,2,0,0,3,0,4,0,0,1,0,3,8,12,14,36,53,10,26,6,5,5,0,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
25,49,14,6,11,2,4,1,2,2,4,6,0,0,1,0,3,6,6,15,31,53,8,224,44,14,0,10,0.090046226978302,-0.1672966033220291,0.12299363315105438,-0.1735638976097107,-0.32643866539001465,0.5638241767883301,0.011663081124424934,-0.4482801854610443,0.3110072612762451,-0.08048329502344131,-0.14036080241203308,0.22262074053287506,29_Jan_2024_11_11
24,43,14,1,9,0,2,0,0,2,0,1,0,1,0,0,2,8,7,6,34,56,7,19,0,1,6,2,0.0900396853685379,-0.16730597615242004,0.12299994379281998,-0.17361798882484436,-0.3264331519603729,0.5638083815574646,0.011610416695475578,-0.44829046726226807,0.3109937608242035,-0.08051326870918274,-0.14036381244659424,0.22260023653507233,29_Jan_2024_11_11
25,41,14,0,11,7,5,0,1,4,4,4,5,6,2,0,4,8,7,6,34,55,8,19,5,2,7,2,0.09007902443408966,-0.16731655597686768,0.1230231449007988,-0.17366944253444672,-0.32642602920532227,0.5637936592102051,0.011547054164111614,-0.4483007788658142,0.310970664024353,-0.08054497838020325,-0.14036668837070465,0.22258023917675018,29_Jan_2024_11_11
24,42,11,1,13,4,3,1,4,5,1,1,1,1,0,1,2,16,7,6,31,57,8,18,3,0,5,0,0.0897955670952797,-0.16732493042945862,0.12281148135662079,-0.1737406998872757,-0.3264172375202179,0.5637738704681396,0.011455506086349487,-0.4483194053173065,0.31093859672546387,-0.08059514313936234,-0.14037740230560303,0.22255119681358337,29_Jan_2024_11_11
25,44,14,0,7,2,10,0,0,3,0,3,1,0,0,1,3,16,12,13,34,56,8,21,8,2,3,0,0.08945257216691971,-0.1672765016555786,0.12262240797281265,-0.1737857162952423,-0.3264163136482239,0.5637618899345398,0.011398711241781712,-0.4483327269554138,0.31091946363449097,-0.08063026517629623,-0.1403876543045044,0.2225285917520523,29_Jan_2024_11_11
21,46,14,1,6,5,1,0,0,1,0,3,0,1,0,0,2,11,14,2,34,55,9,22,7,2,2,0,0.08920937031507492,-0.16726084053516388,0.1225394755601883,-0.1738482564687729,-0.3264126479625702,0.5637413859367371,0.011317714117467403,-0.44835761189460754,0.3108980357646942,-0.08068371564149857,-0.14039887487888336,0.22249090671539307,29_Jan_2024_11_11
23,44,15,0,9,0,3,0,2,0,0,0,1,2,8,5,0,10,10,8,33,52,5,19,3,2,6,0,0.08925870060920715,-0.167262464761734,0.12260875850915909,-0.17390398681163788,-0.3264118432998657,0.5637204051017761,0.011242728680372238,-0.44839078187942505,0.3108718693256378,-0.08073153346776962,-0.14040909707546234,0.22245295345783234,29_Jan_2024_11_11
23,45,16,0,10,15,0,0,1,0,0,2,6,0,0,0,7,7,7,4,33,57,9,20,4,1,7,0,0.08931474387645721,-0.16723531484603882,0.12267415225505829,-0.17393866181373596,-0.32641851902008057,0.5637093782424927,0.011197357438504696,-0.44841206073760986,0.3108530640602112,-0.08076069504022598,-0.14041689038276672,0.2224315106868744,29_Jan_2024_11_11
21,41,14,0,9,0,10,3,0,3,0,8,1,1,4,2,6,9,7,6,29,50,9,19,3,1,5,0,0.08927039057016373,-0.16724982857704163,0.12264686077833176,-0.17399773001670837,-0.3264405429363251,0.5636992454528809,0.011135360226035118,-0.4484443664550781,0.3108293116092682,-0.08080490678548813,-0.14042098820209503,0.22239892184734344,29_Jan_2024_11_11
26,45,16,0,9,0,5,3,0,1,0,1,0,2,14,0,3,6,6,5,34,49,8,21,6,1,2,3,0.08925958722829819,-0.16725210845470428,0.12264472246170044,-0.17403866350650787,-0.3264525532722473,0.5636917352676392,0.011096253991127014,-0.4484657347202301,0.3108155429363251,-0.08082980662584305,-0.1404249221086502,0.2223813235759735,29_Jan_2024_11_11
25,41,13,0,11,1,2,1,0,4,0,1,0,1,7,2,5,6,11,2,33,55,8,19,2,2,10,1,0.08926498889923096,-0.16725897789001465,0.12264637649059296,-0.17409443855285645,-0.3264818787574768,0.5636810064315796,0.011044350452721119,-0.4484982192516327,0.31079912185668945,-0.08086216449737549,-0.1404302418231964,0.2223537564277649,29_Jan_2024_11_11
27,41,9,3,10,0,1,0,0,6,0,2,0,0,0,0,2,9,6,6,34,50,7,15,5,2,3,0,0.08925759047269821,-0.1672656089067459,0.12264344841241837,-0.17414630949497223,-0.3265101909637451,0.5636768937110901,0.011012552306056023,-0.44851821660995483,0.31078797578811646,-0.08087591081857681,-0.14043503999710083,0.22233784198760986,29_Jan_2024_11_11
20,43,9,1,11,1,0,0,0,0,1,0,0,0,2,0,5,9,7,8,33,53,4,16,4,1,0,0,0.08975765109062195,-0.16742219030857086,0.12298287451267242,-0.17420262098312378,-0.3265428841114044,0.5636739134788513,0.010965652763843536,-0.44854700565338135,0.3107724189758301,-0.08089479804039001,-0.14044730365276337,0.22232122719287872,29_Jan_2024_11_11
24,45,15,0,11,0,2,0,1,2,1,1,2,1,8,0,4,9,2,9,34,55,9,16,2,0,5,0,0.08965425193309784,-0.16737830638885498,0.12287385761737823,-0.17424364387989044,-0.32656124234199524,0.5636696219444275,0.010934831574559212,-0.4485667049884796,0.3107646107673645,-0.08091080188751221,-0.14045388996601105,0.22231583297252655,29_Jan_2024_11_11
24,44,16,0,11,0,0,0,0,3,0,3,2,1,1,1,3,9,5,2,32,54,8,19,4,2,1,15,0.08985662460327148,-0.1674860417842865,0.12303069233894348,-0.17429593205451965,-0.3265898525714874,0.5636653304100037,0.01088791899383068,-0.44859859347343445,0.3107511103153229,-0.08093607425689697,-0.14046573638916016,0.22230860590934753,29_Jan_2024_11_11
24,41,12,1,12,3,3,1,4,4,7,3,2,5,1,0,4,9,4,4,33,54,9,17,3,2,5,0,0.0897919088602066,-0.16750068962574005,0.12301648408174515,-0.1743353009223938,-0.32660871744155884,0.563657283782959,0.010839549824595451,-0.44863149523735046,0.3107413053512573,-0.08095996826887131,-0.14047496020793915,0.22229692339897156,29_Jan_2024_11_11
22,41,13,1,10,0,2,0,1,1,0,1,2,1,2,1,5,8,5,4,32,53,9,19,7,2,1,0,0.08994558453559875,-0.16752375662326813,0.12307758629322052,-0.17436134815216064,-0.32662075757980347,0.563653826713562,0.010803651064634323,-0.44865334033966064,0.3107346296310425,-0.08097439259290695,-0.1404823362827301,0.22229072451591492,29_Jan_2024_11_11
25,44,15,1,10,0,2,1,1,4,8,5,0,1,0,0,1,7,4,9,32,54,9,20,3,1,4,0,0.0898953378200531,-0.16751933097839355,0.12306220829486847,-0.17440129816532135,-0.326644629240036,0.5636518001556396,0.010749919340014458,-0.44868335127830505,0.31072288751602173,-0.0809939056634903,-0.14049658179283142,0.2222868651151657,29_Jan_2024_11_11
22,44,13,1,10,0,1,1,1,5,0,2,0,0,0,0,4,9,5,9,30,51,14,22,4,2,5,0,0.0898950845003128,-0.16752110421657562,0.12305890023708344,-0.17442801594734192,-0.3266602158546448,0.5636505484580994,0.010712438262999058,-0.44870054721832275,0.3107146918773651,-0.08100605010986328,-0.14050918817520142,0.22228550910949707,29_Jan_2024_11_11
24,47,11,0,9,0,3,0,0,11,1,1,8,2,0,3,1,13,6,8,30,52,7,16,3,2,4,0,0.0898863673210144,-0.16752395033836365,0.12307286262512207,-0.17446787655353546,-0.3266822099685669,0.563646674156189,0.010653232224285603,-0.4487219452857971,0.31070074439048767,-0.0810190737247467,-0.1405383199453354,0.2222767025232315,29_Jan_2024_11_11
20,42,11,4,11,0,2,0,0,5,0,2,1,0,5,1,5,8,5,5,31,55,8,18,5,2,4,0,0.08989260345697403,-0.1675385683774948,0.12309353053569794,-0.1745007485151291,-0.3266901671886444,0.563637375831604,0.010608530603349209,-0.4487325847148895,0.3106883466243744,-0.0810282826423645,-0.14055262506008148,0.2222754955291748,29_Jan_2024_11_11
22,43,13,0,17,2,0,3,3,3,0,1,0,2,1,0,9,10,4,6,31,54,7,15,3,1,4,0,0.08987659960985184,-0.16754911839962006,0.12307432293891907,-0.17454171180725098,-0.32670512795448303,0.5636364221572876,0.010547877289354801,-0.4487462341785431,0.3106684982776642,-0.08103964477777481,-0.14059387147426605,0.2222694456577301,29_Jan_2024_11_11
27,45,14,0,13,2,0,0,0,1,0,0,0,0,0,1,3,8,2,2,33,54,10,18,4,2,1,11,0.08988074213266373,-0.16757231950759888,0.12308578193187714,-0.17456720769405365,-0.3267146646976471,0.5636350512504578,0.010515091940760612,-0.4487548768520355,0.31065574288368225,-0.08105027675628662,-0.14060615003108978,0.22227272391319275,29_Jan_2024_11_11
24,43,14,0,10,0,1,0,0,12,0,3,0,3,0,15,1,13,4,6,32,53,6,14,4,2,6,7,0.08987496048212051,-0.16759522259235382,0.12310046702623367,-0.17460349202156067,-0.326742023229599,0.5636323094367981,0.010467283427715302,-0.4487699270248413,0.31063607335090637,-0.08107028901576996,-0.14062410593032837,0.22226689755916595,29_Jan_2024_11_11
