time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1279.17,2.56,-0.63,0.84,0.07,-0.67,0.71,-0.24,0.63,-0.18,0,0,322,632,123,229,407,235,0,0
1279.27,3.03,-0.25,0.81,0.07,-0.66,0.72,-0.24,0.63,-0.18,0,0,321,632,112,228,405,232,0,0
1279.38,3.29,-0.26,0.63,0.07,-0.66,0.72,-0.24,0.62,-0.18,0,0,318,626,109,226,405,227,0,0
1279.48,3.47,-0.54,1.00,0.07,-0.67,0.73,-0.24,0.62,-0.18,0,0,316,623,108,223,404,225,0,0
1279.59,3.64,-0.09,0.82,0.07,-0.66,0.72,-0.24,0.62,-0.18,0,0,314,623,107,223,400,221,0,0
1279.69,3.01,-0.60,0.91,0.06,-0.66,0.72,-0.25,0.62,-0.18,0,0,313,623,106,222,400,222,0,0
1279.80,2.91,0.22,1.02,0.06,-0.66,0.72,-0.24,0.62,-0.18,0,1,313,622,109,221,401,221,0,0
1279.91,3.98,0.16,1.11,0.06,-0.66,0.72,-0.24,0.62,-0.18,0,0,312,623,110,223,402,222,0,0
1280.01,3.31,-0.17,0.91,0.06,-0.66,0.72,-0.24,0.63,-0.19,0,0,314,622,110,223,402,222,0,0
1280.12,3.21,-0.06,1.14,0.07,-0.66,0.73,-0.24,0.62,-0.19,0,0,314,620,109,223,401,222,0,0
1280.22,3.84,0.51,1.49,0.07,-0.66,0.72,-0.24,0.62,-0.19,1,0,313,620,111,224,402,222,0,0
1280.33,3.33,0.06,0.99,0.07,-0.66,0.72,-0.24,0.62,-0.18,0,0,313,622,110,223,401,221,0,0
1280.43,3.96,-0.19,0.98,0.06,-0.66,0.72,-0.24,0.62,-0.18,0,0,314,621,109,223,401,220,0,0
1280.54,4.20,-0.08,1.16,0.06,-0.66,0.72,-0.24,0.62,-0.19,0,0,314,620,108,224,401,221,0,0
1280.65,3.72,-0.14,1.41,0.07,-0.66,0.72,-0.24,0.63,-0.19,0,0,313,622,109,224,401,221,0,0
1280.75,3.86,-0.44,1.02,0.07,-0.66,0.73,-0.24,0.63,-0.18,0,0,315,623,110,224,402,222,0,0
1280.86,4.15,0.18,1.48,0.06,-0.66,0.72,-0.24,0.63,-0.18,0,0,315,623,110,223,402,221,0,0
1280.96,3.85,0.32,1.29,0.07,-0.66,0.72,-0.25,0.62,-0.18,0,0,315,623,111,223,400,222,0,0
1281.07,3.66,-0.22,1.15,0.06,-0.66,0.72,-0.24,0.62,-0.19,0,0,314,624,109,224,400,220,0,0
1281.17,3.90,0.25,1.31,0.06,-0.66,0.73,-0.24,0.62,-0.18,0,0,314,624,110,224,400,221,0,0
1281.28,3.97,-0.17,1.37,0.06,-0.66,0.73,-0.24,0.62,-0.19,0,0,314,623,110,224,400,220,0,0
1281.38,3.67,-0.49,1.18,0.06,-0.67,0.73,-0.24,0.63,-0.19,0,0,315,626,110,224,401,222,0,0
1281.49,3.70,-0.17,1.03,0.06,-0.66,0.72,-0.24,0.63,-0.18,1,0,316,623,112,224,400,223,0,0
1281.59,4.01,-0.11,1.27,0.06,-0.66,0.72,-0.24,0.62,-0.18,1,0,314,624,111,225,401,223,0,0
1281.70,3.68,-0.03,1.22,0.06,-0.66,0.72,-0.25,0.62,-0.18,0,0,315,625,110,224,400,222,0,0
1281.81,3.36,0.46,1.38,0.08,-0.66,0.72,-0.25,0.62,-0.18,0,0,315,625,109,225,401,221,0,0
1281.91,3.84,-0.03,1.30,0.06,-0.66,0.72,-0.25,0.62,-0.18,0,0,315,626,111,225,403,221,0,0
1282.02,3.67,0.48,1.43,0.07,-0.67,0.73,-0.25,0.62,-0.18,0,0,316,626,110,225,401,220,0,0
1282.12,3.36,0.04,1.13,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,316,627,110,225,403,222,0,0
1282.23,3.78,-0.17,1.22,0.07,-0.67,0.72,-0.25,0.62,-0.18,0,0,316,626,111,225,403,222,0,0
1282.33,3.87,0.20,1.25,0.06,-0.66,0.72,-0.25,0.62,-0.18,0,0,316,626,111,225,402,222,0,0
1282.44,3.33,0.38,1.50,0.07,-0.66,0.72,-0.25,0.62,-0.17,0,0,316,626,110,227,402,222,0,0
1282.54,2.89,0.06,1.06,0.06,-0.66,0.72,-0.25,0.62,-0.19,0,0,316,628,112,226,402,221,0,0
1282.65,3.38,-0.11,1.16,0.06,-0.66,0.73,-0.24,0.63,-0.18,0,0,316,628,110,226,401,220,0,0
1282.75,2.94,0.03,1.24,0.07,-0.66,0.72,-0.24,0.62,-0.18,0,0,316,629,111,226,400,221,0,0
1282.86,3.87,-0.31,1.39,0.06,-0.67,0.72,-0.25,0.62,-0.18,1,0,316,630,112,226,401,223,0,0
1282.96,4.50,0.15,1.20,0.07,-0.67,0.71,-0.25,0.63,-0.18,0,0,317,630,111,226,401,222,0,0
1283.07,3.68,-0.26,1.36,0.06,-0.67,0.72,-0.25,0.63,-0.17,1,0,317,630,111,226,401,222,0,0
1283.18,3.60,0.38,1.29,0.07,-0.66,0.73,-0.25,0.63,-0.18,0,0,316,630,111,226,401,222,0,0
1283.28,3.99,0.07,1.36,0.07,-0.67,0.72,-0.25,0.63,-0.18,0,0,316,629,110,226,400,222,0,0
1283.39,3.59,0.08,1.09,0.06,-0.66,0.72,-0.25,0.63,-0.18,0,0,317,630,110,225,400,221,0,0
1283.49,4.25,-0.11,1.22,0.07,-0.66,0.72,-0.24,0.63,-0.18,0,0,318,630,111,225,400,221,0,0
1283.60,4.16,-0.23,0.84,0.06,-0.66,0.73,-0.25,0.63,-0.18,0,0,317,631,110,224,399,221,0,0
1283.70,3.26,-0.46,0.39,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,0,317,631,109,223,401,220,0,0
1283.81,4.86,-0.43,1.17,0.06,-0.68,0.72,-0.24,0.63,-0.18,0,0,317,634,109,224,401,222,0,0
1283.92,4.06,0.43,1.23,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,318,635,109,224,401,222,0,0
1284.02,2.60,0.24,1.22,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,0,318,636,108,225,402,221,0,0
1284.13,3.47,0.71,1.48,0.06,-0.67,0.72,-0.24,0.63,-0.18,0,0,317,636,110,226,401,222,0,0
1284.23,3.43,0.28,1.33,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,316,636,111,227,402,223,0,0
1284.34,4.35,0.38,1.62,0.07,-0.67,0.71,-0.25,0.63,-0.17,0,0,317,637,112,228,403,225,0,0
1284.44,3.14,-0.12,1.60,0.08,-0.66,0.72,-0.24,0.63,-0.18,1,0,318,638,112,228,404,226,0,0
1284.55,5.34,0.75,1.71,0.07,-0.67,0.72,-0.24,0.63,-0.18,0,0,319,639,112,228,405,228,0,0
1284.65,4.01,-0.36,1.65,0.06,-0.67,0.70,-0.24,0.63,-0.18,0,0,321,643,112,230,406,229,0,0
1284.76,4.31,0.34,1.12,0.06,-0.67,0.72,-0.24,0.63,-0.18,0,1,321,646,111,230,406,231,0,0
1284.86,4.31,0.98,0.96,0.06,-0.67,0.71,-0.25,0.63,-0.18,0,0,321,647,110,231,407,231,0,0
1284.97,3.20,-0.05,0.42,0.07,-0.67,0.71,-0.24,0.62,-0.18,0,0,321,647,111,230,408,232,0,0
1285.07,2.69,-0.18,0.28,0.07,-0.67,0.72,-0.24,0.63,-0.18,0,0,321,644,111,228,407,230,0,0
1285.18,3.54,0.41,0.95,0.06,-0.67,0.72,-0.25,0.63,-0.17,0,0,319,643,111,227,405,226,0,0
1285.29,4.17,0.12,1.37,0.07,-0.68,0.70,-0.24,0.63,-0.18,0,0,317,641,108,226,404,223,0,0
1285.39,3.33,-0.52,0.92,0.07,-0.67,0.71,-0.24,0.63,-0.18,0,0,317,641,108,225,404,221,0,0
1285.50,2.91,-0.12,0.95,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,316,640,107,225,402,220,0,0
